MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00167093.3,15386773,-0.612766639,,,,,,,,,,-1.284380796,-0.349657585,-1.017887933,,-0.926333086,-0.919546628,-1.629192821,,-1.722351487,-1.001447357,-1.066368905,,,,,,,,,,,,,,,,,,
IPI:IPI00167093.3,15464292,-1.019016481,0.395430118,-0.258456728,,,-0.230710896,-0.428825626,,,,0.924299978,,,-0.360803153,4.023927109,-0.434302844,1.322672961,1.157378226,2.248794767,-0.424429112,-0.32855553,,,,,,-0.552191151,-0.109450009,,,,,,,,,-0.079624078,1.351088645,0.660555818
IPI:IPI00168728.1,8101456,,,,,-0.531409609,,-0.194491558,,-1.105214366,,-0.526382938,,-0.831866048,,-0.401607441,-1.066662479,-0.952158073,,,,-1.121054833,,,,,,-0.441884497,,,,-1.342589187,,,-1.06099125,-0.825613963,-1.662465951,-1.316689738,,
IPI:IPI00169383.2,6967292,,,-0.210291312,,,,,,,,,,,,,,,,,0.842874838,,,,,,,,,,,,,,,,,,,
IPI:IPI00169383.2,7822284,,,,,,,,,,,,,,0.000821916,,,0.099659941,,,1.22750793,,,,,,,,,,,,,,,,,,-0.080588155,
IPI:IPI00170805.1,10737638,,,,,,,,,,,,,,,1.963555162,,,,,,,,,,,,,,,,,,-1.369129993,,,-1.377370821,,-1.084175131,
IPI:IPI00171411.4,63983272,,,,,,,,,,,,,,,,,-0.845560802,,,,,-0.494188117,,,,,,,,,,,,,,,,,
IPI:IPI00171678.2,35636158,,1.988606362,,,,,,,,,,,,,,0.193045078,,,,2.417802136,,,,,,,1.487566258,,,,,,,,,,,,1.057250997
IPI:IPI00177968.2,114093467,,,,,-0.753802031,,-0.374079764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00178515.1,12281629,,,,,,,,,,,-0.555860194,,,,,,,,,-0.845956381,,,,,,,,,,,,,,,,,,,
IPI:IPI00215894.1,1115,,-0.305020763,-0.698182532,-0.375721737,-0.212027599,-0.307356916,0.015017378,-0.650798275,-0.276365036,-0.59612145,-0.095314947,-0.143655425,-0.933289331,-0.732739928,0.155255192,-0.735646648,-0.169555537,,-0.797896243,-0.295089987,-1.074145508,0.090712491,-1.053593661,-0.956323434,,-0.415497545,,0.148114856,-0.256001253,0.009849125,-0.605538574,,-0.201558171,-0.675612171,,-0.66543333,-0.31320421,-0.380053173,
IPI:IPI00215894.1,6635609,,0.443150692,0.699508205,0.798445922,0.634080858,0.40404368,0.848026998,0.396311752,0.45812336,0.089643628,0.516539984,0.293873046,0.114372646,0.184409904,1.152729598,0.208170576,0.310843511,0.110367157,0.18495437,1.050813687,0.875522458,0.924902533,0.173617185,0.493278704,-0.264952318,0.458056397,0.120139156,0.710594304,0.598771221,1.056941522,-0.00046161,0.50715921,0.636985759,0.296614884,0.434929489,,0.370457439,1.212551092,0.513650107
IPI:IPI00215894.1,6654262,,,,,5.3646401,,,4.631819086,,,,,3.425789289,,,,,,,,,,,,,,,,,,3.443815321,,,,,,4.74798684,,
IPI:IPI00215894.1,6702580,1.078337325,0.293880647,0.573783735,0.310289918,0.576610293,0.529353314,0.763976121,0.36217534,0.497382297,-0.01955675,0.555363673,0.188399258,0.057840002,-0.389915548,1.162250977,-0.086538095,0.161062013,0.014258602,0.241712217,0.76571857,0.622226807,0.775473518,0.007623523,0.382566585,-0.406812287,0.409663778,0.056720675,0.840869548,0.639658249,0.656175336,-0.427657799,0.13266342,0.438436765,-0.024018163,0.159256857,-0.477709808,0.080657763,0.7280152,0.400230529
IPI:IPI00215894.1,6707534,0.056211813,-0.372881139,-0.060977405,-0.118080964,-0.360732006,-0.242935614,-0.066980749,-0.451453999,-0.29425219,-0.614859195,-0.176208143,-0.18661237,-0.701367241,-1.005459045,0.257641123,-0.510037623,-0.407229057,-0.588225462,-0.490169296,0.153184109,-0.172249654,-0.069015403,-0.186371044,-0.34642355,-0.988612725,-0.34137669,-0.658814978,-0.099744008,-0.129226314,0.101882826,-0.712313584,-0.29612464,-0.205287044,-0.562375395,-0.500580536,-0.784490366,-0.400675071,0.340488374,-0.232468956
IPI:IPI00215894.1,6715486,,-1.585579768,-1.66825466,-1.231067931,,-2.048450042,-1.80714802,-1.844825318,,,-2.139766229,,-1.943319152,-2.190313739,,-1.662798931,,,,-1.208098932,-1.732580411,,-1.543344612,,,,-1.598134933,-1.891988137,-1.765918533,-1.061568096,-1.87457435,-1.229452197,-1.798827203,,-2.105366167,-1.86045197,-1.930413458,-1.226469704,
IPI:IPI00215894.1,6738481,,,1.372506578,,1.045891697,0.482179542,1.033118471,,0.847284078,,0.668738939,,0.353585904,,1.289755173,,0.698538572,,0.700022446,,,,,,,0.495346286,0.220248175,,0.649944626,,0.128838912,,0.882521961,,0.910884774,,0.531763482,,0.832028012
IPI:IPI00215894.1,10111166,,,-0.626667414,,-0.377688216,,,,0.217649401,,,,-0.223837423,,,,,,,,,,,,,,,,,,,,,,0.282517096,,,,0.950572033
IPI:IPI00215894.1,10123533,2.69413206,1.800837748,1.778280225,1.917574389,1.973722584,1.916775975,2.196174179,2.656940541,2.092892198,1.734915695,1.892537633,1.849984521,1.564494745,2.112511925,2.465154269,1.962710997,1.916145678,1.974008319,1.912732151,2.465684358,2.882846041,2.871731921,1.572461763,2.451670086,1.928287037,,2.031643947,2.74812901,2.871760244,2.51918615,1.703703967,2.000430181,2.066766014,2.103524268,2.433647217,1.574261205,1.714555264,1.835084826,2.098679211
IPI:IPI00215894.1,10181005,-0.111976948,-0.850629122,-0.989397453,-0.634174257,-1.812110994,-1.103000988,-1.012953777,-0.959467783,-1.423550811,-1.555964333,-1.169631301,-0.897452662,-1.092336095,-1.755219297,-0.814658699,-0.90177209,-1.690892415,-1.213892162,-1.205949797,-0.132642897,-0.506646889,-0.644138653,-1.086881008,-1.250142399,-1.608685744,-1.036005644,-1.632725133,-1.027812661,-1.05361753,-0.393256285,-1.297637387,-0.680797865,-0.959406452,,-1.371924639,-1.295721727,-1.181463836,-0.655873342,-1.542083838
IPI:IPI00215894.1,10181267,,,,,,,0.543517925,,,,-0.000100349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00215894.1,10184903,-1.366007795,-1.712441277,-1.808055605,-1.476178149,,-2.053462162,,-2.011197457,-2.340805347,,-2.040918477,-1.686114996,-2.070942995,,,,,,,-1.526686774,-1.763011638,,,,,-1.88274879,-1.784397659,-1.897559099,-1.853354593,-1.257212394,,-1.341479432,-1.819559337,,,-2.238148956,-2.015562293,-1.391470365,
IPI:IPI00215894.1,10186946,-1.451420203,-0.657255803,-0.430920929,-0.483504089,-0.985126826,-0.006162382,-0.806607704,-0.803335061,-0.208234097,-1.275155481,0.526838515,-1.826767763,-0.836421303,-0.900528948,0.173480573,-1.646551718,,-1.386107567,0.22380901,-0.829507247,-1.692355757,-0.939991774,-0.555870729,-0.662646828,-1.075074319,-0.519680284,-1.383038197,-0.730211426,-0.456796578,-0.900446177,-1.081974998,-0.567975757,-0.636231951,-1.226234261,-0.253794291,-1.403513347,-0.514996614,0.0107824,-0.198530337
IPI:IPI00215894.1,10188197,,,-0.013953928,-0.126671839,,,,,,,,,,,,,,,,,,0.486136983,0.159610138,,,,,,,,-0.042994059,,0.418543872,,0.67059667,,,,
IPI:IPI00215894.1,10188223,-0.22733606,-0.702487472,-0.832014534,-0.762079288,-0.816846666,-0.796369136,-0.614850727,-0.897431921,-0.703072954,-1.119833621,-0.779329164,-0.531826271,-0.999794699,-1.766325175,-0.261770407,-0.434402333,,,-0.814000578,0.094748239,-0.552064095,-0.523755785,-0.748997689,-0.936375195,,-0.791050961,,-0.517962152,-0.779145703,-0.593821145,-1.286787156,-0.649472169,-0.673467967,-1.007123487,-0.990156355,-1.595552456,-1.089277197,-0.420976954,-0.936942035
IPI:IPI00215894.1,10188247,,-0.638066773,,,,,,,-0.26010729,,,,,,,,,,0.151541039,-1.876637634,0.952752198,,-1.434895151,,,,-0.540214691,-0.178622737,,0.37010611,,,,,,-0.363249156,,,-1.175381149
IPI:IPI00215894.1,10197085,1.23006578,0.011324782,0.242949856,,1.457687295,1.153465102,0.789850309,0.495527628,1.134762007,0.157120502,1.411372648,0.700408755,0.710449965,-0.192164638,1.677302586,0.079947294,0.581254741,0.454354924,0.653537372,-0.13230453,0.70531503,,0.517637087,,-0.040978907,,-0.243195952,-0.294693483,,0.960531103,,0.929584311,,0.337871739,,,0.059567141,0.65651881,0.301131853
IPI:IPI00215894.1,15355600,6.695189067,3.595978503,3.919365852,4.092910897,5.234344902,4.402372674,4.508609807,4.859456738,5.069608127,3.939381701,4.288366066,4.173430695,3.968502702,2.80713541,6.317596434,3.790431605,4.408403174,4.149537318,3.479777149,4.750580676,5.892068953,5.291709705,,4.604638203,2.903799217,,3.478330903,6.741128487,5.080620207,5.862382082,3.089570931,4.151600919,5.517541831,3.794565032,3.689501063,3.069905945,3.649873493,4.609792438,3.99709916
IPI:IPI00215894.1,15480455,-1.086568095,,,-0.574979105,-1.28099487,,-0.579788216,-0.876880654,-0.504448313,-0.856915314,-0.430406181,-1.069127839,-1.032579911,,,-1.657194257,-0.979381203,,,-1.72687455,-1.352820981,-0.722080171,-0.610733876,-0.792443391,-1.042061096,-0.568028111,-1.039246343,-0.81141233,-0.468213042,-0.550015043,-1.036130535,-0.659411952,-0.699529145,-0.976679579,-0.517201461,-0.898886976,,-0.188635916,-0.653723122
IPI:IPI00215894.1,28175319,,,,,,,1.040602025,,,,,,,2.818749981,5.889726799,1.322187422,0.997823089,2.695872232,2.196871933,2.196578892,1.046877201,,,,,,,,,,,,,,,,,,
IPI:IPI00215894.1,33446457,-1.375983243,,,-0.944781997,,,,,,,,-2.218991856,,,,,,,,,-1.827032386,,,,,,,,,-2.185072987,,-3.357765859,,,,-1.102267311,,,
IPI:IPI00215894.1,35664279,,,,,,,,,,,,,,,-1.116158428,,,,,,,,,-0.687727244,,,-0.855796073,-1.270438855,-0.751690352,-1.145453636,-0.989932579,-1.083054917,,,,,,,-1.322330275
IPI:IPI00215894.1,64015667,-0.571777852,,,,0.662217068,0.908821621,-0.325653602,0.093961206,1.561987582,-0.351211151,2.82348846,-0.355404989,0.883754357,0.980611455,3.138474885,-0.183717249,-0.424245802,1.240694753,0.602861824,-0.034145624,-0.655884067,,,,,,,,,,,,,,,,,,
IPI:IPI00215983.2,7565782,,-1.461093201,,-1.001154441,,,,-1.578488975,,-1.162516253,,-0.207671571,-1.680048342,,,1.291176443,,,,5.766625412,-0.286686487,,,,,-0.461740374,,,,-0.177602013,-0.189489578,,,,,0.395819304,,,
IPI:IPI00215983.2,34135079,,,,,,,,,,,,0.139786274,,,,1.565467767,,,,,0.23556115,,,,,,,,,,0.37922655,,,,,,,,
IPI:IPI00215983.2,45047128,,,,-1.547697168,,,,,,,,-0.854055669,,,,0.930167523,,,,,-0.948643373,,,,,-1.639695598,,,,-0.820458623,-0.767258487,,,,,-0.033263028,,,
IPI:IPI00216256.2,7202459,,,0.772152429,1.617716707,,1.576425675,,0.130133321,0.941457541,,,,2.866562807,,,,,,0.853615957,,,,,,,,-0.240479614,,1.644937581,0.527893301,,,2.86E-10,,,,,,
IPI:IPI00216256.2,8505115,,,-0.393052319,,,,,,,,-0.225975405,,0.495416642,,,,,,0.06246988,,,,,,,,,,,-0.499722274,,,-0.644986945,,,,,,
IPI:IPI00216256.2,12576051,-0.083361256,-0.34990626,0.175596202,,,0.785162674,,-0.203447887,,,0.173194704,,1.456776318,0.087580396,,-1.131930395,0.023278213,0.389757054,0.959701748,-1.206307517,-1.508903423,,,,,,,,,,,,,,,,-0.665575572,-0.912590324,-0.805330417
IPI:IPI00216256.2,12594323,0.263598201,,,,,,,,,,,,,-0.119186466,,,-0.05269481,0.25872887,0.44528992,-0.92055123,-1.456163745,,,,,,-1.161141043,,,,,,,,,,,,
IPI:IPI00216298.5,8509322,,0.526283713,,,0.224325444,,,,-1.068965705,1.083637598,,,,,,0.489448528,1.862895451,0.934667606,,,,,0.654514466,0.81628537,0.731344288,,-0.899143086,,-0.201123429,,0.981738422,0.601295417,,0.632249745,1.740362876,0.416203209,1.758035139,1.443872193,0.746574075
IPI:IPI00216319.2,6969520,,-0.211270925,,1.146339917,,-0.496720839,,,,,,,,,,-0.707678796,,,-0.576019953,,,,-0.279498106,,,,-0.541587759,,-0.698734889,-0.200867199,-0.713399876,-0.627702651,,,,1.239804893,,,
IPI:IPI00216319.2,6971858,,-0.706005718,0.026220908,1.004171762,-1.192608327,0.057935743,-1.137584771,-0.554621831,-0.148608764,0.588912954,-0.43704063,,0.485445259,-0.389367404,-1.054788707,-1.160289448,-0.695344985,-0.583189691,0.185265561,-0.170839029,-1.563095207,-0.886263133,-0.575937434,-1.14948907,-0.830608062,-0.792314101,-0.638128804,-0.605150907,-0.078936509,0.085561477,-0.253971717,-0.932939688,-0.689922858,-0.593200282,-1.391607838,1.21641775,-0.775560856,,-1.19095739
IPI:IPI00216319.2,8560366,,,1.708752118,,,,,,,,,,,,,,,,,,,,,,,,,,1.604132119,,,,,,,,,,
IPI:IPI00216691.4,6959360,,,0.066474333,,,,,,0.308708776,,-0.289126882,,0.692439176,,,,0.162669785,,0.725597638,,,,,,,,,,,,-0.03423719,,-0.152900105,,,,-0.854682424,,
IPI:IPI00216691.4,6967266,,0.254490952,1.386251692,1.766552443,-0.128950517,1.637835548,-0.149464847,0.467593573,1.205156515,1.317091932,0.974893509,-0.178215566,2.883419887,0.682132099,0.564747107,-0.425827237,0.566002604,0.832468968,1.631161683,,-0.521871069,0.117819815,0.297519862,-0.043980613,0.227211885,0.213711512,-0.02873036,0.330175025,1.569814669,0.338776928,0.805240467,-0.149993046,0.682874726,0.108192354,-0.206585509,1.154093435,-0.009062035,-0.030888845,-0.066758198
IPI:IPI00216691.4,6968243,-0.105187212,-0.81649055,-0.09343169,0.543866035,,0.043092354,-1.292345388,-0.801285147,-0.43708647,-0.089738142,-0.742330237,,0.744349446,-0.567343957,,-1.522721623,-1.08363358,-0.518486551,-0.046953209,-1.193325767,,-0.683442596,-0.705523694,-1.316287558,-1.007130268,-1.252688384,-1.22714006,-0.606848607,0.025414625,-0.47202754,-0.530855804,-1.048514374,-0.744763032,-0.798301616,,0.262291199,-1.14310551,-1.230470253,-1.46597409
IPI:IPI00216691.4,6971274,,,0.533667396,1.150048937,,0.468098898,-0.781618906,,,,-0.471824713,,,,-0.859356326,,,0.080666136,0.494576671,-0.509841549,-1.639866463,,,,,,,,,-0.189997968,,-0.631002503,,-0.220795392,,0.846673648,,-0.687675452,
IPI:IPI00216691.4,7774024,-0.171121043,-0.524390862,0.152549685,0.674503843,-0.360861293,0.430799916,-0.045951874,-0.554704049,0.117797702,0.295921061,-0.276779489,-0.982334224,1.13784919,-0.38026524,-1.001441238,-1.620268768,-0.376407393,-0.069932609,0.290521485,-0.122282844,-2.025748116,-0.575547027,-0.643477454,-1.240614303,-0.442135833,,-0.425546206,-0.211682019,0.257084936,-0.23379894,-0.308905855,-0.935553394,-0.192455951,-0.491046763,,0.335741789,-0.383897124,-1.113743315,-0.866579785
IPI:IPI00216691.4,8695179,,0.817656594,1.694434002,,,2.53787701,0.297101715,,2.12311347,2.072021863,1.401780175,-0.332249516,3.166907389,,,,1.190139835,1.876399999,,,,,,,,,,,,,,,,,,2.231791917,,0.27740171,0.504522075
IPI:IPI00216699.1,33984834,,,-0.077500242,,-0.732939516,,-0.324020461,,,,-0.558933191,0.02109263,-0.461665889,,,,-0.426379994,,0.525346433,,0.744885103,,,,,,,,-0.105379869,,,,0.096775503,,,-0.868391252,,-0.061613313,-0.454606462
IPI:IPI00216699.1,33986786,,0.070207359,0.334453574,1.84546828,,0.394382031,-0.01931263,0.145594412,0.353105405,,0.130025413,,1.23062082,,,,,-0.051925847,,,,,-0.3640021,,,,,,0.025285821,0.023192909,,-0.398060487,0.282259603,-0.232351827,,1.095675241,,,
IPI:IPI00216699.1,33988023,0.520332972,-0.347914518,0.442622275,1.555060435,-0.529198948,0.990295356,-0.325144596,0.541856079,1.209675742,0.518422958,0.709416569,,1.947453378,0.315208867,-0.29842406,,-0.311409715,0.291399438,0.899609554,-1.156174741,-1.75989433,0.070259106,,-0.998376194,-0.691872369,,-0.37557962,0.138255856,0.778243682,0.420344272,-0.617692605,-0.210305157,0.456065235,-0.29765598,-1.160104532,1.348783149,-0.503533323,-1.669431042,-0.316680175
IPI:IPI00217143.1,12610004,,,,,,,,,,,,,-1.365039409,,,,,,,,,,,,,,,,,,,,,,,-0.723298658,0.386398637,0.125346034,-0.788115882
IPI:IPI00217493.4,64310562,,2.288415345,,,,,,,,,,,,3.867556853,,,,,,1.739452923,,,,,,,,,,3.685162263,,0.110519708,,,1.759804121,4.794326577,4.58862047,0.77200203,
IPI:IPI00217493.4,64427012,,1.519565643,,,,,,,,,,,,2.57361357,,,,,,,,,,,,,,,,2.485332956,,0.281494877,,,1.011713322,3.756089566,3.313146762,0.770895316,
IPI:IPI00217561.1,6952658,,,0.027273757,1.029641462,,-0.237679907,-0.008859152,1.627629807,,,,0.397638001,,,0.192923023,,,,,,1.489967421,,,,-0.255984988,,0.466704693,,,1.090703088,,,1.384112261,,,0.758835502,,,0.433313749
IPI:IPI00217963.2,12604296,-1.666711901,-0.222175054,,,,-0.486873574,,,,,-0.799420337,,,-0.653076584,,,,,,-1.042172282,,,,,,,,,,,,,,,,,,,
IPI:IPI00217963.2,12605463,,-0.616802906,,,,-0.51376683,,,,,,,,-0.474716167,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00217966.4,9378233,0.201421008,-0.102401069,0.510051876,1.208436383,0.003030814,1.083047751,-0.257028077,0.524993418,1.097113865,0.661090822,0.41577021,-1.212848202,1.553158678,0.312750029,0.077092045,-0.543808887,-0.143422903,0.044102151,0.954545383,0.623450173,-0.672597865,-0.169294959,,-0.301031566,,,0.496244698,0.488206199,0.74099705,0.868142016,0.108190497,0.289258315,-0.113134725,0.182365093,-0.078548725,2.301245443,0.885479266,0.371598571,-0.346521088
IPI:IPI00218192.1,6669421,-1.343689869,-1.120633315,-0.299667572,-1.269524938,-0.166740512,-0.988963398,-0.822913931,-1.003278997,-1.195880717,-0.879280375,-0.849872412,-1.084726683,-1.275726705,-1.191084992,-0.707480057,-0.65348874,-0.770055069,-1.358321612,-1.204114597,,-1.57675848,-0.458357337,-0.151950653,-0.140655103,,0.046582119,-0.284408223,-0.246227537,-0.780257833,-1.097805954,-0.303148939,-0.519331778,-0.658931488,-0.375885464,-0.516048269,-0.86932584,-0.382489292,-0.283597432,
IPI:IPI00218192.1,6672088,-1.228938555,-0.381176952,0.318032175,-1.02273221,0.288571745,-0.418602387,-0.170853383,-0.476619704,-0.422044396,-0.465782935,-0.37145676,-0.691990593,-0.561331632,-0.380559214,0.028343624,0.048019199,-0.117562752,-0.743887063,-0.638064166,-1.057127778,-1.051614335,0.107271359,0.497971941,0.502252087,0.030469371,0.739869615,0.338489645,0.20974822,-0.156669147,-0.648094126,0.336236264,0.267996581,-0.339524434,0.27927658,0.211149458,-0.504088156,0.319753656,0.257925713,0.132470193
IPI:IPI00218192.1,6674793,0.400389244,0.415496902,0.94745575,0.234405445,1.553053738,0.577971878,0.856784011,0.454189392,0.460539205,0.770903783,0.694056906,0.549599082,0.321760216,0.541433273,0.991901889,1.004208502,1.268822407,0.432468553,0.281270944,0.160486364,0.182105099,1.17261879,1.337589027,1.498559992,,1.513477209,0.989736821,0.965788092,0.348031315,0.085787444,1.192974479,1.079360101,0.765685512,1.222697415,0.990759632,0.467871811,1.153413094,1.178468756,
IPI:IPI00218192.1,6680037,1.198339459,2.101662688,2.294912798,1.264843292,3.139601603,1.490968907,2.25016455,1.574473983,2.160618095,1.757077558,1.930723053,1.557002186,1.370779875,2.62481825,2.636259775,2.09525551,2.259325493,1.816849077,1.8818194,2.435926864,1.946050524,1.807227457,2.133030229,2.278055332,2.193271283,1.972590159,1.687254724,1.681299636,1.511399322,1.03841118,2.029737392,2.293679585,1.493898304,2.193013482,2.448790068,1.725655166,2.382386298,2.133268104,2.807503991
IPI:IPI00218192.1,6702519,-1.089034703,-1.050843038,-0.225411266,-0.960863964,-0.038063473,-0.842836269,-0.739779974,-0.824621527,-0.987602396,-0.739793452,-0.839116228,-0.807043848,-1.034630895,-1.085423452,-0.550571104,-0.216691467,-0.378719569,-1.012187504,-1.065089073,-1.07857605,-1.245586612,-0.48126016,-0.25396927,-0.465127931,-0.774261976,-0.04432222,-0.239559522,-0.322665536,-0.90679472,-1.138115388,-0.313737108,-0.44241235,-0.649532973,-0.264804583,-0.547534959,-1.064567247,-0.394115537,-0.181991025,-0.469417311
IPI:IPI00218192.1,6702593,,,0.471987466,-0.812816741,-0.176035751,-0.860410978,-0.030561738,,,,-0.046927546,-0.508541419,-0.07621451,-1.013268502,-0.449992661,-0.506230829,-0.37524515,-0.702585529,-0.724985906,-0.545424892,-0.562085768,-0.330323657,,,,,,,,,,,,,,-0.443871062,,0.13867278,0.476321547
IPI:IPI00218192.1,6706938,,-1.971782333,,-2.015664267,4.746887358,2.309661684,,,,,,,,,,,,,,-1.219717994,,,3.936034747,,,,-1.569713969,3.649240961,,,,-1.218379606,,,,-1.80409882,,,
IPI:IPI00218192.1,6707174,-1.928108844,-1.823591836,-1.261772746,-1.649918474,-1.309607482,-1.832521104,-1.491233999,-1.83772054,-1.931445366,-1.760215709,-1.831826943,-1.629858013,-1.978677417,,-1.657173918,-1.052764742,-1.466948285,,,-1.52200229,-2.028224692,-1.493970755,-1.007395383,-1.430326234,-1.586597547,-1.039113076,-1.22927055,-1.491281726,-1.798246955,-1.906716521,-1.208766762,-1.242797147,-1.594638858,-1.257861408,-1.613509825,-1.72145931,-1.374825428,-1.121067443,-1.581920507
IPI:IPI00218192.1,6709176,-0.906909762,,1.003989451,,-0.575225244,,0.210377864,-0.061377545,-0.539915206,,-0.170986315,-0.313009899,-0.029200194,-0.270034372,-0.225171003,,-0.254410339,,-0.275023939,-0.579911481,-0.862177282,,1.078588447,,,0.937830811,,0.348218952,0.253272668,-0.317482029,0.525653456,,-0.22404258,,,,0.423875848,,
IPI:IPI00218192.1,6720280,0.815733511,0.510006773,1.373752115,0.183828065,1.137349256,0.661182402,1.148455282,0.80668279,0.770197505,0.606154205,0.824990465,0.283604935,0.556344786,0.794047044,1.193821279,1.247825021,0.93866634,0.517236495,0.556706303,0.102056204,0.566025842,1.254090987,1.451350901,1.444889223,,2.021799122,1.613209578,,0.981900061,0.096841194,0.866559504,0.924116367,1.053348639,0.992807668,1.051730853,0.204407911,1.358801904,,
IPI:IPI00218192.1,6723022,0.037110383,-0.377494205,0.359242226,-0.763666203,0.839767901,0.070700243,0.317346543,-0.063415241,-0.115054828,0.014923498,-0.025874725,-0.51533961,-0.143650935,-0.181004091,0.296720762,0.381974521,0.428999606,-0.223471645,-0.282498942,-0.576891825,-0.700691442,0.789456016,0.692160851,0.748163305,0.262547402,1.157931086,0.490509681,0.630584499,0.038279477,-0.576771943,0.202953074,0.359819261,-0.027868682,0.486125751,0.163817423,-1.027486076,0.37593895,0.261720737,0.323476504
