Mass_Tag_ID,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_
6707762,-0.905385862,-0.544777906,-0.436664561,0.27416072,-1.02916514,-0.490803556,-0.948297501,-0.992487682,-1.956718173,0.090932193,-0.567501759,-1.933465423
6709025,-0.717404976,-0.465171851,-0.766445598,-0.388584301,-0.818883367,-0.470828023,-0.707880097,-1.351609456,-1.099936631,0.617447061,-0.442284954,-1.145322996
6709027,-0.467481996,-0.940803658,0.347198816,-0.46266369,-0.440001487,-1.004180678,1.39778861,0.32569656,0.020461742,-0.419822629,-0.167583513,-0.198117626
6709028,1.154569756,1.15353001,1.600892556,0.938795796,1.837378322,0.577199139,0.305018704,2.505885061,1.902152865,0.992546093,1.741255365,
6709029,-1.659274398,-1.121355704,-1.746024928,-1.392540164,-1.532556449,-1.634222519,-1.506616653,-1.177085947,,-1.786419133,-1.091610064,-1.761939383
6709030,0.184094075,0.069674575,-0.762440938,0.006978814,0.493033895,0.430576145,-0.199036652,-0.900682459,0.55613439,-0.764274692,0.510760279,0.615128792
6709031,-0.986372625,-0.233836038,-1.105149682,-1.027064863,-0.642963125,-0.465403904,-0.440735493,-0.904000868,-0.760096161,-0.687562374,-0.325226768,-1.454380864
6709038,3.322488557,-0.119600717,3.283418066,1.39521253,3.887706646,3.482298479,0.460302351,3.0530437,1.884865088,1.108526605,0.502622987,1.786752986
6709039,0.37230753,0.136146942,-0.116525634,-0.354046783,0.177208275,0.514938604,-0.957273417,-0.099968254,-0.19805121,-0.306025011,-0.1477646,0.048577893
6709040,-0.361343083,-0.387775632,-0.077403023,-1.250393916,-1.066488472,-1.116870864,0.212873915,0.173696401,-0.956013114,-0.306351838,-0.704004877,-0.969908361
6709053,,0.978504398,,1.188877813,2.455665439,0.324905832,0.413982252,2.202585521,2.01545115,0.959316202,0.653314418,2.778171484
6709059,-0.097327372,-0.008811406,0.110781865,0.889327515,-0.223327625,0.047727667,-0.369977763,-0.293109332,-1.056985683,0.585221724,0.234496333,-0.803600838
6709061,-0.019882544,0.332587612,-0.296097465,-0.356549798,-0.099708646,0.218548203,-1.097239887,-0.994593449,-0.533713989,0.46928484,-0.145271116,-0.45729035
6709090,0.605779531,-0.63855454,0.195339201,,0.756411982,0.80385816,-1.213676335,0.000559986,0.388375628,0.124168585,0.111378344,0.109319898
6709099,0.698707292,0.479519834,0.744959798,0.619776487,0.728686514,0.23688222,1.359013702,1.427125777,1.434797308,0.22379488,0.721792712,0.868043267
6709133,-0.675366279,-0.377356545,-1.045654369,0.547348307,-0.388330301,0.632742354,0.299759644,-0.318384389,1.53195316,0.252491197,-0.069816381,0.141172288
6709153,0.862422605,0.869577196,1.875258763,0.367912823,,-0.013312629,0.238912787,1.286524733,3.23917256,1.838440142,0.270638228,1.645972525
6709220,-0.246128323,-0.881551937,-1.899261646,-1.020963829,-0.579222567,-0.955033537,-0.637226337,-1.637626668,-0.536103478,-1.537806333,-0.595200036,-0.917993954
6709239,,-0.605720955,-0.207661432,-0.520892476,-0.497128118,-0.258073778,-0.974392393,-0.121215628,0.074657297,-0.754257043,-0.097362419,-1.13272183
6709276,-0.885755102,-0.016865582,-1.385890337,-0.233781339,-0.500818353,0.098607649,-1.697882948,-0.800419737,-0.875359105,-0.043249138,-0.577066998,-0.271274751
6709521,0.078554152,0.069950037,0.523589053,-0.074938591,0.609370718,-0.523007385,-0.156682124,0.538516245,0.646285497,-0.094606772,-0.081379853,1.074135492
6710442,-1.66895449,-1.670693714,-2.0476994,,-1.752635496,,-1.67152147,-1.319710114,-0.531790104,-2.252743692,-1.429480805,-1.932760424
6710592,,,0.931672629,-0.377444561,,-0.445288996,1.85053796,1.449061196,,0.493862768,0.157060576,0.140586794
6710605,-0.532930462,-0.253017272,-0.305790217,0.641230487,-0.619396595,-0.098846886,-0.770522642,-0.748216584,-1.450992131,0.450219965,-0.121651581,-1.523085017
6710845,-1.513885972,-0.62032107,-1.959971289,-1.405536937,-1.570818046,-0.851140966,,,-1.318881546,-0.503385613,-0.999427952,-1.860667092
6711441,,,1.043655596,0.264972083,0.990655368,,0.789048493,1.218127618,1.953624936,0.802498822,0.514582548,0.339951019
6711570,-1.358570176,-1.092732087,,,-1.416842228,-1.265775505,-1.766713863,-2.292538704,-0.634213001,,-0.641137855,-1.717861849
6711975,0.489155773,-0.110597792,,0.13580072,0.603001961,0.034488072,2.515246111,1.00010383,0.893376755,-0.604030659,0.451268651,1.315530347
6711976,0.730999086,0.2510926,0.181532814,-0.305759982,0.285884453,0.49669866,-1.022123434,-0.348222023,-0.444580791,-0.730830659,-0.231463423,-0.08656658
6711977,-0.483339742,0.211567184,,0.122309041,-0.009611921,0.464488411,,-0.582239489,0.211426282,-0.231856023,0.261035272,-0.475156312
6711979,0.022168036,0.205227513,,,-0.386892651,0.03951176,2.077968984,-0.27021281,2.711112613,-0.299559513,1.519867594,1.304973512
6711982,-0.61627348,-0.90004243,-0.834935243,,-0.460616361,-0.413218423,0.196047561,0.644416175,1.196037259,,-0.437173994,
6711986,0.091186437,-0.248587854,-0.111162016,0.565278574,0.422006649,0.638286483,-0.795622467,-0.464399263,-0.006649924,-0.12941729,-0.410934181,0.236045515
6711990,0.733309194,0.500512079,0.49325433,-0.297726501,0.517074566,0.695980818,-0.708785983,0.00486631,-0.345161524,-0.363071859,-0.233831434,0.052221616
6711994,0.369540207,0.231560585,-0.028098168,0.031498518,0.433005284,0.384037269,-0.847021097,-0.183134817,-0.092163667,,,
6712003,0.362194924,0.089653707,0.514743776,-0.08276794,0.71850004,-0.369629665,-0.207329653,0.720520764,0.658781009,-0.324069391,-0.241504455,1.320024963
6712048,0.978170847,-0.295543688,2.197986265,0.584677312,1.400517668,0.490565111,3.247300605,1.869419027,,1.13289221,1.341040331,1.178892195
6712071,0.24595584,0.212786743,0.515434486,0.280546204,0.246584757,0.269490728,-0.210662769,0.371251082,-0.156899167,0.102554714,0.285416066,0.247209316
6712303,0.365741843,-0.04094283,0.554660608,-0.137857926,-0.803093119,0.332185329,-0.206679606,0.406235269,-0.460915774,-0.358650728,-0.528317006,-0.276526694
6712337,-1.835593718,-0.723533975,-1.553985382,-0.92329713,-1.433772286,-0.976027542,-1.701206846,-1.86297035,-1.457381747,-0.096590732,-0.673444122,-1.838343135
6712867,-1.151293958,-0.688459343,-1.464765941,-1.49532603,-1.152108691,-0.794695559,,-1.52909498,-1.430266085,,-1.249807849,
6712868,0.408263265,0.191262697,-0.021925496,-0.250583802,0.361999497,0.663862183,-0.796663454,-0.092306534,-0.288640668,-0.378879724,-0.188313454,-0.114217021
6713019,0.210898971,-0.035560687,-0.134170593,-0.444463211,0.089258747,0.129180433,-1.350302638,-0.47390407,-0.447366643,-0.773244654,-0.419839179,-0.254987248
6713486,0.637436778,0.823107017,0.710780751,0.724726323,-0.077520553,1.08057148,-0.356866917,-0.249991354,-0.780778183,0.843901153,0.294107795,-0.441022662
6713495,0.79654215,1.817956294,-0.898409924,1.697059889,0.608000765,-0.472637292,-0.088533011,-0.541826705,,-0.830525,1.252638413,0.428242269
6714016,0.143174357,-0.542204007,0.251125287,-1.249542653,-0.817384164,-0.877717236,0.571213878,0.08938,-0.936422108,-0.83044704,-0.729760001,-0.921448077
6714021,-0.974765617,,-0.861774261,-0.333880705,-0.531667232,-0.004630302,-0.725173477,-0.720759161,-0.546647678,-0.83180736,-0.258377434,
6714086,-0.675648714,-1.321036788,0.125285292,-0.712116268,-0.744092138,-1.344243938,1.049934708,-0.000559985,-0.312634701,-0.636629916,0.133448098,-0.374666307
6714235,0.338639686,,-1.441499757,0.208294028,0.226796968,-1.358623448,,-0.924662582,,,-1.118950324,-1.34988815
6715131,0.865032247,0.616616933,0.765654386,0.741339795,0.953562258,0.439108903,1.253835663,1.54639428,1.667852777,0.084609658,0.526581982,0.656294119
6715486,,-1.543344612,,,,-1.598134933,-1.891988137,-1.765918533,-1.061568096,-1.87457435,-1.229452197,-1.798827203
6719671,,-1.492241116,-1.256019008,-1.200541525,-1.636824271,-1.498390291,-1.205542342,-1.416891623,-1.480816773,-1.377711561,-1.385200008,-2.135155244
6719672,0.412606769,-0.054325349,1.026755313,0.17118169,0.62013541,0.655454363,0.105782908,0.747639402,-0.110961126,0.324019651,-0.030107398,0.059457568
6719673,-0.694724977,-0.344216256,-0.445876128,,0.223408822,-0.514842231,,0.221937198,0.412336254,-0.351234841,-0.112665601,0.817966224
6719674,0.629871886,0.166749281,-0.287306217,0.253309618,-0.137632694,0.279904797,-0.174404359,-0.644808211,-0.442867483,0.893861979,0.234922011,-0.60054316
6719677,,1.153092976,,0.986725098,,0.320642913,-0.538582787,1.14875641,2.30339217,0.797225437,,1.672086436
6719682,,-0.590176065,,-1.514040784,-1.461098263,-0.987039002,,-1.791798849,-0.971682592,-1.069722137,-1.021474128,-1.191043486
6719683,-0.685443955,-0.73457902,,-0.705346666,-1.491781407,-0.969201051,-1.043180464,-1.222386398,-1.857573304,-0.85966616,-1.048060413,-1.706984606
6719732,0.309960158,0.183839962,0.490995082,-0.105177239,0.742532761,-0.396932639,-0.232821599,0.502009556,0.624939306,0.026600213,0.135777367,1.298836944
6719827,-0.329515392,-0.505822137,-0.2067365,-0.710337479,0.185856619,-0.929122811,-0.875760922,0.091901858,0.259868599,-0.442699683,-0.505704511,1.014846679
6720280,1.254090987,1.451350901,1.444889223,,2.021799122,1.613209578,,0.981900061,0.096841194,0.866559504,0.924116367,1.053348639
6720698,1.009729278,0.627156244,0.675399269,-1.022960161,0.062639253,0.13808732,1.369725468,0.994502429,0.092897672,0.453814049,0.555294354,-0.245619977
6720813,1.851951272,0.680041458,1.871442544,,2.156218179,1.641116697,2.268092183,2.091161296,1.155974207,1.528738026,1.767238212,1.173349851
6721152,,1.251299075,0.856853474,0.425161228,1.564817149,0.298357249,0.013872754,1.292303766,,1.011086297,1.078670099,2.678638737
6722900,-2.316274002,,,,,-1.661539804,-1.857724418,-2.157554678,-1.753104556,-1.508463,-1.485009358,-2.110740629
6722924,,-0.670870355,,,-0.995088923,-1.644219635,,-1.161697207,-0.329774077,-1.284768859,-0.747434893,-0.398051005
6723000,,0.665161965,-0.054713783,,0.50407255,0.535326535,-0.88855137,0.00572857,-0.239276519,-0.446897765,,0.201118923
6723001,-0.84679717,-0.9411697,-0.908555724,1.956523958,-0.558179969,-0.573118933,-0.110289056,0.302037471,0.594473237,0.669308675,-0.796148301,-1.802653157
6723006,0.17076553,-0.199651933,-1.288632759,-0.245791736,0.172301364,-0.068569894,-0.036322334,-1.048938632,0.377243232,-0.65506766,0.292773768,-0.215188667
6723012,-0.250563014,0.257568496,-0.361228751,-0.573231998,-0.594142046,-0.225725945,-1.46637362,-1.323339457,-1.004352152,0.01533962,-0.712976753,-0.916466684
6723022,0.789456016,0.692160851,0.748163305,0.262547402,1.157931086,0.490509681,0.630584499,0.038279477,-0.576771943,0.202953074,0.359819261,-0.027868682
6723065,0.266701503,0.314998234,-0.57102288,0.003531505,0.276759735,0.56949945,0.018793108,-0.402268704,0.559738485,-0.384630395,0.426089913,0.849936891
6723071,,1.106901529,,-1.368801738,0.840173699,0.792854103,4.616877281,1.012654838,,0.549922737,2.961548032,3.83501943
6723072,-1.184169716,-1.464240183,-0.975593281,,-1.141707058,-1.25633307,-0.505756602,-0.773021433,-0.271965117,-0.746630168,-0.484069562,-1.201696512
6723187,1.772281557,0.831743114,0.626289409,0.501634576,0.8647783,1.199162587,1.027297896,0.939975188,1.192955322,0.030998685,0.931267672,1.049403368
6723344,-0.231767904,-0.541332663,-0.222852656,-0.190006871,-0.365950352,-0.089862101,0.415815688,-0.129793133,-0.152474197,0.022999429,-0.212241747,-0.162709351
6723368,-0.466679781,-1.113482629,,-1.069912278,-0.551290911,-0.71207179,-1.083005045,,-0.085731926,-1.365802499,-0.216487692,-1.093530464
6723461,-0.676344768,-0.325557593,-0.452476522,-0.696023213,-0.315116704,-0.232682525,0.221714223,-0.52877546,-0.75417975,-0.362707058,-0.307078496,-1.286206405
6723820,0.88081214,0.768030875,0.642088535,0.532380028,0.834838173,0.711427618,-0.045762318,0.471405387,0.200003057,0.428247873,0.857617156,
6725332,-0.638316696,-0.82787728,,-0.343421829,-0.928839868,0.312122931,0.344916751,-0.405188196,0.495315174,-0.310457027,-0.030049697,0.548320793
6725478,0.998132367,1.360008098,1.146952225,,1.692831625,2.047789321,1.048023596,0.891689946,,1.227410812,,
6725500,1.435868196,2.229460967,1.019023394,0.925281729,1.60225016,2.108735047,-0.778482079,1.533183349,0.693694628,1.836040123,1.856894035,1.446452184
6725553,0.559940946,0.169758639,,,0.149478935,-0.010564661,3.278263709,0.243345623,,-0.232845145,1.907658967,2.135815406
6725621,0.391710924,0.62362464,0.581169867,0.153513104,0.791914455,0.442802335,0.417405964,0.022366512,-0.367588572,0.350480963,0.412150045,0.144720135
6726190,-0.743560018,0.202383407,-0.76793672,-0.282970781,-0.353242256,0.029720426,-1.78172233,-1.251886933,-0.775349937,0.653218271,-0.102788834,-0.919617466
6726278,1.519498164,0.693492076,1.572884831,0.776182469,1.955058702,0.415169607,0.845867178,1.53030462,2.060082488,1.111752132,1.104558217,2.647180929
6728322,-0.376792354,-0.694161333,-0.081500278,-0.325492222,-0.348120983,-0.133167718,-0.034517638,-0.087477686,0.097698674,0.326525332,0.17296583,-0.725949599
6728472,0.070781147,-0.466328738,-0.327617535,-0.625155242,-0.609399211,-0.153403271,-0.310597525,-0.284629315,-0.138619045,-0.977344523,-0.382548854,-0.20958878
6728719,-1.018220993,-1.038128766,-0.913234811,,-0.761351932,-0.340481839,-1.54940343,-0.712374847,-0.842061013,-0.989955627,-0.826715227,-1.30535365
6729232,1.250941999,1.066505957,1.137422891,0.668583322,1.725271719,0.030955867,-0.341291108,1.265984465,1.456735499,0.383071883,0.726635315,2.350330163
6730501,,0.937783438,-0.681483165,-0.581049406,0.872618861,1.082021916,,1.062837419,,0.82521273,3.166951967,4.13109657
6733984,0.568942862,0.583565715,-0.737588478,-0.14826919,0.382435095,0.600351314,0.270539767,-0.551439521,0.643521739,-0.275782184,0.714935255,0.836336321
6735019,,0.011022476,0.075467056,-0.42119932,0.305791735,0.351323849,,0.364152269,-0.064000499,-0.052623946,,-0.115170255
6735580,-0.321453529,-0.682463827,-0.45948962,-1.197400816,-0.587240866,-1.470004575,0.630511258,-0.071628782,-0.444116318,-0.829708921,-0.876430098,-0.497711122
6735591,-0.755473692,-1.430330658,-1.716557959,-1.352542993,-0.437257962,2.15313796,,0.262657748,1.210850071,-1.929091058,-0.913311014,0.053497273
6735693,0.006110395,-0.469134055,-0.658478497,-0.924842548,0.21524694,2.014869418,-0.535142447,-0.089416765,1.91056344,,0.426967147,0.500943702
6736381,1.098020947,-1.190494916,,,-1.188055328,,0.28499132,1.772915758,-0.148287353,,-0.376083554,3.199971278
6736572,-0.473060935,-0.136618464,-0.134389153,,0.010188267,0.002461144,-0.963303491,-1.023808834,,-0.101425643,-0.068790923,-0.633600073
6737653,-0.111393132,0.620017258,-0.553892299,-0.146371756,-0.17330722,0.489587266,-1.197362372,-1.028139446,-0.476663878,0.413907605,-0.258425058,-0.586988121
6738327,0.18185701,0.324974854,,0.117985442,-0.056439488,0.011695838,-0.310226573,,-0.597943896,1.106293785,0.247377892,-0.133237638
6739102,-1.049546628,-0.569276215,-1.333964352,0.05011691,-0.770906843,0.142056329,-0.031720729,-0.583440417,1.265655087,-0.018229585,-0.31523216,-0.230950878
6741891,0.778260117,-0.330837385,0.529532123,-0.198751213,0.992624815,0.987492232,-0.666657104,0.327301172,0.411328772,0.214676865,0.261652465,0.463554355
6741914,-0.615322571,-0.407720259,-0.116902584,-0.760493178,0.091459973,-1.056171652,-0.911098458,-0.341263196,0.242684548,-0.596935826,-0.364549187,0.9571205
6741924,0.790138774,1.447421157,0.094594845,0.159688262,0.724073471,0.623220559,-0.482836932,-0.711511788,0.565422549,1.429525128,0.985671928,-0.01506424
6741976,,0.922556475,0.741238867,0.7879835,1.014135715,-0.331748182,,1.16243243,1.260098144,0.390264703,0.597665843,1.628087937
6744402,-0.104407918,-0.177451359,0.148795191,-0.530396008,0.762970286,-0.061038388,0.063007323,-0.565702042,-0.301524425,-0.169256843,-0.020551494,-0.759080224
6745110,0.088530933,,,-0.178182148,0.644069782,,0.222034067,-0.409744222,-0.59288429,0.368783476,0.350763516,
6748000,-0.885051285,-0.603072222,-0.61049529,-0.807828817,-0.144142252,-0.820592297,-1.03652863,-0.343376899,0.225818008,-0.562388897,-0.565077097,0.461160031
6748003,-0.346854644,-0.33759129,-1.280359189,-0.847116313,-0.460239861,-0.273537611,-0.875760922,-1.26400085,-0.149052042,-1.1199506,-0.113882555,-0.212067271
6748043,0.065957455,-0.263055035,-0.027731395,0.409493803,0.30789722,0.436752567,-0.369664414,-0.539608749,-0.187746847,-0.257740698,-0.424214198,0.334946499
6748357,-0.185849243,,-0.361919823,2.471067375,-0.140211464,-0.255599418,0.344801366,0.907012878,0.976966082,1.291572083,-0.493167949,
6748545,-0.766591971,-0.173180683,-0.192236614,0.36303674,-0.199549384,0.115681115,-0.632705123,-0.782141011,0.069516454,-0.283373109,-0.600337089,-0.122673231
6750803,-0.007422062,-0.705263767,-0.618744951,-0.814524357,-0.744528335,-0.154920402,-0.546244912,-0.733488215,-0.259827888,-1.197367372,-0.512102712,-0.390518338
6750879,1.288853564,,1.464161648,,2.09450926,1.352986564,0.762276438,1.17496465,-0.42061061,-0.020710143,-0.582603222,-0.018153468
6751043,-0.597173931,-0.303772788,-0.395949874,-0.36738715,,-0.155231356,0.239841253,-0.799402707,,-0.38224536,-0.206113686,-0.730501547
6752214,0.030338918,-0.03963312,-0.712882891,-0.023322251,0.464007047,0.444828069,-0.221006387,-0.980354058,0.750464474,-0.941387098,0.397645269,0.805832631
6752521,,0.482739866,-0.88285336,1.025531411,0.72460328,2.056812925,,0.292528752,0.597191969,-0.322912501,0.133165897,0.676407636
6754179,-0.516604083,-0.327678175,-0.778180693,-0.63538837,-0.419856119,-0.550159848,0.074908554,-0.32645601,-1.121969706,-0.45553585,-0.267825262,-1.01959673
6756245,-0.148251369,-0.998266324,-0.751866022,-0.842624861,-0.094677692,0.090720265,-1.586999784,-0.782764905,-0.826477358,-0.928290904,-1.049045767,-0.772582258
6756421,0.780310504,0.806218982,-0.049098656,,0.056853738,,1.065817139,,1.389822497,0.913221105,0.707557526,1.321229491
6761436,-0.228312485,-1.49047038,0.282481529,-0.961331874,0.545597477,-0.606522958,-0.826139613,0.341634801,0.156663875,-0.71124922,-1.262766909,0.513450166
6761484,-1.149848553,-1.248515445,-1.640836687,-1.746262041,-1.315874624,-1.018070032,,-1.757644932,-1.671876161,-1.639770597,-1.428301668,-1.543004305
6761491,-0.183296914,-0.550305646,0.038407595,-0.463205263,0.329998439,-0.718130218,-0.660181381,0.171382598,0.38009112,-0.389474818,-0.545373341,0.82719528
6767614,-0.272886878,-0.374699658,-1.140499433,-0.416219269,0.212281119,,-0.544526921,-1.335505777,0.265690798,-1.255123845,0.156401575,0.360162934
6769206,,1.521026483,2.138731056,1.136245141,2.558988316,0.191315997,0.93638467,1.884213541,2.197278285,0.908436192,1.399215493,
6769231,0.690705824,0.661251553,0.481022566,1.644669184,0.717435733,1.110890828,0.577954682,0.488762326,-0.730494897,1.210838632,0.756879879,-0.62278281
6769274,1.242125197,0.566592427,,-1.434069005,0.53359118,0.892619834,,0.845902056,,0.261818266,,2.777771737
6769760,0.431696173,0.582736385,0.075118288,-0.069822115,0.786724579,-0.567912592,-0.917025101,0.878111472,1.137570633,0.062738463,0.55055212,1.80022537
6770038,,-0.849791815,1.978444611,0.589369689,1.533525119,1.599402608,0.347853577,1.85788385,0.507610885,0.185270717,-0.636344728,0.130401019
6771646,0.119374586,-0.1534482,-0.492111643,-0.596138989,0.172345751,0.246516187,-1.173361932,-0.453338646,-0.123659446,-0.437977421,-0.124399904,-0.065268786
6772179,2.357752863,1.750471893,2.256359073,,2.56188724,1.868043102,3.22552514,3.585735458,4.402390379,5.465617853,2.634181794,1.248194411
6775162,-0.027376741,-0.785838442,-0.560150628,-0.383007828,-0.691022216,0.39064285,,-0.650488595,-1.116644368,1.149282585,-0.610154642,-1.19901425
6775566,-0.603869873,,-0.214625753,-0.877351942,,,-0.960272343,-0.163902684,0.031989622,-0.782654429,-0.744692771,0.790221142
6775698,-0.540909672,-0.218236911,-0.420086681,-0.386465904,-0.31529974,-0.055299374,0.318917815,-0.841034427,-0.126155489,-0.292067871,-0.171493679,-0.673800438
6781855,0.928083648,-0.456585037,0.723343607,1.075947724,1.400856995,2.99810209,0.184900742,1.744235817,2.801144354,0.470994757,1.423415742,2.195869457
6783767,0.846246418,1.174993136,0.029222947,0.131353322,0.518423704,0.587166757,-0.372335215,-0.50115276,0.246763075,1.434405813,0.657547117,0.251018563
6784215,0.545881754,0.138532906,0.923622894,0.508763892,0.588449755,0.228229168,1.138031353,0.619691342,-0.73893205,0.332448211,0.12028532,-0.093338581
6787410,1.335414051,0.760548684,2.161238771,1.033532854,1.646302892,1.833633495,1.170671514,1.856568689,1.066401733,1.10448333,0.916673654,1.113663658
6788396,0.625996836,,-0.226203115,-0.465424107,0.056197363,-0.467455856,-0.577691896,0.43034426,0.062937481,-0.569447472,,0.917864433
6788609,-0.424850909,-0.898771443,-0.399306031,-1.474908481,-0.879713887,-0.367913582,-0.010608104,-0.46467498,0.434783364,-1.529005243,-0.546203906,0.522342318
6788632,-0.288117247,-0.543059945,-0.424655702,2.704577766,0.039781773,0.07407369,0.81149903,1.022604585,1.39015732,1.650459996,-0.136531113,-1.556106683
6796687,0.933370545,0.440295536,2.093975947,1.055853322,,0.370232529,3.131406435,1.725759062,1.648910747,1.49760471,1.757975038,1.278447123
6804417,0.20482296,-0.025429355,0.33470013,-1.042260923,-0.46851919,-0.447097737,0.616549456,0.408566104,-0.265712519,-0.10554553,-0.250889449,-0.497635446
6815596,-0.330774462,-0.317493803,-0.602544131,-0.465011245,-0.250801921,-0.420834412,0.049237285,-0.328872582,-0.954947037,-0.256828342,-0.101942281,-0.694404772
6832742,-0.470909207,0.408087774,,-0.284688563,1.313060609,-0.400867755,-1.36573155,-1.504516101,0.513458176,0.00945908,-0.237490979,-0.547196107
6839543,1.303486324,3.324015123,1.884097146,,1.144169154,,1.731394729,0.794584833,-0.515691045,2.899797217,1.395546697,3.329338836
6853895,-0.685072604,-0.188322578,-0.839427599,0.569157587,-0.38004167,0.820549479,0.436191418,-0.127908735,2.508397109,0.737450664,0.205987722,0.392433461
6859671,0.523129447,0.47977537,1.485277368,0.87743934,0.863001573,0.276131178,1.341214587,1.053016864,-0.67028888,0.795703536,0.541579263,0.045704047
6860047,-1.611196092,-1.056379627,-1.806465383,-1.260907643,-1.55575381,-1.604222162,-1.272207493,-1.263533279,-0.371438657,-1.140176558,-0.658892751,-1.616239151
6861685,-0.013369479,0.060515723,0.236069629,-0.266252686,0.709922146,-0.570270982,-0.412045574,0.219579318,0.58530522,-0.129600657,0.01657036,1.65993555
6866189,,-0.61173654,-0.405870024,,0.0964084,-0.13284892,-0.167748798,,0.84092777,-0.550082071,0.123712541,-0.450449893
6880220,,-0.760794104,-1.076334565,-0.666790692,-0.674203327,-0.690953292,-1.323321523,-2.061198147,,-1.297371156,-1.168730764,-1.246672389
6880365,0.465158642,-0.062899582,-1.090217588,,0.179254727,-0.07828785,0.139496594,-1.052819937,0.465913815,-0.643594791,0.348652058,-0.054625903
6882354,,,0.548937579,-0.386413919,0.581857047,-0.401247862,-0.502052205,0.893120149,0.358705532,-0.686055493,,0.57741612
6892974,-0.278548241,0.054146072,-0.080936234,-0.427270032,0.257379362,-0.074877832,-0.13919229,-0.661178088,-0.950722974,-0.09937701,-0.418377794,-0.447312159
6901626,0.970935541,0.472808154,1.3001922,-0.478778281,0.100471595,0.140395457,1.470031584,1.47850198,0.039325489,0.396669818,0.585727106,-0.31064716
6901721,1.2096139,1.467800155,0.81784429,1.229069741,1.20578082,1.273516342,0.12291174,0.913480066,0.62156136,1.065439581,1.356612568,1.159143877
6901815,1.983323185,1.971544139,1.68144412,1.488391256,2.033047715,2.274671645,0.99283863,1.494526664,1.475155016,1.520180311,1.475665483,1.622133547
6902456,-0.267748835,0.384537955,0.485811007,-0.670158429,0.260811539,-0.646244433,0.079874092,-0.331728807,-1.870671988,0.226590055,-0.286076802,-0.697708237
6905229,-0.616788613,-0.667217558,,-0.980793221,-0.701237657,-0.508384368,-1.087329476,-1.912374753,-0.026002824,-1.237015085,-0.109515464,-1.005735601
6915905,0.62607983,-0.021036962,-0.26289114,0.425115762,-0.315170582,0.278637471,-0.72778251,-0.239335185,-0.756643739,0.353364565,-0.073484174,-0.376402227
6915944,0.218173655,0.226868946,-0.532922785,-0.209754664,,0.198507524,-0.148929524,-0.581641305,0.256457416,,0.0873117,0.207060966
6936679,0.039889074,-0.251211879,-0.121209336,1.249963249,-0.374792119,-0.064806716,-0.002954454,0.319941434,-0.501142851,1.403204097,0.008860821,-1.289055939
6936725,,-0.324827283,,-0.603504079,-0.204163619,0.843359741,,-0.869924385,-0.225437723,-0.966708815,-0.623733373,-0.03254427
6936883,1.593135927,1.43756673,1.810182365,1.028818245,2.212112856,0.433502715,0.46453899,1.868628483,2.044080073,0.892331756,1.312233322,3.564709732
6937730,,-1.534285664,-1.364568578,-1.031831627,-1.177778244,-1.033779374,,,-1.664358719,-1.554953567,,-0.768583495
6939094,-0.732056304,-0.518464006,-1.129738623,,-0.570599546,-0.744986232,-0.27790671,-0.494727444,-1.176688017,-0.689944211,-0.413010352,-1.07231691
6942053,,-0.458847246,-0.984350255,0.097826306,0.020848948,1.044791543,-1.790259111,-0.644193464,0.273942562,-0.645691231,-0.531645712,0.57281434
6942057,0.670269327,0.706572353,0.180874526,,0.353311735,,-0.35450981,-0.30756231,0.016175115,1.027661877,0.442019388,0.296711592
6942069,-1.248177517,-0.183848464,-0.815084911,,-0.824622598,-0.862652064,-0.510510495,-0.987043677,-1.210345012,-0.733047161,-0.74658779,-1.827201594
6944370,-0.257575366,-0.389363223,-0.036413538,-0.438925699,,-0.820157055,-0.648971514,0.087065815,0.248408892,-0.45822242,-0.494841052,0.875017333
6944920,-0.320810843,-0.664544706,-1.039865436,-0.456959934,-0.255247896,0.180167826,-0.802538586,-0.853253424,0.035713807,-0.875896486,-0.308929223,-0.13948084
6948890,0.011684826,0.055372324,-0.137262754,-0.140156096,-0.323242041,-0.076359852,0.288721726,0.781846419,0.59428598,0.210614386,-0.129028625,0.013440201
6951213,-0.490689411,-0.45917163,-0.59299893,-0.492572762,-0.757476984,-0.47476325,-0.206722933,0.315374751,0.354075226,0.095742555,-0.253093348,-0.31959135
6952818,-0.243745077,-0.280657575,-0.436851807,-0.332435834,-0.595917537,-0.643546079,-0.014311985,0.675718316,0.595525587,0.20871888,-0.217226542,0.054713321
6959138,-0.221910489,-0.1678741,-0.441662188,-0.38729999,-0.58728286,-0.431093203,0.02007761,0.534463285,0.717866555,0.20756363,-0.063408793,-0.118749381
6959173,-0.284594123,-0.425717582,-0.606902627,-0.44395243,-0.617260225,-0.393995857,-0.261542386,0.346878971,0.209691525,-0.135191837,-0.339099036,-0.325346303
6959327,0.442843359,0.586710746,0.21727369,0.610033318,0.247995184,0.500475337,0.681122144,1.279457385,1.186256347,0.827259875,0.564330235,0.503889004
6960935,-0.484677558,-0.531825293,-0.740031683,-0.622571524,-0.806336159,-0.472365062,-0.201733477,0.388209494,0.335671153,0.209839759,-0.36837224,-0.357009729
6964632,-0.240605817,-0.239046403,-0.331113711,-0.381110967,-0.41272772,-0.280638719,-0.079509763,0.604881275,,0.413143795,-0.144095528,-0.092836757
