Mass_Tag_ID,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_
6964742,,,1.616256921,0.893099554,-0.494754728,0.212294484,0.146837755,0.6027726,1.212084075,-1.193823456,1.923135974,-1.101318765
6967192,,-0.181341249,-0.977555495,-0.409032607,-0.886630295,,-0.075893995,0.189883664,-0.096162996,0.260152558,-0.579465852,0.07831278
6967223,,-0.612816376,,-0.622488255,-0.55343967,-0.729960472,-0.89971534,-0.373339786,0.084621704,-0.318110931,-0.859921452,-0.587761217
6967242,,-0.861931418,,-1.128046158,,-1.192481212,,-0.744945243,-0.476394339,-1.057814028,-1.075277991,-1.105572135
6967266,0.117819815,0.297519862,-0.043980613,0.227211885,0.213711512,-0.02873036,0.330175025,1.569814669,0.338776928,0.805240467,-0.149993046,0.682874726
6967327,0.653487773,,,0.401209812,0.233665843,0.189276385,1.324026359,1.949238363,1.08960282,1.502498822,0.280450525,1.677782003
6967377,0.874315803,0.340093742,0.787583116,0.741522484,0.841538778,1.214652988,1.094167586,1.883967705,2.065282518,1.552531339,1.183229948,0.918892275
6967423,3.362749807,3.228922166,3.369553559,,3.160242157,3.482066132,4.191029656,4.881842779,4.449627508,4.421914543,3.722763468,3.796767411
6968243,-0.683442596,-0.705523694,-1.316287558,-1.007130268,-1.252688384,-1.22714006,-0.606848607,0.025414625,-0.47202754,-0.530855804,-1.048514374,-0.744763032
6971097,,-1.147010405,-1.459913712,-1.253561236,-1.325601756,-1.237678882,-0.940338925,-0.405742792,-0.522717366,-0.639991605,-1.028017235,-1.222390833
6971858,-0.886263133,-0.575937434,-1.14948907,-0.830608062,-0.792314101,-0.638128804,-0.605150907,-0.078936509,0.085561477,-0.253971717,-0.932939688,-0.689922858
6985055,-0.638506879,-0.782388311,-0.12575065,-0.822505818,-0.358362915,0.611170892,-0.068335205,-0.39919733,0.98846911,-0.494141087,1.16598957,-1.50551189
7034609,,-0.363780872,-0.222341507,,0.050999488,0.104976143,-0.378068674,0.2201727,0.509734968,0.081448328,-0.333791454,-0.257983652
7039404,-1.118906284,-0.554871699,-1.204171088,0.230309695,-0.673396014,0.267742133,0.118061142,-0.325933486,2.048080567,0.07408681,-0.222762779,0.610153672
7040439,0.631158492,0.930396707,1.576070882,-0.058522977,0.388420968,-0.531844176,,1.021216948,,0.532509721,,
7210123,-0.040507457,0.0038129,-0.413857088,,-0.193359381,-0.193840164,0.037180504,0.580671499,0.333942552,0.201324948,-0.46474335,-0.060882683
7215335,0.447961211,0.255398926,0.048463832,,0.397072524,0.771205309,0.069932789,0.339197214,0.574697695,-0.374311345,0.164745857,-0.069408291
7222318,-0.77129824,-0.924919609,-1.176124851,,-1.006159495,-0.848954452,-0.717195364,-0.172346792,-0.440756749,-0.589961106,-0.838825176,-1.084929755
7274874,-1.187241498,-1.375096866,-0.259349163,-0.667849216,-1.254080729,-0.278055925,0.052284274,-0.866321366,0.084957408,-0.85299396,-0.78915811,0.065067757
7316057,1.668395831,1.47428259,1.114982706,1.227581474,1.508744287,1.852031824,0.697633313,1.281690167,1.191885904,1.17142045,1.373285239,1.390427625
7316062,-0.562869663,-0.952097617,-0.071521889,-0.389369606,-1.274231825,-1.32411373,-0.034362594,-0.63206958,-1.589087807,-0.20216106,-0.799184506,-1.231040342
7316095,3.343669268,5.538555105,3.663398308,3.916655467,3.880217943,4.789996955,2.318116117,2.887787909,3.686634716,,4.146665178,3.490398694
7316104,-0.249510864,-0.018998597,0.914659892,,-0.201283702,-1.336451027,1.779304481,0.656195144,-0.130003918,-0.105284745,-1.055565916,-0.135785853
7316110,,-1.170643682,,1.398678026,,-0.840794045,-0.745267247,-0.173203255,0.331919845,0.28441132,-0.929464543,-2.119445312
7316631,1.506622859,0.888088026,-0.270072211,-0.537843229,1.190571416,1.544038034,,0.63806769,,0.181501991,,
7322564,,0.354046217,0.207207153,0.293782025,0.874963867,-0.121269338,,0.681734628,1.122316145,0.455066527,0.700624795,1.724142562
7322577,0.183162696,-0.183994792,-0.059177748,-0.147430276,,-0.160467031,-0.630783576,-1.054656118,,-1.221747785,,-0.856714565
7322630,-0.602368079,-1.062232063,-1.316538769,,-0.951463525,-0.827439921,,-0.081033748,-0.777635104,-1.136560423,-1.131847339,-0.772311667
7325063,1.160905553,0.316261486,-0.49798701,1.147737931,1.127301521,-0.705380026,-0.57044396,-0.371912821,,,-0.429731625,-0.458394582
7327332,-0.709601732,-1.032472199,-0.575379367,-1.107824961,-0.25631409,-1.499519602,-1.197051351,-0.499815015,-0.099528195,-0.924764228,-0.906202689,0.465894085
7328777,1.826834407,1.263443413,0.510129227,,-1.051387582,-0.612796862,0.275722165,-0.462395315,-1.954200238,1.53777074,1.408148236,0.530632627
7328778,0.335658023,0.744396338,-0.280567464,0.143168793,-1.501755408,-1.46202465,-1.233778301,-1.15984482,,0.188277267,0.530775162,-1.094951953
7328781,1.382795327,1.230295519,1.235511,0.940148639,-0.817176785,-0.964741676,0.047161744,-0.11607264,-1.808156724,0.883074925,0.828559838,-0.22489561
7328784,-0.728035202,0.020065377,,-0.374608047,,-0.548236106,,,0.236171897,-0.221230624,-0.473056979,-0.51553791
7328786,0.019132445,0.590732301,-0.066658811,-0.027778226,-1.474219885,-1.348690472,-1.000941326,-0.750054092,,0.295418946,0.463985661,
7328787,1.199638848,1.070558846,1.050086916,0.732838273,-0.904016857,-0.893827233,0.073971152,-0.263359125,-2.092722996,0.810073648,0.718583874,-0.28771334
7328789,2.873643452,1.283559893,3.179920335,,0.602908976,0.464862006,0.956399401,1.173758458,-0.946414379,2.45695354,1.802797686,0.862811953
7328791,1.439780771,0.530701131,0.480023596,0.57124206,-1.399421483,0.421622075,-0.345110479,-0.219920038,-0.013752428,0.464865378,1.294090519,0.452304054
7328798,,0.706119314,0.089055215,,-1.319394835,-1.402729532,-0.451680297,-0.733932453,,0.465336943,0.393592701,-0.710939773
7328799,0.576249903,0.351503162,0.332201869,0.53205333,-1.33289499,-1.349770182,-0.668172161,-0.73318552,,0.448312904,0.434851453,-0.755298214
7328864,1.696761169,1.28515303,1.697032903,1.190124895,-0.089341773,,0.45065683,0.132578473,,1.211711526,1.171777717,0.227099275
7328884,-0.594229476,-0.569093037,-0.716389846,-0.893806913,,,-1.468449985,,,-0.72436767,-0.810433814,-1.851624656
7328926,0.473238789,0.789252096,0.149524185,0.125055415,-1.443566284,-1.265792724,-0.803582463,-0.849836249,-2.350593482,0.200674349,0.3048107,-0.932451242
7328948,1.759789671,1.781062522,1.698418417,1.33798384,-0.112863556,-0.011619619,0.802627907,0.542644351,-1.040145431,1.651615732,1.570007129,0.528286639
7329004,0.847013434,0.758517794,0.72698817,0.480874224,-1.465625464,-1.406316054,-0.342678801,-0.617074667,-2.645955906,0.655334485,0.5456218,-0.607389607
7329012,2.80991677,2.201694945,2.804169178,2.314799106,0.36312998,0.451388987,1.636467127,1.281054003,-1.151588955,2.61591428,2.103367679,1.09525439
7329036,1.736070526,1.585032305,1.313425288,1.261770776,-0.488860989,2.072346329,0.312577537,0.186268602,-1.573041092,1.52165092,4.981364978,0.142806525
7329130,1.206249163,1.138290823,1.084095083,,-1.043469905,-1.003646482,0.052472307,-0.250962788,-2.13525353,0.865947661,0.826947681,-0.203641531
7329368,,-1.126324724,,-1.154764341,,-0.565933247,,-1.842058429,-0.255287625,-1.132334179,-0.433731615,-0.827958325
7329426,0.72014273,0.500212229,0.449590793,0.405781078,-1.15359704,-1.152350822,-0.362450359,-0.472665516,-2.125232386,0.19869882,0.289574626,-0.631476619
7330238,1.493631614,1.539146746,1.135979785,1.131419401,-0.198824834,-0.270770507,0.276538266,0.142972086,,1.267672773,1.263115101,0.096869057
7331177,0.627147433,0.86620837,0.4565266,0.376155581,-1.421543737,-1.204467655,-0.462359981,-0.607527814,-2.368039877,0.673879975,0.594587712,-0.708732561
7331714,1.265243567,1.031865149,1.182297567,0.894749184,-0.846408671,-0.847443642,0.078513311,-0.192630424,-2.109457622,1.138684452,0.952087855,-0.182458125
7331996,1.848077017,1.751588521,1.70265244,1.545018636,-0.073802845,-0.168476245,0.734185156,0.56525458,-0.818981869,1.980491134,2.127899644,0.743381579
7332470,1.749726874,1.752597153,1.595747555,1.305835593,1.902067252,2.237589027,0.586464683,1.465130456,1.176132052,1.258874536,1.702892201,1.303958431
7334566,0.885656768,0.750522519,0.70081804,0.21512375,-1.632461829,-1.421308034,-0.275645725,-0.591303504,-2.853015939,0.587908454,0.585767326,-0.62725562
7334738,1.178258803,0.894482232,1.035435496,0.654830284,-1.12172142,-1.034524318,-0.068491403,-0.379485581,-2.275012912,0.991875209,0.764384563,-0.466378326
7334928,1.315530145,1.149822969,0.978198859,0.861179986,-0.682122004,-0.466487889,-0.003810278,-0.01218635,-1.769615317,1.026006404,1.167307124,-0.209086157
7334929,1.883697714,0.824326025,1.658214244,1.262538783,-0.221618081,-0.269340612,0.858173796,0.536102863,-1.542644336,1.728206191,1.556035315,0.645896407
7334974,0.418202206,0.271049628,-0.909800554,-0.210483367,,-1.680400977,-0.81763823,-1.666982022,,0.611469881,0.67594496,-0.550756179
7337079,1.387859401,0.89667059,-0.041489929,,-1.296972743,,-0.143714151,-0.896892881,-2.327031403,0.722747757,1.014653827,0.254741912
7338888,1.130794335,1.324889391,0.786375508,1.072922425,-1.11586859,-0.88566772,-0.242593519,-0.375517557,-2.291968777,1.192101723,1.094277415,-0.253488538
7339743,-0.013171539,0.168418709,-0.282688679,-0.029154066,0.21463474,,,0.125663557,0.882114204,-0.135618141,0.4470938,0.644469977
7341928,0.746781576,0.452464298,0.241597734,0.502493842,0.910504839,1.161554217,0.159656839,0.007436351,0.754465485,0.483402207,1.464270084,0.70167697
7345888,-0.604590801,-0.268234795,-0.944217166,-0.774642923,,,-1.834689229,-1.890315057,,-0.530861393,-0.442077307,-1.88635946
7345991,-0.554735352,-0.751926577,-0.951148857,-1.063275326,-0.588901664,-0.517908748,-1.70720923,-1.022011473,-0.840119525,-1.086778895,-0.782897535,-0.793949531
7346848,1.768668338,1.716551898,1.49686281,1.063850129,-0.551724289,-0.709046236,0.652604746,0.123517883,-1.692678096,1.542293868,1.841129205,0.279862962
7347111,-0.88503941,-0.578299246,-1.32953205,-0.900244069,-0.991767574,-1.064132811,-0.537156809,-0.742155947,0.239705202,-0.78060851,-0.193147791,-1.094153306
7347112,,0.176696886,,,0.123284932,0.400704784,2.93316084,0.097796065,3.181332832,-0.22198538,1.626460749,2.133609313
7347118,0.779883619,0.818965297,,0.639212661,1.801490037,0.382504459,,1.476383983,1.683537053,0.844534623,,2.842812498
7347332,0.441297945,0.242768432,,,-0.036349578,0.153899548,3.243901139,0.19569166,3.313871951,-0.483797339,1.467477254,2.296416548
7350408,-0.315229524,-0.84199696,-0.67020324,-0.631183906,,0.270065656,0.159627565,-0.655631962,0.460317029,-0.493160717,0.08058913,0.242657319
7352375,-1.60826702,-0.730445722,-1.53856934,-0.419357973,-1.656794106,-0.826403425,-1.966755188,-1.731481279,-2.1890737,-0.472396168,-0.704844083,-2.438811244
7357964,-0.209897483,-0.332949999,-0.34907098,-0.576169829,,,-1.328832676,-1.540626586,,-0.527900506,-0.478516973,-1.650510458
7358587,0.647842352,0.194011303,0.047543901,-0.007793855,0.703590144,0.318601461,0.639509337,0.559086305,0.327306174,0.122281524,0.815599451,0.646524259
7375359,-0.579058625,0.028878862,-0.494834123,0.18416993,-0.180071463,0.013818007,0.27472942,-0.634946238,0.471324326,0.474430798,0.172898615,-0.630467689
7393735,-0.005206759,-0.480702384,,0.048142768,2.017724037,1.076049062,1.117874212,-0.084198151,1.397505045,-0.011399419,0.561572588,-1.197207904
7393790,0.925177701,0.977503909,0.487505815,0.593340604,0.461156619,0.937955045,-0.301173147,-0.182097715,0.140433465,1.203148425,0.565515307,0.038337139
7393881,-0.848761684,-0.766222234,-0.843877085,-0.868675725,-0.757474497,0.297379846,0.236091923,-0.744795946,1.077787503,-0.267578928,1.416895185,-1.539423473
7394350,-0.224834558,0.031277256,-0.828093632,,-0.273717755,,2.511698904,-0.788291012,1.235497695,0.257701076,0.036150679,-0.628394865
7395566,-0.743888432,-1.124098639,-0.448872564,0.094485329,-0.901005606,-0.442012896,-0.417499326,-0.59718864,-1.924613056,0.127325133,-0.793407813,-2.380223948
7396087,0.174149125,0.681711392,0.570236777,1.018696531,0.682258167,0.551013055,1.483881858,-0.063223199,,1.642552388,1.154973667,0.10695068
7396120,,0.518462135,-0.124083475,0.901198595,,0.189270105,,-0.147828091,-0.427983499,0.594310985,0.560368594,
7400324,-0.302472854,0.228317129,-0.616098775,-0.464343887,-0.414610936,0.205775142,-1.435627365,-1.303278092,-0.54544291,0.47088126,-0.291824451,-0.820211121
7402539,0.404653699,-0.592971428,0.315692282,-0.169799355,0.559248919,0.657257902,-0.795010843,-0.354807279,-0.598539939,-0.016626941,-0.821136033,-0.752535819
7403383,,1.663545274,5.089698083,,3.107150198,3.500812909,2.259613055,4.402585663,2.376340617,2.505475662,1.741640616,2.44281943
7412017,-0.567948697,-0.119230624,-0.758452238,0.897662886,-0.122094415,0.859305196,0.794070031,0.04612806,2.951072616,0.426971884,0.140217233,0.477173408
7424868,-1.13376876,-0.646302301,,0.034048758,,,-0.085970111,-0.716041303,1.16827704,-0.128975894,-0.528463345,-0.319572027
7425535,-0.147428512,1.479910405,0.523295316,0.611333439,1.794080809,1.744138118,-0.247335487,-0.341393801,0.005985531,1.526968616,0.675417519,0.251733992
7425556,1.521619016,1.218685143,1.601904547,1.742161712,1.637206345,1.196977261,1.405497898,1.781457747,1.461034932,1.341924175,2.18847282,2.218690213
7425663,-0.286657548,-0.1604724,,,-0.221688414,0.008058897,-0.458949987,0.044575325,-0.571076524,,-0.561280003,-0.537871538
7426899,-0.33923849,0.228881327,-0.524221632,-0.343960813,-0.27560773,0.151928765,-1.31935984,-1.121304222,-0.517843926,0.687150482,-0.308335905,-0.581001726
7427777,-0.242664294,0.090587464,-0.383698427,-0.424412932,-0.397666503,0.19248324,-0.967797047,-1.267734622,-0.591760234,0.637272217,-0.458327212,-0.999247449
7437037,1.789990021,1.44833602,3.251892567,1.938953043,2.207427277,,1.716624274,2.746729151,1.48683752,1.630465437,,1.514880433
7437356,,-1.31966692,-1.422711231,-0.582025399,,-1.264587945,-1.768557162,-1.797671638,,-0.708665493,-1.369611233,
7466712,-0.817187081,-0.013663067,,-0.57055998,1.074765277,-0.570830893,-1.685874718,-1.885891567,-0.069060668,-0.334872966,-0.628159134,-0.87310945
7466716,1.121428545,1.208205018,0.279253029,0.416869264,0.286614295,,-0.514084494,-0.261042125,-0.320341256,,-0.138132975,-0.410240763
7469737,1.572035915,1.584740044,1.383093739,1.27183248,-0.712393456,-0.545123322,0.395673259,0.260510041,-1.822496029,1.56245484,1.459984293,0.120721331
7485072,0.079909981,-0.182520196,-0.019850905,-0.828103697,-0.116209779,-0.085273451,-0.988599137,-0.597962813,-0.691252059,-0.403581035,-0.613711276,-0.460277814
7500622,-0.101150379,0.472489433,-0.688326205,0.480150242,0.263890102,0.776243796,-0.850475961,-0.083093595,-0.321000374,0.443043711,-0.209730242,0.310367246
7509424,-0.001809686,0.266627775,0.082930967,0.115670494,0.13983618,0.095246601,0.354717423,0.05925988,-0.394888259,0.079128619,0.20596434,-0.174633177
7560638,-0.695690651,-0.289672806,,-0.566787394,1.060322328,-0.812344808,-1.637565435,-1.697368053,-0.047795018,-0.641531565,-0.805588148,-0.969038436
7562388,-1.110801058,-0.036723765,-3.111633687,-0.643292495,0.895220647,-0.860063276,-1.745994218,,-0.029854722,-0.348158977,-0.74218355,-0.941940958
7563580,-1.139929637,-0.15366441,,-0.832496985,0.841409969,-0.903467296,-1.772890555,-1.707062934,-0.133848997,-0.579813867,-0.802356258,-1.021549515
7565761,-1.246849216,-0.274319403,,-0.939756681,0.75879703,-1.047493239,-2.120673672,-2.243012371,-0.155313496,-0.545010604,-0.872709613,-1.140557047
7583090,-0.829747264,-1.159813587,-1.516093914,,-0.892642895,-0.305817539,-1.396917968,-1.050500973,0.189498161,-1.115691632,1.830880118,-1.671937687
7590965,-0.597013435,-0.825751113,-0.583445212,-0.287132225,-0.75487794,,,-0.588966109,,0.002678277,,0.768044429
7607281,1.64908946,1.705489324,1.047200867,0.571968259,1.197256576,0.578454139,1.903437195,,1.516590734,1.578133175,1.252987643,
7618839,0.826906457,0.612686406,0.817362726,0.316949264,1.386687451,-0.314669432,-0.09588151,1.378446824,1.138416618,0.427817556,0.585600449,1.900507842
7619723,0.375529163,0.171190322,0.605915603,0.046700429,0.776496328,-0.367115412,-0.174560173,0.617921045,0.796896658,0.08899385,0.154593537,1.35662367
7650828,0.174236035,,-0.456239748,-0.293883467,-0.425092789,-0.317786271,-0.044513985,0.661646545,-0.027224112,0.262737455,-0.427949151,0.227355682
7694486,1.357800848,1.363306669,1.842693198,,2.130231372,,1.161493415,1.992517343,2.593435734,1.283668445,1.617359476,3.238663389
7770197,,-0.060539354,-1.180772414,-0.598143486,,-1.348015873,-1.159985373,,-0.095662753,-0.399447424,-0.935686046,-0.83702764
7774024,-0.575547027,-0.643477454,-1.240614303,-0.442135833,,-0.425546206,-0.211682019,0.257084936,-0.23379894,-0.308905855,-0.935553394,-0.192455951
7779601,-0.060346553,,-0.750837515,-0.490168794,,-0.487675573,-0.21718465,0.469230053,0.471889179,0.015232451,-0.237543975,
7781828,0.108755537,-0.010704224,0.934668618,0.313058102,0.860380992,0.87787523,0.792517929,0.554223462,0.659196817,0.453872415,0.689697098,0.597226538
7785529,-0.266589974,0.38915873,-0.19569652,-0.367586218,0.190602998,-0.787907023,0.210632847,0.991830509,0.314648535,0.351559634,-0.061748328,0.155602497
7788443,-1.544321454,,,-1.55003775,,-1.892462777,-2.008740228,-1.351671167,-0.981763729,-0.980676533,-1.519179,-1.348471076
7789274,0.584900875,0.269794105,-0.32575432,0.090312019,-0.304987162,-0.217628237,-0.012300057,0.743732756,1.266518885,0.517299455,-0.042589344,0.176399062
7793148,,-0.793795442,,-1.07150609,,-1.352331453,-1.04637751,-0.38243062,-0.783863219,-0.379916275,-1.125579162,-0.768753948
7814744,0.66345677,,-0.031941183,1.283855781,,2.106629059,0.471468294,,2.354041636,0.680411817,1.449109359,
7816358,-0.471720466,-0.726721887,-0.629032996,-0.66159273,,-0.562236416,-0.363169868,0.173539554,0.316744291,0.010000836,-1.150050049,-0.337509356
7816475,-1.028540473,-0.813100687,-1.204845229,-0.810077299,,-0.878778108,-1.031385266,-0.162167084,,-0.407560613,,-0.767530788
7821035,-0.285285522,,,,,-1.306061857,-0.269531991,0.321433296,-0.504311967,-0.715727378,-0.657530737,-0.055956311
7849685,-0.284353289,0.228960003,-0.799935263,-0.099596312,,-0.281280789,-0.507120882,0.216343663,0.215369451,0.147033988,-0.179779401,-0.1091609
7864089,0.162208458,0.011273703,-0.71221935,0.01708296,,,0.108070296,0.961980035,0.351969049,0.365342306,-0.433684777,0.26219268
7867870,-0.334645449,-0.207615159,-0.834518896,-0.597890665,-0.427433348,-0.668483722,-0.381139541,0.453868368,0.274101038,0.640157564,-0.65948498,0.180429102
7969693,1.770632511,0.023055333,0.844012746,-0.318403334,,,2.000783666,0.880577241,-0.353472332,0.942198723,0.178778873,-1.011871127
8090838,-0.555803101,,,-1.264155466,,-0.748016027,-1.340909113,-1.166782854,-1.068673369,0.007637648,0.045866338,-1.234189095
8092063,-0.923462926,-0.852597017,,,,-1.569072183,,-0.557780169,-1.191314938,-1.159727621,-0.245737737,-0.27072
8093774,0.219854544,-0.26641215,-0.48243195,0.280301282,0.840499891,0.757148107,-0.105606049,-0.606541132,0.663375429,-0.643226214,0.241226959,0.657670406
8095479,0.150785143,0.099006513,0.583224817,-0.010691624,0.823453459,-0.441956477,-0.226156557,0.702998608,0.900387098,0.052053533,0.043797121,1.367155958
8096988,-0.544748201,-0.966229095,0.140153108,-0.139621515,-0.842718172,0.227444062,0.316854154,-0.406191346,0.400179163,-0.195296077,-0.102255199,0.506934756
8097108,-0.385164079,-0.365910094,-0.304195138,-0.697632204,0.261265764,-1.031137048,-0.6831264,-0.13775072,0.395596697,-0.35049814,-0.415017593,1.263297109
8101335,0.742659079,0.888169089,0.749373368,0.496319349,1.281439453,-0.215036035,-0.022529333,1.13938472,1.110648477,0.569925133,0.65219444,2.009754452
8101410,,-0.411569109,-0.32539316,0.104767718,0.636646754,0.710610494,-0.040657106,-0.255840163,0.475156899,-0.425874283,-0.3036758,0.308010149
8103505,,-0.636806321,-1.471431549,-1.311084629,-1.136726684,-1.277847556,-2.094922741,-1.342363226,-1.346130208,-1.277292489,-1.273792394,-0.948702245
8113298,,,1.628712694,0.760828793,1.960146072,0.101822101,0.214743165,1.472046429,1.173743135,-0.052039658,-0.099021765,1.717022677
8177622,1.893515384,2.232026383,1.595163413,,2.211992838,2.639775129,0.670348725,1.712377898,1.992178496,1.887413162,2.045536297,2.27655283
8220194,,0.341872943,0.686031393,-0.200896197,0.296067742,0.10199291,1.011695215,0.825105279,,1.558828564,0.216562076,-0.710368652
8222659,,-0.738853139,-0.611602357,,,-1.384727501,0.625747791,-0.08181881,-0.149777912,1.19878539,-0.690927577,-0.311029811
8227311,0.1881805,-0.014854134,-0.095234754,-0.44133211,0.471557429,0.248383685,-1.058779649,-0.297926568,-0.435775219,-0.51480687,-0.148456261,-0.126050059
8417358,0.339982793,0.097473584,0.286570226,0.607053627,-0.411112974,0.236723012,1.673022667,0.466676653,0.405493602,0.904930548,-0.768064748,0.248249564
8466921,0.082909272,0.402768606,-0.226891006,-0.131232678,,,-1.221562659,-1.328191763,,0.082228044,,-1.092102757
8487944,,0.613771407,,,,-0.256942164,0.656193484,0.538528512,0.300870236,0.729912902,-0.038247866,-0.260541061
8501889,1.585977612,1.915036447,-0.477523852,1.264459591,0.564040718,-0.703883857,0.748941409,0.129178289,-0.287544931,-0.085961541,0.736835335,0.401526511
8506619,-0.608722917,-0.567197693,-0.621963595,-0.492154296,-0.606605415,0.313048901,-0.49992866,-0.594659106,0.988778348,-0.391009268,0.39575757,-0.025147902
8507484,4.837858835,4.099315001,4.6015522,,5.200153574,1.338423385,3.372279692,5.397357947,,3.863218353,5.376932419,
8520753,-0.604439254,-0.141333579,-0.428011531,0.553091843,-0.095351769,0.694315225,-0.354923304,-0.309111469,1.538887837,0.101909667,-0.442223878,-0.134769427
8539514,-0.674922197,-0.555760458,-0.655631373,-0.473302068,-0.594668466,0.42274281,-0.115491044,-0.686211446,0.87087298,-0.097569939,0.293577685,0.596859602
8539549,-0.305215391,0.067503283,-0.006136536,1.095757896,0.368613051,1.024109078,0.054890034,0.190231733,2.77418501,-0.129554108,-0.407860446,0.230572161
8555805,-0.086364163,-0.201010669,-0.379570133,-0.488400243,0.488605579,-0.94320222,-0.660403407,0.132734032,0.502929969,-0.052130562,-0.139892268,1.076965088
8559931,0.815751743,0.161602524,-0.193644959,-0.096091109,,-0.310036944,0.010578762,-0.303659758,0.319163535,0.75312148,-0.063984634,-0.529880552
8559939,-0.138137218,-0.589609176,-0.20376609,-0.815249141,0.036160807,-0.79204227,-1.173845481,-0.200800124,0.264451699,-0.64657103,-0.134911285,0.634388504
8559989,1.018860343,1.011060473,1.01347073,0.640377568,-1.147724544,-1.102121941,-0.033658285,-0.309445789,-2.273381895,0.888313101,0.832195045,-0.351703248
8573670,0.234038292,0.301926778,-0.387491688,,0.286859105,1.455907561,3.01002367,0.321079831,,1.117488267,0.555393987,1.22535256
8590111,-1.07346924,-1.040010658,-1.229759065,,,-1.038878487,,,-1.606931233,-0.623415874,-1.308582428,-1.451309489
8590400,1.34E-10,-0.261928361,0.467616064,0.287048273,-0.612760724,-0.840705541,,0.048470648,-0.985843365,0.347913983,-0.153464311,-0.555224345
8640286,-1.365657448,-0.248617561,,-0.834344416,0.719005087,-1.010433386,-1.994173109,-2.08277412,-0.127281605,-0.589181102,-0.93265774,-1.169715986
8654667,0.205663796,-0.024116117,0.541454231,-0.05100008,0.190994818,1.129548999,0.711334174,0.402877781,1.418362102,0.136734786,,-0.432097816
8694195,0.407393235,,0.27603276,0.203262357,,0.141360528,0.949320703,0.780059145,0.657082047,,0.758193362,
8761504,0.148042803,0.326265553,-0.482162205,0.17593623,,-0.597003742,0.015850576,0.59267569,0.422696008,,-0.132258304,
8863096,-0.392410968,-0.593676422,-0.26949369,-0.119725894,-0.261212537,0.023001662,-0.135662144,-0.041832008,0.212815659,0.309285943,0.298893007,-0.669520268
8888053,3.00990751,5.151407233,0.652379601,4.14402337,2.129195336,0.077592944,1.678031787,0.721010363,-2.011830693,-0.035703556,2.825046669,2.24802618
8965817,-0.168190839,-0.564902518,-0.311179513,-0.422505652,-0.185633942,-0.843658102,0.238604876,-0.10925287,0.357173557,-0.438536497,-0.191499834,-0.375877508
8978911,-0.267433393,,,,1.079992193,-0.349956651,-0.990828549,-0.884514058,0.187172221,0.144073183,-0.091982347,-0.167968679
9221567,0.468982553,,1.521929107,-0.669910384,,-0.859182326,-0.279450792,0.647433729,2.736952924,0.975640345,-0.379707043,
9272759,0.757208261,,0.472669565,1.399027918,,3.095456896,-0.093585927,-0.277291998,0.881203182,0.650441924,1.09840405,
9275936,0.905807845,1.430573051,1.511649678,1.156352792,1.849672853,1.428667015,1.13975055,0.998680996,1.350623718,0.80013707,1.970659238,1.203501471
9292563,4.044876466,3.288590272,3.548049001,3.128053152,3.771944612,3.706993279,2.779539616,3.198178733,3.098908899,3.049799397,3.195712687,3.852747379
9296766,0.537265907,,0.357212857,0.476711212,,0.778368669,0.951286875,0.26738565,1.106046122,0.303085171,,
9300711,-0.122906013,-1.152336184,-0.225604849,-1.252958303,-0.244946325,-0.358322332,1.141023503,0.720420352,0.628629072,-0.692546694,0.980217569,0.241440755
9346849,-1.510588843,-1.305745658,-1.158975834,-0.169668727,,-1.333788998,-1.983142377,-1.86638169,,-0.777291383,-1.731803981,
9372864,0.560919868,0.895800685,0.786689616,0.986548487,0.735552033,0.865591758,1.502384142,0.494970142,1.590469658,0.837482561,1.064398706,0.270066504
9372879,-0.153498811,-1.248265056,-0.681231283,-1.109118048,-1.362473738,-0.393505053,-1.746977634,-1.799291891,-1.526432589,-1.360430339,-1.065399824,-1.437945099
9372881,0.686925075,,0.678437691,1.281668779,,1.941994996,2.19164365,0.308067873,0.149833483,1.06395891,2.284563829,
9378054,,0.218842265,,-0.350373391,-0.823304443,-1.238540327,0.033337122,-0.160972757,-0.491204512,0.105121234,-0.638936279,-0.755977283
9378233,-0.169294959,,-0.301031566,,,0.496244698,0.488206199,0.74099705,0.868142016,0.108190497,0.289258315,-0.113134725
9381383,,-0.620806432,-0.992205861,0.308867506,-0.565119492,0.283153179,0.054848062,-0.326192716,1.226277426,0.081330115,-0.36983858,-0.16676086
9387943,-0.494940077,-0.220651461,-0.746820269,-0.753962197,-0.347873821,-0.429560913,-1.498234125,-0.999954075,-0.975581398,-0.800116861,-0.610407556,-0.588581294
9409308,0.520690931,0.672640503,1.21891513,0.553930763,0.749456247,0.81669579,0.316322215,0.869647852,0.267352587,0.546621463,0.306821144,0.405549983
9513054,0.464749833,0.759492978,0.31112569,0.429754188,0.548977973,0.328004364,0.388545944,1.33562689,1.297124432,1.382689195,0.409708043,0.887493144
9534361,-0.611738893,,2.511015298,0.678606281,,0.112862997,-0.797884152,0.490903294,-0.12118252,,,-0.787031639
9538983,0.028409297,0.133488341,-0.357524626,-0.362949144,-0.279645114,-0.522567066,0.302389115,0.73649804,0.259209931,0.316727887,-0.652632453,0.059817558
9544212,-0.464681739,-0.299644676,-0.894943743,-0.73469567,-0.30359749,-0.885337006,-0.171696705,0.014239771,0.157596376,0.103493541,-0.831680498,-0.258479383
