Mass_Tag_ID,A1_run1,A1_run2,A2_run1,A2_run2,A3_run1,A3_run2,B1_run1,B1_run2,B2_run1,B2_run2,B3_run1,B3_run2
8635420,60388,49866,159135.5,306982,,387087.5,230763.5,735937,138353.5,149133,121432,
8638228,744220.5,1361270.5,630574.5,2009837.5,13948,526469.5,1365086,2342526.5,1251216.5,327758.5,776276,875576
8639589,1133217,1078667.5,790469.5,2634262,1363575.5,1125497,1921503,2301685.5,987522,1276518,703406.5,780829
8639757,834850,1251301.5,470700.5,1012327,57484.5,848401,953734,1535209,630608.5,1114923.5,790345,818457.5
8642666,407074.5,602301,,,,274135,679420,596709.5,,655430.5,752421,222971
8643249,,224443,385584.5,1615149.5,,652125,687826.5,1782250,1445593,1791045,,
8643257,12522,84936,56559,137376,,61691.5,,216329,,,,
8643268,307988,,51602.5,186621.5,,195582,,281469.5,220448.5,,285857.5,69150.5
8643325,2572944,3275384,1509844,4861602.5,266419,2608843.5,4194029,6696174,2482029,3263960,2406867.5,2450346
8643672,1805085,2081478.5,1177796,3957204,140971.5,1397865,2656607,5452446.5,2348607.5,2843027,674454,911770.5
8645144,267841.5,211288.5,152574.5,397405,,197214.25,649698,1808220,740574.25,750765,,
8645528,175045.5,278224.5,128759.5,238835.5,,245115,393741,664274.5,202242.5,180466,195126,401226
8649410,150899.5,,,83592,,105810.5,41992.5,36577.5,30990,,40062.5,
8649413,171724.5,115327.5,315245,949145.5,495362.5,670126,456018,446667,275259.5,169811,,
8649471,299762.5,959961.5,,2230164,11407.5,101755,109786,,95921,853690.5,,
8652585,95280,81046,21582.5,,,,,,,,1124294.5,898111.5
8653026,482053,983239.5,192610,852049.5,,268156,234988,923133.5,332384,636273.5,594635.5,818018.5
8658086,,71569.5,134894,195726.5,28416,32788.5,22362.5,,127717,54686,48850,
8660751,912285,1331661.5,489295.5,1781668.5,71605.5,1301882,1231510.5,2118982,1456694,1752698,772451.5,664479
8665039,122901,,222633.5,,363606,96895,304656.5,606217,,,,
8665044,1920511,2155130,1158424.5,3415952.5,327857.5,2164077,2343390,4187241.5,2849397.5,3201777.5,65850,
8666212,,167616,43510.5,147644,87334.5,70297.5,225505.5,175221.5,160520.5,246277,142846.5,133332
8672664,1686281,2504767.5,715626.5,3613816,943665,1229569,,1572242.5,541818,,2135956,2362072
8673303,195797.5,413283.5,186594.5,483145.5,399983,521450.5,,1723385,260171,,,
8673683,164772.5,,223771,282626,38139.5,88062,84071.5,376088.5,184175,24824,32948.5,
8676547,,,48558.5,33726,126051,,205926.5,410270,,,,
8683485,,,,,,66122,,,50856,,122875,
8683503,127360,,90912,,,,,,150341.5,,135202,127009
8683666,2812168.5,3523506.5,2155000.5,7815862.5,411839.5,3784749.5,3447397,6435383.5,2818825,3119978.5,446327,
8686232,157928.5,53552,101970.5,252349.5,137476.5,87454.5,,,207282.5,,,
8689176,,,44916.5,,121935.5,17504,,,,,,
8689554,1240761.5,2514845,815485,2775036.5,1453347.5,1472465.5,1949052,2463051.5,1054757.5,1324081.5,589743,744180.5
8689643,3635543.25,5032753.5,6989897,15918723.25,1441507.5,7233396.75,30945217.75,39234754,3342977,5522432,2502063.75,2381111
8691231,,360700,182460.5,553213.5,,442073,411429,1132766,363080,293471.5,,162800.5
8692702,312979.5,641917,,972578,,370311.5,182554.5,,346036,279898.5,,
8695280,91219.5,,696864.5,3872479,,,757663,834962.5,683855,448629,,
8696634,273754,287633.5,319900,929834.5,43946.5,653322.5,781340,725142,665282,655987,,82036
8697721,1577526,2671677.5,800122,3195290.5,1280914,1823517.5,2431436,3791788.5,2058157,2532409,1846622,2722891.5
8699624,,,,284292.5,,,,429513.5,,,,314319
8705639,137600.5,,,488561,138769,114955.5,242115.5,633897.5,,,242456,
8710413,652630,1168923.5,607830,2167461.5,855784.5,738038,1387524,3278832,1421540,1602131.5,147247,173654
8716834,252740.5,560888,20543,,,134528,121041,,,164756.5,44512.5,506752.5
8716983,,163166.5,43079,112893,74314.5,55481.5,148813.5,,213251.5,259844,239860,
8727081,,,49432.5,95690,83634.5,19420,332712.5,,175055.5,127585.5,215324,
8736913,105403.5,363197,,1064137,79294.5,62479.5,27628,689473.5,,,292588.5,169560.5
8752827,982349.5,405530,460495,689593.5,17447.5,679528,177496.5,293243.5,675128,784382.5,,
8753699,606082,346416,459910.5,1367412,19880.5,530440.5,1219101,2694457,1491722.5,1713713.5,,
8754442,531309.5,882842,303089.5,1957111.5,774847,766544,1612804,2525939,1096087.5,1162147,246078,
8754874,76917.5,41430,40822,543697,53517,42270,,,,,124085,137297
8758889,166603,368044,65834,,,123376.5,,328611,217243.5,,328251.5,423975.5
8765143,211885.5,276873,,147541.5,,,204324.5,468234.5,261481.5,382790,422070,179178.5
8765148,,309746.5,45494,192831,,,156751.5,250083.5,123923.5,143806.5,,
8766089,1284335,2880211,642504,2745702,36738.5,1388037,1726331,2080061,1711761,2397232,1093129.5,376191.5
8766333,181580,502003.5,,1179859.5,634241,147475.5,1226778,2986831.5,699510.5,903516,841234.5,1279417
8766403,106976.5,193476,,,,143598,,,,,,
8767937,,,,266325.5,121212.5,102347,,,,,210401,249131.5
8769810,,,,56325,,,167807.5,928097.5,165617,,157778.5,151560.5
8771623,,119692,26377.5,196933.5,,88372,,,30632,,,
8771657,409772,585078.5,275637.5,1043441,175909.5,188801,501265,606935.5,237899,124192,329447.5,657206
8772465,1006889,1466179.5,402151.5,1582370.5,628279,735722.5,1332069,2748170.5,1396630,1482664,1709182,1918522.5
8778381,299765.5,325014,105531.5,405160.5,136122,247238,512272.5,936215,335328,473046,748097,884362.5
8778508,114764,56724,123182.5,534708,,97073,364247.5,415408.5,92977.5,98668,53908,223795
8778553,,72458,255049,393999.5,227475.5,70722,,1384025,427197.5,320249.5,,
8780191,3369494,4486985,2187120,7888853.5,1367469.5,2663179.5,5381722.5,8335499.5,7894011.5,8711751,2416922,2480960
8782772,127957,125362,,191588.5,,72667.5,347131.5,272374,,,,
8784007,458842,1166835.5,292468.5,783994.5,131283.5,234844.5,1016363,1745302,554330,773468.5,621343.5,1076519.5
8784413,414344.5,557038,476288.5,1630152,303141.5,3533588,516044.5,858169,87714.5,70480,166782.5,324337
8788243,,,10905,818504.5,37161,,,2131508,,,,
8788675,,,,266114,,,,,98783,,99868,
8798519,151038,,186192,211953.5,,,376795.5,,182914,153753,,
8799287,235493,124208.5,,210958,,61587.5,64255.5,,,,164380.5,299229
8802267,78972.5,152020,237660.5,24560.5,229976.5,1192407,1292434.5,,171643.5,999286.5,864705.5,28590.5
8810595,,,60962.5,139892.5,,,73500,,,,90662,61602
8812335,151872,308521,75967,313604,69366.5,136274.5,326965.5,575684,107166,,244489,200489
8818876,140109.5,14636,,134963.5,21270,18582.5,94005,130599.5,42465,,,
8820436,124754.5,571723.5,79687.75,189809,31410,42758.5,,225301.5,,,,310339
8837286,,,30757.5,22708,13147,24940.5,7190,,,,,
8858294,,,173162,37924,39238,77524,,,,,553723.5,139049
8865289,,,172537,,17578,,667983.5,2092278,733316.5,36342,275090.5,413610.5
8914975,,11415.5,,135584.25,3790970.5,,75008394.5,2195627,33283006,17357112,55098154,13148614
8929732,135550.5,88825.5,,146936,66688,42409.5,,277241,,,,281693.5
8942595,49360,,181700,36750,137778,288832,264354,409640,,,,
8948810,1265132,1295342,492034.5,1543389,17541.5,977428,1450775,1836155,,1110176,515871.5,618672.5
8975551,,,219168.5,565027,,,,,,,112238,
8978911,1642738.5,3002013.5,1139996,3497462,522116,4147039,1008227,2372101.5,,1319571,485475.5,1486182
9014946,1299249.5,2107217,958415,2237818,192579,1429403.5,1374857,2335380,1624735,1792282.5,1403380,1675712.5
9026154,167714,,204840.5,1317296,,332779.5,1736652,2343303,,498393,,181950
9039497,759834.5,714461.5,,188698.5,,,,,,,199081,
9045398,60021,,27119.5,154331.5,,,,,,,73010.5,
9048590,23790425,118382.5,46645.5,192322.5,168004.5,27179951,301947,383487.5,60897,25035898,106646,150747
9048837,1372375.5,2504323.5,753320,2510237.5,838914.5,955100.5,1908704.5,3155134.5,641526.5,1406824.5,1373588,1882094
9052876,114495,,38905,115653,,35597,58021,145658,,107367.5,,
9053630,98677,342366.5,232357.5,897822,,329780.5,1025224.5,1340179.5,320400.5,364752.5,,
9057624,1682547,3006437.5,779335,2007065,1007132.5,926513.5,2438790.5,4024835,53312,1453433,1849635,2056106
9058457,67866,185936,102522.5,,,261598,,,,218453.5,186285.5,227208
9058567,715383.75,1561292.5,580276.5,1141563.5,38364.5,816520.5,1144497,1783768.5,1027137.5,1156569.5,1431392,1553019
9059924,570806.5,393771.5,221464.5,4550219.5,164787.5,,510904,1628488,1231229,1167506,1089299,479740
9064583,90906,114200.5,117126,456101,108434.5,161907,79889,,99484,158477.5,76688.5,150860.5
9065615,5547738.5,11051595.5,3151111.5,15472454.5,3396167.5,2799340.5,8732156,14628840.5,6274024.5,8156423,4463286.5,6033312.5
9071791,34729599.5,36499844.5,7997901,72611075.5,12355715,11114548.5,33180608.5,46992367.5,49272607,50425228,51076612.5,40068476.5
9080994,,,,289253.5,,29649.5,,,,,100463,
9088702,38504,,,,,,,,,58366.5,77421.5,
9109222,,,,274987,25195,,,1493871,719934.5,413894,,
9165532,,213316,240004.5,533821,,198617.5,610898,989193.5,409537.5,286645,,
9206850,,,,148593,,,37107,,,,105602,
9207006,2541757.5,2655899,455177.5,6921982.5,638870.5,263919,2025394,5520641,4643079.5,4152571,2155071.5,1041908.5
9207019,216393,375966,,,,,,,110808,,,295247
9225082,,,183831.5,310295,,147021.5,51725,,100790,,161972.5,
9238845,43215,,,,40354,183457,,,51840,83962,64311,53647.5
9268055,,,54185,,,,428050,1740707.5,432735,560021,,
9271789,16084,42617.5,31638,111128.5,,42359.5,11154,63537.5,17849,,43367.5,36695
9272415,248981.5,521836,126196,393270,11697.5,216019,95925.5,75692.5,21672.5,125720.5,106311.5,36078
9277351,1286707,2059475.5,329151,1738618.5,723653.5,854796,1633043.5,2588443,1519204.5,953856.5,1531883,1150387
9279579,1493507,1886756.5,887538.5,1426053,322347,1268855,2519889,4609858.5,1328006.5,1684951,2271563.5,2926298
9279789,,,109694,,,28261.5,19686.5,,52070,,,18737
9285912,221611.75,823169,304600.5,1537203.5,342109.5,328276.5,822839.5,1687064,745884,636687,797845.5,675459.5
9288512,,,,79526,,,,,,,54577.5,20948
9292602,487927.5,759493.5,219363,1368862.5,85971.5,648747.5,927993,421242.5,404820.5,698692,372613,
9292743,725763.5,679849,168932.5,1002183,,137557.5,826955,,459169.5,313308,629450.5,
9293288,151934.5,178769,315511.5,868671.5,283712.5,212036,414634.5,132547,135258,127347,359958,588449.5
9293819,906292.5,1847912.5,265165.5,1011837,506982,617585.5,970549,1435768.5,492688.5,1035831.5,725659.5,1147206
9300427,238154,452212,60680.5,1055625,86452,353197.5,206970,404540.5,329389.5,343491,52187,80627.5
9300876,408130,803693.5,74678.5,426533,48416.5,25813,,,,,1119259,1092126.5
9303650,163967.5,480580.5,118088.5,316231,16744.5,118266,174950.5,402281,188753.5,159875,162916.5,198977.5
9304502,253266,450325.5,,368164,190131.5,252079.5,353252.5,605229,211896,235639,,115511
9309005,595342,874365.5,153310.5,1670001.5,82936,1201611,951654,2260289.5,556586,881643,1082745,1935732
9313191,711552,,696151,,,525145,1103039,,,297902.5,799892,
9321225,244472.5,206245,310402,1630081.5,241763,266834,919676.5,75574,563231,373856.5,651314,1381451.5
9321253,128403,722679,100775,675831,301016,253200.5,912327.5,,795975.5,618803,1118903.5,964081.5
9322964,87176,,78912.5,175846.5,98461,,128303.5,229035,,,,
9327721,,,,,,,103735.5,191319.5,146117.5,,104956,184833
9329643,185372,63000,,,,,,,,,1641761.5,1542747
9354658,461765.5,653380,,286213,,89246.5,2117391,3123216.5,605072,906396,3510425.5,3804719.5
9366541,70270.5,77235.5,430729.5,1002263,,239280.5,,,159261.5,156426,562441.5,162471
9378054,317962,434108.5,160762.5,285765.5,,43448,1830865.5,3103948.5,550024,,1826393.5,1929225
9378061,5308620.5,6977412.25,5536997,15376945.5,1462065,9592323,9766483,15971112,9529076,10812621.5,10307648.5,11459199.5
9393581,291171.5,945624.5,230688,788058,28740.5,519655,1130965,2543767.5,,408809,753305.5,1543521
9432911,695698,984958.5,377474,1718069,,1034464,962142,1066661.5,524175.5,765426,470332,244723.5
9432932,,145984,32329,306310,,69353.5,,98443,80640,,310523.5,
9433307,342367,477492.5,39099,503129,,164007,295216,557472,,515104.5,221658.5,441902.5
9441051,387056,386538,355839.5,2082391.5,,669701.5,597531,716686.5,,333147,,91732
9441196,114993,,34044.5,,,,,,,,65063,35079
9443285,,,36796.5,,,,51061.5,70625.5,,,,
9445223,1303920,1795755,597575.5,1546414.5,218392.5,1161540,2076132.5,2837008.5,983872.5,823633,721846,895918
9446141,36057,,153137.5,316931.5,131133,33904,163719,477371,280063,258759,216282.5,386240.5
9447277,,,39633,166130,,126882.5,,183281.5,,,94387.5,230313.5
9447816,196412,230858,,378348,,119055,88915,,,46376,126487,138807
9447943,260310.5,,23367,47814,,,,108078,26021,,170831.5,142568
9449038,528195.75,761735,314072,1068115.5,33436.5,612846,945959.5,698168,471350.5,479110.75,135515,526654.5
9449878,1828686.5,3191366,824044,2666437,,1242353.5,1529114.5,2836671,1378698,225983,1209780.5,621071.5
9453307,522798.5,804589.5,238435.5,894023,46536,495667.5,777915.5,1311454.5,464276.5,683193.5,549465,679682
9461071,7709010.5,12161170,5715281.5,24554069.5,8848962,9397546,14515229,27294325,19066563.5,19489133.5,3511857.5,3114201
9461133,148577.5,359769,134555.5,266271,,199667.5,53526.5,262168,325956.5,327030,315061,386058
9464234,4822904.5,6051258.5,1618949,6855754.5,170583.5,1977208,3706574,5170969.5,5089649,5245755,2639949.5,1848636
9464241,3337840,3978335,1589087.5,7000422.5,634180,2156431,2516788.5,4657035.5,3325679.5,3741274,4104154,4089189.5
9464258,146416.5,283918.5,,,,,70848,,545174,757535,353483.5,144773.5
9464371,11267340.5,13326775,6324541,20817078.5,1940025,7655565,10888520.5,16658592.5,8256332.5,8321168.5,9914972.5,9549921
9466630,611535.5,793474,474574,1981455.5,27861.5,685142.5,1109494,2187431.5,210344,28462,143613,113710.5
9470221,207890,,,383374.5,86244,56160.5,25952,521159,54677.5,108956,81903,53880.5
9470629,,,,494297,,,,220177,165202.5,,90290,
9470885,343707.5,686395,742776,2165782.5,155665,1473272.5,2781368.5,5026715,2017868,1758163.5,,
9470890,1081397,3048547,543337.5,2646316.5,836787,1049342,1992464.5,5115086.5,1613520,1647372,1808495.5,2127096
9471103,,,,65467.5,,79617.5,144220.5,74944.5,,,,
9475277,400932.5,612512.6667,417124,2321501,,463872.5,1182318.5,2178931,980269,967172.5,289850,511818
9475813,58128,,,,,,76348.5,90090.5,,,83265.5,115098.5
9475838,99964,268737,106044,140914.5,,112139.5,243851,416063.5,,174339.5,193759,260000
9476017,141778.5,368915.5,,,103270,,353804.5,455222,,253549,,
9481560,68243,220188,,112890,,,,418149,,,,214804
9489281,314237.5,,,213570,,,95151,,220877.5,317854,277032,308663
9489316,,,,,,90282.5,461485,380312.5,,114150,,
9494050,184775,431106,61538,367268.5,,207234.5,166085.5,299171.5,146261,182431,,
9494057,3502448.5,5049562,1408190,7920731.5,220919.5,2664001.5,2884581.5,5448816,3627062.5,3616776.5,3085193,3513442.5
9496827,31371,95531,27335,239130.5,54805.5,,74615,180510,141121.5,171717.5,1470019.5,1463396.5
9501917,283730,589882.5,680839.5,1791715,,806208.5,1115601.5,1732278.5,782970,901050,,
9501946,423552.5,576203.5,165231.5,1209913,,540129.5,340408.5,400316,232136.5,384457,301827.5,74721.5
9502085,1813281,2461062.5,1657402.5,4321111.5,576621.5,2869012.5,5253123,7235323,2536705,3344080.5,,192391
9502363,2469580,3442582,1028269,3117541.5,117508,2154706.5,2170795,3918005.5,1897573,2730809,2240396,2762769
9502539,30822.5,23410,40658,,,5940,,,,,,
9507046,,245678,,159137,,112753.5,465522.5,988666.5,,,371609.5,375097
9510179,1840477.5,3801959.5,2004572,10433164.5,3848721.5,3391289.5,6909049,10013792.5,5942052,6165833,474123,267559.5
9510390,695045,2079290.5,1046113,2835161.5,2162046,1910552,3344945,5084278.5,2102309,2693080.5,553194.5,
9510638,2674382.5,6478010.5,330082.5,908326,1805076.5,,999005.5,1286273,326455.5,530423.5,3074561.5,4695080
9510901,4499592.5,5264680,1991879,7734490.5,84795,3537561.5,2611527,4228213,3883523,3700530,4748168,4796251
9510907,,,,26806,,136519,,13857,,,125485,118154.5
9511489,212731,,,278697,,134882.5,,196527,,,367875.5,33125
9513054,1597371,1885362,628166.5,1601948.5,223352,1084008,3065331.5,5102563,1578540,2190614.5,1081639,1036228.5
9513622,2492170,4643615,1062623.5,4155418,152776.5,2386299.5,2279655.5,3869104,2635509,3290331.5,1244107.5,1779531.5
9514135,,98306,70583,,,48031,,,,,,
9514362,2033085.5,2708975.5,1029563,3668772,64292.5,1948189.5,2100236.5,3263906.5,2047652.5,3020644.5,2367486.5,2191550.5
9514711,563923.5,824908.5,84104.5,1355555.5,,504229.5,1102204,1032638.5,903418,549425,1252140.75,178930.5
9514850,618470,28112,172942,,,526483.75,451926.25,861337,573333.5,655196.75,72182.5,1073111.5
9514875,,,,,,,82513.5,,35502,,118438.5,89653
9514961,190950.5,,168557,1145507,,832627,613552.5,1149224.5,753431,755866,,
9521561,701513,1051432.5,537370,1075190.5,50806,746855,1306512.5,330952,148247.5,372605,,
9527402,90908.5,336213.5,41433.5,,,,105971,279312.5,,,,
9530213,,,21576.5,68581,,,,108483.5,,,50272,89006
9531121,2308915.5,2507373,258294,4234298.25,,727409.5,2800116,8056696,2140736.75,7596802.5,1518502,2179785
9531685,86952.5,,17417,283272.5,,,,,,140857.5,,
9534706,1131996.5,,177443,1628091.5,297268.5,380439,156448.5,316201,139471,350181.5,817210,741457
9534714,581659.5,563926,485983.5,1219899,,515903.5,1068449.5,1111279.5,778328.5,755435,114045,57975.5
9538562,7599762.5,11277902,4084661,13210698.5,352698,8793332,9212514.5,13052940.5,6112986,10482708,5434004,6823639.5
9541437,659585,280285,,427459.5,31847,328437,1006431.5,1312078,452951.5,570647.5,1839447.5,
9542166,,60915,,75256.5,,,,43071,,,40062.5,
9542448,,,65070,170520.5,,,136281.5,152045,98182,,165198.5,70117.5
9542484,,,77632.5,,44136.5,,159243,637489,474688.5,,528691,126665.5
9542507,46699.5,78214.5,,240019.5,,,,204812,,,119058.5,218893.5
9542534,121360,109478.5,,76872,,,132575,88386,,,,
9542539,,,62104.5,,,164272,241426.5,,123334,,,
9544212,503905.5,758675,351939,1316398,576466,499738,944047.5,1283798,868117.5,904522,1930754.5,2210999
9544276,265028.5,,401768.5,1112570,57072,688083,735652,,,431450.5,903313.5,877555.5
9544390,119088,189376,98505.5,321231.5,,107011,130971,242316,45302.5,,80709.5,166932
9643745,,,,,,,321785,,,,329995.5,422778
9656379,188880.5,,107118.5,29355,242477.5,,191548.5,,169283,239430,242299,
9669136,2230953.5,4597438.5,555018,2182159,77813,997467,,,,,4169339.5,6547180.5
9669200,23242,353280.5,,,,,,,,,3059712,3571531
9672616,64407,121381,,,,,,,,,583141.5,881309
9672621,194737.5,586919,,,,,,,,,1602245,1853590
9674497,1641562,3572346.5,529145,2185738,382567.5,295664,645910,2087937,1387105,1295435.5,1675916,1856455.5
9675370,120065,,,95960,,108609.5,,84653.5,,51807,,148891.5
9677255,466071,1118725,,,,,,,,,279147.5,424997.5
9688355,253059.5,221683,772060.5,962063,,948850.5,546230.5,634569,125460,,475366.5,296704
9693057,1088971.5,1764206,464351,1519937,132012.5,1017323,1319257.5,2194731.5,852930,1309724,549564.5,867121
9696233,430467.5,1128751,354539,911946.5,77456,855656,881083,1335653,532750.5,864074.5,96022.5,571152.75
9697143,1692008,2637021,1281906,4041662.5,2426978,2641854,3505613,5707847,3407536,3732097.5,445100.5,344373.5
9698210,789686,1246263.5,433741,1175292.5,773337.5,676268,1009762.5,1516560,820859.5,1086086,543260,879219
9699419,742593.5,1439690,409333.5,1079797,570535.5,797417.5,1547800,1849279.5,584240,401217,190461,178460.5
9702994,4010255.5,5311466,1766042,6479507,277489.5,4065130.5,3742161,6201855,4059671,4298845.5,4375637,4656021.5
9709263,,,83248.5,374272,,,352198,,265061.5,102932,109819,76493
9709523,398873.5,528184.5,225534.5,1154815,,517601,397696,635989.5,490925.5,434795.5,,391015.5
9759130,307021.5,,55362.5,255800.5,188684.5,,,,116305,46385,360412,632441.5
9779197,94716.75,125693,161874,453787.5,217627.5,294054.5,74878,273456.5,,54814,202834.75,235183.75
9800507,149785.5,153257.5,130394.5,774222.5,,121372,193730,310522.5,372621,261515.5,267959.5,235561.5
9818309,203893.5,316936.5,25079,1053888,,199192.5,223111,579959,459066.5,339806.5,423231,153055
9827728,301588.5,,70910,670872.5,,244144.5,378152,674647,,215551,453306.5,530305
9828178,553601.5,1541152,261415,1680275,35607,652295,1417235.5,1993272.5,,1007084.5,1145474,419078
9828412,4788989.5,4984286.5,693907.5,1611535,1465499.5,1895836.5,169051.5,588058.5,208621.5,,6183759,5084910.5
9831441,509099.5,514149,479081,931537.5,141648.5,336371.5,785743,532125.5,437357,502606.5,77935,685820
9832339,402764.5,376969.5,106744.25,782735,304194.5,134605.5,146977.5,464219,113749,350966,89946,469863.5
9835373,332477.5,557169.5,113634.5,,67877.5,465093,,586350.5,308246,385596.5,,312483
9837606,67544,,106867.5,138747.5,113120,63623,90125,225120,,,,
9845326,519247.5,,501910.5,1065103,,737663.5,1629498.5,2462710.5,1120108,1436121,2258241,2131874.5
9845957,,,21976,87213.5,,,272959,,,,,
9846558,841004,1064072.5,255534,815755,71308.5,875211,692466.5,760999,394480.5,225967.5,164990,90458
9850816,393086.5,299617.5,,,,233079,436795,,428528,262868,84856,143764.5
9945759,,,,,,,,,,,264064.5,90187
9982467,,,,,,37305,,,127622.5,,79505,107160
10030723,1512732.5,1519693.5,852646.5,2425615,857343,941887.5,2404343.5,4155279.5,2045560.5,2176605,4093766,4293341.5
10054136,,,30185,92655,,,60966.5,,,,72155.5,
10057289,205944.5,571723.5,83470,302508,,,,225301.5,145957,,,310339
10073765,1689746,935473.5,1151793,3437133.5,139822,2495213,2271952.5,2876993,1241849.5,1153850,,
10076941,,,,,,,455621.5,1695744.5,,,1929378.5,2788006
10186214,,,,,,,319107,739743,,,390365.5,391777
10363601,,190335.5,73653.5,128502.5,,,88890,119262,159749,,,179078.5
10363604,206855,221190,571864,2613999,,,270419.5,1217823,357060.5,,910565,562702
10419820,2955087,5552303.5,1922846,6523988.5,3284120.5,4182835,4899582.5,9332745,3386784,4345582,3459323,3822305
11189635,126678.5,36371,,,,34895,498048,1347508.5,317081,315497.5,1879344,2470512.5
12458601,3880368,4284434.5,957806.5,8089683,68128,2685935.5,1213844,2379837,2537816,2868627,1759477,708867.5
12644563,450085,1263728,251043,411522,204581.5,401022.5,408122.5,986222,239637,,500954.5,807621.5
12647064,345369,773099,170815,917231,179150,95920,183682.5,,304587,361572.5,,726695
12654139,958907.5,1682404.5,284791,1387188.5,,576620,1563226,2373774.5,1068416.5,1512806.5,1167978,1455475.5
12661983,,224774.5,215586.5,646152,19844.5,121389.75,675035.5,1409408,895692.5,1103801,,
12668526,529408.5,359980.5,57341,742532,,320229.5,477183.5,720101,252472,200081.5,80949,345347.5
12685129,5945,,,,,,,,,,7103,23633.5
12685437,613880.5,,27147,488809.5,,98930.5,132073.5,45130,101380,45589,,53240
12689534,221158,78985,186433.5,310185.5,333361.5,150072.5,227566.5,481296,180564,87475,233787.5,328211
12694005,1052116.5,,1161412.5,521133,,1003331,1005231,1448434,856557.5,,78533.5,48979
12694158,476301.5,1305131.5,192467,761524,60597.5,660878,607961,780017,,,432246,955439
12702202,,,,,,,709418,1430905,,149272.5,,
12703363,,325836,130909.5,,,214210,,,81334,137768.5,99231,189778
12704838,688292.5,1424054.5,285276.5,388552.5,60514.5,508568.5,1021067.5,1390275,527621.5,648408,444726.5,929363.5
12705496,885350.5,1247021.5,448181.5,849762,136471,956954.5,899860.5,1375876,863804,719515.5,509065,798172
12706536,1281020.5,2584747,798490,2958939.5,234825.5,1628587.5,2160951.5,3753276,1468105.5,1781914.5,1917300,2635877.5
12706595,,651228.5,270353,990037.5,,426647.5,821886.5,714183.5,366916.5,523276,455965.5,489159.5
12707512,,,27509,,,,78921.5,,,,18648,
12709398,74332.5,39196.5,197839,,286936.5,147040,476403.5,577260,181283.5,162147,20601,284867
12709931,1202891.5,1434166.5,220466,2377802,138884.5,910985.5,2561359.5,3969706,1446707.5,1371264.5,3367921.5,3216127.5
12709999,252543.5,188885.5,434650,1072902.5,170765,203456.5,1630743,1539620.5,102435,103615.5,20290,4643
12710117,2098939.5,2694442,711416,2272970,311931.5,1614284.5,1942320.5,2491199,1590519,1760627,1692098.5,2044696.5
12710814,76638,,,,,,70703.5,28839,,,228134.5,182182.5
12711078,161801.5,214083.5,67943,269120.5,135148.5,215022,214883,384904.5,135329,146030.5,20619.5,
12712249,119101,96420,108116.5,228205,15954.5,27024.5,236420.5,388539.5,141700.5,211438.5,211619.5,275137
12712312,828295,1154524.5,352835.5,975999.5,16119,849294.5,1477040,2704172,239500.5,769357,559336.5,778015
12713064,209698.5,164207.5,463432,,351712,427301,1136145.5,1513656,621248,655994.5,,
12713991,,,37965,,,46173.5,114230.5,93029.5,,,,
12714206,1627377.5,1038859,914878.5,1629633,1222075,1225818,2505323,3339393,1547598,1600124.5,1580480.5,1520518.5
12715487,41104.5,234589,198281,152494,,225830,963020.5,1299257,216316.5,128762.5,,
12717392,55496.5,,124015,361160.25,,313184,626901,449610.25,91596.25,163321,,
12736283,228548.5,162061.5,175358.5,243378,214583.5,142805.5,229914.5,387842,183428,148122.5,40620.5,81062.5
12752631,180173,94278.5,163597,,103019,453377.5,294205,,188017.5,114710,,
12752892,367574,863906.25,105767,95102.5,,,416251.5,622530.5,37340,454441,250716.75,478212.75
12754233,,95122,114685.5,103035,,233018.5,577318,788597,210278.5,330977.5,,
12755103,582284,1518616.5,341632.5,1384900.5,,509564.5,847907.5,1075988,769681.5,694382.5,1002699,952161
12755193,296392.5,412901,179869.5,342299.5,,243141,580513.5,651540.5,192035.5,191495,,
12755213,1474225.5,2205121.5,635381.5,1425232.5,177363,1204493.5,1755767,2615916.5,1498209,2082916.5,1109778.5,1818173.5
12755332,682858,290392.5,739289,1281844,148722,765659,1168946,2462614,569752.5,427947,737495,849468.5
12755334,273984.5,263400,56095.5,382123,,190623.5,119657.5,437452,131631.5,229767.5,97150,164342.5
12759074,88609.5,103440.5,13966,54125,,,,,,,,
12763319,154269,181800,87384.5,226437,,70908,200832,466708,,,,
12785752,,,158662.5,,457899,59770,310174.5,435670.5,266474.5,193306,,
12786094,50121,95193,19367.5,244948,90968,95291.5,,,58989,,127379,60853.5
12788576,68749.5,,31296.5,223544.5,42984,74267,163387,200833.5,35456.5,,,
12789048,225219.5,652662,302832.5,625536,30020.5,192720,1259301,1814032.5,417624,228047.5,1450434.5,1242393
12801819,82847.5,,,,,34246,,,61734,,,
12815311,79342.5,313882,,174105.5,22503,,288474,658992,,,,261162.5
12815814,,229979,,,,128948.5,325805.5,771659,173508.5,233817.5,,
12816867,,403178.5,,466021,,252037,,,,,,
12817680,685161,731371.5,373297,999511,,329730.5,1144495,1651738.5,477482.5,437622.5,163832,319642
12818244,321941.5,575199.5,476404,1428172,35210.5,475038.5,1766802,3021492,1505574.5,1448917,198929,198196.5
12818402,357228,518845.5,48690,353831.5,,238845.5,1049018.5,1546806.5,341413.5,301141.5,869686.5,1042338
12818417,,,,151903,58039.5,59471,,,,68786.5,79516,64021.5
