Mass_Tag_ID,A1_run1,A1_run2,A2_run1,A2_run2,A3_run1,A3_run2,B1_run1,B1_run2,B2_run1,B2_run2,B3_run1,B3_run2
7169288,480093,997811.5,359617,953789.5,302401.5,160808,643873,1221910.5,445259.5,724666.5,283626.5,626304
7169361,109483152,144052228,20480484,135698114.5,2468271.5,30020197.5,98208908.5,177089787,117044695,130096929,91799314.5,72693280
7171172,,,67416.5,108965.5,,,43426.5,,5643,,34465,68757.5
7172875,30944218,35410124.5,21976843.5,39046515.75,15186806,13085377,57722011.5,91228662.5,52172954.5,53778035,7096628,6909945
7181119,1697177,1905118.5,1190955.5,1405825,123167,1788235,1677975.5,2056412.5,1253473,1723438.5,1537355,1771772
7181124,904050.5,1791702,278839.5,1193086.5,,403127.5,483440.5,811158.5,220885,468493.5,1160065,939627.5
7184515,868434.5,1604350.5,317800,2099153.5,66280,975081,1028357,1203569,761050,1005054.5,928364,1223867
7184707,,,,146157.5,,,57291,,,,352087.5,
7185218,181635.5,316147.5,57309.5,805633,,272236,309498.5,168932.5,,,429614,
7185300,193108.5,47634,89784,356276,,388039.5,328706,812951.5,274576,427032.5,43365,
7189814,123882.5,,,61838,,,,,59435.5,,,
7190126,,,22433,,,,,,,,29115,19465
7190673,,,,,,121452,74599.5,,66171,,,
7192150,1126924.5,833028,555057.5,1870081,1000166,872203,2217274.5,3598242.5,693270.5,411484,551063,588928.5
7194288,,,82520.5,437314.5,70357,20692,823865.5,1209583,300997.5,319171,,
7194496,1507971,3914848.5,1749274,6740880,140228.5,1793256.5,4114875,6411310.5,2586289.5,2913935,318660,896767
7194630,361609,764281.5,290032,466846.5,,266832.5,657484.5,867158.5,61578.5,,555776.5,648244
7194711,136477.5,400808,230115.5,281988.5,,343571,65598,167349,255141,336587,46050.5,160394.5
7194931,,,74032.5,,,,73861,34474,,,13101,65866.5
7195029,42511082,43154960.5,16289709.5,47836722,2746315,28762058,11660442.5,20116693,17222823.5,22497042,20868909.5,19992600.5
7198617,838591.5,911680.5,328254.5,1044296,36626.5,647048,976271.5,1648927,621451,393370,1134618,1277778
7198831,130355,449233,142446.5,432783,299883.5,151402.5,367279.5,933809.5,256767,320338,188553.5,588235
7199304,334378.75,901011.5,98661,1286598.5,,394580.75,268906.25,312013.5,712351.5,415681,480660.5,513840
7199920,118702.5,46960,46816,73689.5,,,49360,22019,,,,
7200353,395351.5,1840579.5,113190,983819,,908757.25,585924.5,351487,329684,456144,476727.5,
7201909,112135.5,282621,47539,,189071,144478,242092.5,357108.5,,,286700.5,181369
7204991,1190398.5,55315,228224.5,895398,14280.5,256519,215294.5,,274913,230724.5,562890,216475
7206371,83467.5,269112,,238691.5,,181380,95240.5,,148115,,142308,
7207046,26340,191378.5,19497.5,286195,,109728.5,,123688,,98997.5,211158.5,143116.5
7207628,724473.5,509517,112961,879034,,1129963,850323.5,1955437,670565,441910.5,,194313.5
7208207,1567726.5,2042144.5,472596,2055605.5,,1385723,1160005.5,2056001.5,233316.5,656325.5,1547344.5,1317451
7215101,196314,155453.5,76495.5,596833.5,,,,755786.5,,,374902,468477.5
7216386,1562406,1246858.5,1338555.5,3831650.5,169164.5,1897003.5,1694819.5,3026107.5,2007278,2147417.5,575218.5,930821
7217498,7400994.5,8952972,4340929.5,12660303,1843267.5,9641691.5,10915998,17508166,8392495,11068663.5,1048399.5,407599
7217661,130226,33163,69804,,,169679,,,19264,72392.5,159094.5,159473
7221880,3924164,5174851,2543075,7373555,641664.5,4936946,6502347.5,12371561,5895266,6447122,3450640.5,4489504
7222227,140889.5,249757,,,,,,,,,2799893.5,3304632
7224530,736471.5,1033835,401867.5,1500901,583398,614546.5,1013637.5,836028,747324,810583,912221,980092.5
7224711,1197012.5,1837200.5,563461.5,1753987.5,,289535.5,798909.5,1344547.5,576266.5,590374.5,2288993.5,2496527
7225422,48911,,,,,,,,,,425356.5,535632
7225529,5574911,7116456.5,3130619,8321308.5,824319.5,5271061.5,5948902,10063568,3920182,4731699,5209894.5,5976645.5
7225548,2265316,3341657.5,1068391,4439975,82771,1159818,2453221.5,4470977,2575170.5,3308799,3024110,3158753
7225698,1613155,1588156.5,601859,2922583,77078,1527149,2371644,2568884,1768010.5,2020667.5,892650.5,
7226166,818593.5,1090406.5,261634.5,1333510,,419030.5,614625,1059729,675439,749093,576757.5,896530
7227787,,150588.5,14125,200318.5,,66676.5,23797,348065.5,,,,204091
7228345,1353752.5,,342266.5,1917286.5,,55594.5,218794,1011080.5,908267.5,931344,1841997.5,2435354.5
7229141,612579.5,879514.5,,169472.5,,,,,,,5561334,5788245
7230487,465218.5,944392,117436,1057801,,481435.5,300947.5,450868,725211.5,842479,503216,355470.5
7232767,1924811.5,2774374.5,472173,2422879.75,267963.5,895471.75,1389130.5,2019238,1344362,1169459.5,613843.5,662498.25
7233876,,155663.5,,,,,,,74941.5,85684.5,419894.5,439275.5
7236470,30284,,34356.5,200771.5,,,,,55045,,55063.5,35097.5
7236471,,,5971,,,,,33242.5,,,14742,32910
7236488,746555.5,676902.5,225156,779286.5,108347.5,272726.5,570210,742413.5,471982,581001.5,192468.5,426503
7236534,1060616.5,,,582588,,63875.5,,,,,1566325,3289546
7236640,,34473.5,,130639,,,,,,25730,,
7236701,917325.5,771775.5,149863.5,2365624,,350933,113135,,734295.5,430890,489107,490946.5
7237128,,,,90618.5,,,,,45202,142324,,
7242498,763390.5,1426289,334073.5,746515,,535543,948141,1802931.5,744750.5,882026,651193,914518.5
7242595,426045.5,1031251.5,256815,628384.5,,106218,687891.5,1133929,384352,694544,,368578.5
7242645,5120145,10365476.5,2459986,9086968.5,683624.5,4484797,8396660,15166605.5,6611755,8737270,5491523.5,7959173.5
7242774,8077096.5,,1727863,7912402,121250.5,5693489,4155982.5,7244576,6225071,6896082.5,4274540.5,4604020.75
7245606,540381,989616,339609.5,402400.5,266591.5,656522,503784.5,247485,222569,633672,120098.5,472677
7251040,332689,,181496,975313,,430950,459921,1304605,197725,328609.5,594753.5,771753.5
7251351,2102118,4230870.5,1120716,3914237.5,648726.5,2796993,3446347,4618193,3409895,3796781,2895710,3831886
7257183,620851.5,593323,105615,583212.5,,,,35829.5,9809,12576,390194.5,267978
7258504,395661.75,911309.5,173971.5,97311,,175039,568821,493782.5,983267,935647,131115,160210
7260819,118819,65755,10338,104862,,14816.5,30414,28872,,28754.5,50729.5,30044.5
7264653,1716992.5,2161528,162235,2687638.5,,1101164,853796.25,,1427280.5,1990801.5,367068.25,308919.5
7264993,795915.5,208469.5,548204.5,1800966.5,84364,717464.5,1076633.5,1704125.5,977326,374702.5,301973.5,935868.5
7265967,35733,94363,242931,,34739,76813.5,67210,,209937,73984.5,372042.5,102989.5
7266652,844432,574005,548945.5,1224603.5,,134955.5,971540,1346928,687560.5,765059,1057329,1031960.5
7270444,374967.5,458442,199259.5,1062520,,383924.5,576947.5,940539.5,351533,386208,616713,439535.5
7273183,800116,1195669.5,274985,1251435,,503529.5,639307.5,831605,638610,464423.5,678926,868824
7273940,588652,1318980,487472.5,1235025.5,303407,827406,1205899,2415624.5,671782.5,1292971,603005.5,1442385
7277735,311013,478312.5,78566.5,517241.5,879958,447252,169148,302035,247335,352325.5,78997.5,100615.5
7281866,,,,75838.5,,,,,,,27632,22267
7282783,153574,366829,,214798.5,,,82212,,77524,214213.5,318958.5,108760.5
7283947,,,30861,,,,,,,,1812254,640480.5
7286595,309825,317831,189973.5,934037.5,,335512,238901.5,441239,,,131855.5,
7289788,307953,294478.5,214113.5,850247.5,,437723.5,1038514,1188902,520054.5,904229.5,,
7308428,2958773.5,2215357.5,1310077.5,5471196,214530,928573.5,2461048,4524073.5,2563576.5,2789430.5,998537.5,636895.5
7311885,5169613,3610996,509499,72389.5,301632,893756,,,,,1426410,2234787.5
7328791,110840.5,,,,,,449130.5,1078612.5,,,1430118,1120089
7393735,2499169,3575391.5,978078,2366623,38027364.5,35888208.5,3530499.5,4978264,3733872,4406804.5,2712689,3276127
7393749,436108.5,271162.5,124419,378866,171399.5,2093704.5,648983,447115.5,557825,735529,317199,
7393752,776485,1169592.5,475503.5,847666,5369630.5,22564851.5,1648189,2786747,1815915.5,1825139.5,,
7393775,374773.5,401490,123698,466270,210203,3131000,,,45215,56661,1082040,1039828
7393792,63783,,,,203355.5,632466.5,46650,,318141.5,14588,,63873
7424429,30794,,66954.5,346117,,105523,,662821,154412.5,,129928,56764
7429775,971089.5,1398863.5,153094.5,759801,,394823,,,,,562366,562043
7435001,3079121,5019901.5,2367763.5,10515333.5,3752855,4022930.5,4781062.5,8782649.5,8422684,8064236.5,2128776,1749541.5
7438132,4101597.5,4332940.5,1732504,6366334.5,224439.5,3338809.5,4310247.5,7756640.5,3935991.5,3235785,4398954.5,4895409
7438591,284991.5,,162551.5,273341,,,,,206250.5,,,
7438750,,,,,,,36614.5,191744,24823.5,13920,392334,461853.5
7439279,15406093,32110584,11529730,28692184.5,2291224.5,17118250.5,25916497.5,45312018,,15110700.5,15486250.5,26336881.5
7440125,4799115,7510566,2005592.5,5138480.5,1085085,3888812,5107822,7760839,1876156,2202776,2293748,2981522.5
7440942,317579,937342.5,159579,844257.5,,206994.5,193234.5,759070.5,103200,,392921.5,558297
7441887,331873,560980,91946,192936,,310742.5,252394.5,,,,157428.5,189781.5
7442057,1002870,1277385.5,488681,1886600,,,,,496148.5,585106,792462,749558.5
7442063,3217348,7406653.5,1925386.5,9353280.5,177512,3538925,3861874,3413796,2712005.5,3829836,4201383,4020392
7449981,16522,,88870.5,53188.5,,130382.5,418761.5,583435.5,240420.5,223853,,
7450006,,,493919.5,,559279.5,352439.5,337307.5,769763.5,,,,
7450009,1985867,1812254.5,1669420,5173523,1744959,1755333,1843690.5,2937566.5,2250084,2083699.5,382624.5,97315
7450046,9103,,9417.5,7374,,6815,58089.5,32139,73935,19502.5,,
7450437,833262.5,633047,894801,1508714,,546695.5,1693796,2215643.5,783710.5,714508.5,640254.5,344339
7450484,,58264,601832,818950.5,54688,1481446,613793,793270,665060.5,809745,,
7451135,1930482,2109292.5,3050577.5,7094574.5,2277226,1870788.5,15572668.5,19115749.5,2086334.5,1586881.5,553916,453057.5
7452184,218823,,,227572,,,169771,89750.5,91857,,215589.5,317387
7452797,757980,148065.25,245335,968612.25,,423965,294149.5,785927,57909,70706,808797,463930.5
7454017,1324364,1557210.5,773808.5,2101759.5,1038370.5,828597.5,1302740.5,1719796,1330870,1431198.5,1093509.5,1336669.5
7469906,43642397,50117308.5,28185476,80386404.5,35990070.5,39501934,36891554,54251292.5,42551773,42543015.5,49482191.5,49283743
7469918,149862.5,70107.5,203479,398514,80089,248280.5,276761,505317.5,53176.5,220900.5,293498.5,345973
7469937,498100.5,218440.5,140198.5,449517,,181539.5,,,30841.5,22414.5,858699.5,758906
7469938,53765.5,,15697.5,8360,,22273.5,40298,,11259,49770,38377,98737
7469990,29271,,59570.5,63257,,,,,,,,
7470009,,,223019.5,,310974,325852.5,85101.5,,38595.5,,,
7470155,363900,88260,,19332,,156894.5,,,46230.5,,2484463.5,2547567.5
7470362,1516522.5,1945764.5,818332,1916010,212547.5,769545.5,2343352,2251528,1481972,1628644.5,252525.5,480435
7471893,4832810,6100317.5,3438481,9765224.5,967971.5,3963660,6093625,9546431,4786550.5,5285400,6095724,6122735
7472967,1933569,2552006.5,971642.5,2924239.5,,1558978.5,1482224.5,2247998,1803554,1856847.5,1876125,2218676
7473315,329593.5,670287,267160.5,715730,487455,463685,942393.5,1650089,748506.5,814336.5,423511,456531.5
7473323,,,48618,247250.5,,,,,,92083,,
7473411,1438980.5,1045386.5,,474002,,266219,,48012.5,38490,33320,694868.5,693366
7473443,545772.5,1050902.5,326052,1778324.5,,553378,1085568,1652109.5,704763.5,942050.5,1069161.5,971411.5
7473645,,351056.5,45896.5,,,,,,,152071,,
7473658,434574,915120.5,225274.5,832859,429711.5,356893.5,738062.5,1019888,499070.5,562399.5,532608.5,695296
7473743,921227,,11417,38814209,15664235,19954313,,,9225325.5,34839,,110489922.5
7473847,117403.5,102572,63419,111370.5,190438,163492,56405,,,97921.5,175757,130674.5
7473950,888375.5,1453931,466270,1581427.5,,737785,1443953.5,2396340,659263,883363,703395.5,665991.5
7474336,89713,,313384,813866.5,43016,374747.5,265580,1134706.5,151493,245006,923648.5,719406.5
7474337,206120.5,,,,,,,,,,202990.5,274520
7476783,4718307,5721630,2702916.5,9325327,171810.5,1920660.5,1817804,3350857,3965962,4416557,6423737.5,3473589.5
7477434,860120.5,1853553.5,376500,1159191.5,123908,858223,931850.5,1865172,833610,1077619.5,1106177,1448594.5
7477702,661125.5,986316.5,171177,793126.5,,447898.5,705703,1213323,194204,428780.5,413840,627395.5
7477704,759975.5,1060784.5,478981.5,1509129,514415,644016.5,813745,934573,812775.5,1091669.5,1657662.5,1997061.5
7478055,226723.5,571450.5,160350,580699,292347,143280.5,571164,860109,318898,478392.5,302148,406724
7478205,585266,480410.5,27523,1626978,377083,350410.5,500975,830067,1703140,1441065,1266709,868830.5
7537677,11561043.5,16026769.5,6744697.5,22318266.5,1418364,10638178,9734693,15538936,11333987,12479022.5,12211106,11169363.5
7537777,,,300849.5,,,,458457,504927,98895,17460,,
7537872,,,,338875.5,,172832.5,,,,290330.5,,
7538174,,,347672.5,,,229482.5,88192.5,139490.5,129608.5,59717,,
7545248,266193.5,397063,107775,196157,,97612.25,458094.5,96346.5,,192893.5,246986,
7546323,1090435.5,1763882,778578.5,2527616.5,145269.5,1183992,1638875.5,2993296,1202555.5,1356744.5,1258851,1417066.5
7546493,74922.5,,,1070399.5,,43712,,268038,400659.5,184288,125958,
7546512,1380365.5,3656917,656501.5,2151051.5,392547.5,1548657.5,2565253.5,4266582,,2084338.5,858556,1496904.5
7546564,382055.5,259859,,87555,,,,,25126,,,
7546574,6556,13057,,,,,,,,,142089,71948
7547460,804765.5,1077876.5,1057095.5,2018968,1227853,1296489,587651,670142.5,417728.5,304187,971787.5,916896.5
7547764,554765,941213,469588,1735746.5,484670.5,549735.5,747445.5,794858.5,450477,842276.5,808998.5,901769
7550164,18579866.5,29477853,10771253.5,27722575.5,2993738,18883639,24314320.5,39607894,17473981.5,21543765.5,11889261.5,17152522
7553153,2106686.5,3757393,416465,1891732.5,,1417280,2304349,2187854,1634127.5,2251222,1791938.5,2019080
7554412,221739,165808.5,132351.5,351683.5,63835,113991,20216,79770,280223.5,76035,618705,474162
7555474,1260513.5,3695191,629705.5,1440951,78755.5,1333996,1627297.5,3403280,1226091,1787551.5,1265612.5,2692134.5
7556239,769260,706100,574761.5,1400028.5,697965,756599.5,344237,367215,736672.5,440873.5,471720.5,1022790
7556644,440095.5,660246,110370,,,194541.5,291452,,,,,332359.5
7560283,136567.5,794261.5,44902,450643.5,,264381,333759.5,,146505.5,333591.5,174834.5,483088.5
7560297,109984,327814,58971,,106065.5,114603,199964,,,,155712.5,231130.5
7560457,103624,,123823,245825.5,150403,,182863,,179653.5,,158784,
7570006,227818,,17907.5,259474,,107341.5,,,92260,120117,,87282
7570010,22362,,16592.5,26510,13290,,,,,,,
7570057,122178.5,85137.5,289143.5,268660,54077,226208,324335.5,396816.5,385608,295913.5,44757.5,43349
7570067,,,,363771.5,,,,19092,,,161352.5,
7570076,1896273,2137120.5,668244.5,3031398.5,159567.5,1391762,1354603.5,1885515.5,1356815.5,822458,1718442.5,1700312
7570077,42690,,9965,88316,,16481,,,102527,71921.5,,
7570082,678655.5,697242.5,1170493,2127557,827161.5,1133845,2035425.5,1945632.5,1414030,1613246.5,505753.5,983006
7570089,96552.5,166002,,18512,,,,,,,89325,
7570103,779914.5,659913.5,284050.5,1060774.5,518094.5,356163,680505,972106,421635.5,445822.5,615361,653615.5
7570124,110001,,,161399.5,17692.5,9324,34603,,86158,61123,141760.5,
7570129,2692411,2356558.5,1186772,3828935,1425466.5,1818264,3665421,4981082.5,3375158,3250285.5,4973987,4721254
7570162,403604,418175,240145,900368,,180227.5,121090,410969,620135.5,484475.5,1195814.5,1010486
7570163,29265,66435,78472.5,528475.5,,,,,68959.5,,178256.5,175314
7570205,460469.5,356835.5,210685.5,800259,361363,261823,421202.5,463550.5,239042,168064,351671.5,194668
7570246,102975,,260279,803290.5,33328,432591.5,171856,231254,90548.5,94203,565295.5,603273
7570277,277937.5,,341384.5,292740.5,,385371,240711,,365301.5,517807,598633.5,146200
7570337,,,,,,21642,,,,,191702.5,117189
7570370,5554097,5774779.5,3848886.5,10362608,818255,6680267.5,7700560,10476523,6357761.5,9128355,1453536,2257725
7570611,39485,,114902.5,481863.5,58881.5,77136.5,60176,68993.5,163772.5,149143.5,,
7575776,161899,126869.5,174104,378562,97489.5,464791,265517.5,328195,480962,461812,543030,384961.5
7575787,,,,17295,,,32057,44622,88661.5,,,
7575923,44306.5,,62950,,,,,,,,28601.5,
7575934,92246,196844,66160,606023.5,184081,213816.5,147811.5,644611.5,440577.5,622270,359685.5,299133.5
7575998,79325.5,10708,26286,63751.5,,20093.5,7888,25712.5,75654.5,44922.5,84441,35718
7576030,57796.5,,,86320,,,125439.5,,,,,
7576034,17436,,,,,,,,73775.5,49356,,
7576050,40484,28241,183362,567449,103982.5,21828.5,9203,117473,292399.5,176701,12865,
7576101,132580.5,,,,,111799,220966,,,,,
7576102,3612303,4398600,2092540.5,6832317.5,328797,3488531.5,3665574,6922595.5,4289269.5,5152141,1510990.5,1267694
7576230,,65754,40872.5,130892.5,,,,83125,,,,
7576362,625244.5,428370,150371.5,70520,,578740,83815,,,,457117.5,584652
7576373,106435,528467,437724.5,661880.5,637971.5,691246.5,158711.5,755660,,53309,,
7576455,109840.5,,95566,120287,,147356.5,440068.5,390928,,,,
7577247,218583.5,68584,206175,759619,166052.5,123402,147943,291335.5,171603,92445,51378,56735
7578588,92895.5,226644.5,112129.5,159487.5,,79746.5,249931,335398.5,109845,239793.5,289729,195362
7579257,2105213,3140394.5,1386357.5,4267067,301759,2943036.5,4033879,6151619,3721741,4010389.5,323881,441355
7580112,675026,800557.5,426709,464418,86706,470239.5,891674.5,1362681.5,519822.5,854035,552128.5,795274
7582748,108538664.5,157748286.5,35032253.5,202829192.5,3127416.5,45016257,111846560,170294522,79892562,88948668.5,165849217,133186471
7582869,4000371.5,4236230,2369658.5,7241719.5,198481,4761016,3725082.5,8233059,4980027.5,4913127.5,7740217.5,8268917.5
7582875,,,,77058,,,,63251.5,,,114361.5,
7582931,1664942,1025114.5,1039284.5,3424256,1205807.5,1328538,634983.5,883939.5,2158329,2243011,670327.5,724428
7582940,86725,149088.5,,,,17988,,,,,108151,
7582966,465699.5,482117.5,216701,452500.5,,,289943.5,416496,558568.5,1214171.5,,352314.5
7582995,268473.5,158086.5,,,,56791,,,,,20477.5,
7583012,5055270,4614407.5,2693105,5628607.5,25871,2611615.5,2653728.5,4353515,3755047,4006692.5,5137493,5605934.5
7583021,,653601,628097.5,1465835.5,,201594.5,,,205825,,487389,631960
7583051,129897.5,,44435.5,,,,76050.5,208376,121430,,523485.5,510338.5
7583052,,,28083.5,151689,,110134.5,98138,296135,311335,227936.5,,
7583066,68095,89804,188748,112614,,11683,91325.5,,211264.5,112596,209972.5,346337
7583085,346517.5,1342843,395491,935606.5,109394.5,689476,799793,1332261,640297,687046,689616.5,468302.5
7583086,1112764,1351691,79596,398888,57284,153603,,146912,314464,656105,263597,425446
7583110,,,,218626.5,,114109.5,389355.5,527402.5,,30826,119863.5,
7583113,,,124724.5,38520,,81267.5,411076,319660,183570,41836,142694,113470.5
7583129,84403.5,109657.5,,7173,13960,,15358,102735,,,,11319
7583130,10802680,13562662,6110910,15671096,1346069,8735844.5,11857839,18031153,9277341.5,11766086,11232286,11993069.5
7583137,47006.5,,28739.5,54100.5,5305,,23814,77855,79534.5,33501,,
7583163,3447763.5,3937551,2243664.5,7585889.5,3253253.5,2630476.5,3883061.5,6229795.5,3937771.5,4680260.5,2555017.5,2662799.5
7583178,62359.5,,87576,274720,30540,25536.5,288558.5,613664.5,37551,162077.5,,
7583194,1024825.5,991444.5,593922.5,987019.25,83667.5,1165089.5,1151364,1633239.5,383795.5,1050845,586988.5,621109.5
7583331,606391,1196625,438993.5,1409305.5,19740,491091.5,819444,1331562,530794,610565.5,,193298
7583783,1373997.5,1690078,737051,2445393.5,195153.5,1028717.5,1948526,2382760.5,750481.5,1152526,705280.5,737254
7584299,,,,13524,,,,,,3754,5444,
7584451,302754,215950.5,358079.5,1138140.5,40281,316097.5,1918259,2865518,1059942.5,340848.5,,
7584703,126691.5,363403,173020.5,446625,,127853,327635.5,567050.5,166490,157728.5,,
7586223,764937,664724,391416,1762207,561813,469676.5,564382,1346433,358475.5,321721,204719.5,29429
7588423,170056.5,275800.5,313796.5,934390,,146285.5,480166.5,989729.5,284950.5,235617.5,,
7588601,957897,1693337.5,711964,1388731,85530.5,954595.5,1355394.5,1774162.5,915290,1078512,190938,355527.5
7590423,2887652,3488731,2149502.5,5430234.5,469060,3554956.5,6260852,9326429.5,3297368.5,4907014.5,722237,415337
7590531,1363671.5,1327436,,3987,242280.5,506461,,,,,470673,189051
7590793,66563,44417.5,12082.5,,,,40164.5,141871.5,33048,,,13208
7590796,,,,,114141.5,116558.5,1176990,1692352.5,,,,
7590800,192029,,399901,867100.5,385118.5,368150,,,,,152981.75,
7590821,2146096.5,2581095,768480.5,3390835.5,1635277.5,1550817.5,2384207.5,4058432.5,2442830,2776444,2208498,2755946.5
7590822,,,132022.5,169405,,,,,,,234382,133367.5
7590824,4174995.5,4596684.5,2527346,6942214.5,746159,3986739.5,7531057.5,11284000,2846183.5,4803663,5940697.5,5703639
7590856,,,32017,328215,,,62815,131628.5,46205.5,,,
7590860,,,42926.5,,,,,,,,58129.5,78577
7590864,193035,,38455,,,24655,45442.5,54002.5,104858.5,82175,126596,237450
7590895,31750,,,,,14857.5,,8844,51294.5,,11585,47308.5
7590898,1504886,1574211.5,700722,1555110,1002661,856471.5,3052840.5,4215679.5,1425232.5,1378971,,
7590899,,,91982.5,660282,,,401673,,367454,362909.5,347678,
7590933,388164.5,496121,136976,352253,269261,252243,287660,708187.5,62889.5,93075,95544,258948.5
7590934,,,61156.5,523960,,188653.5,,,,,139540.5,
7590935,199307,342972,64795.5,537232.5,,61616.5,,,,,254091.5,74144.5
7590937,4261,,,,,,,,4671,12955,,
7590941,289937.5,,77536.5,448558,,53399.5,51693,281582.5,214934.5,539443.5,,
7590974,6387910.5,8426349.5,3746435,14058866.5,657518,5373371.5,7454597,13140702.5,5297352.5,6378344.5,6963285.5,6598723.5
7590979,,,,,,8747,31212.5,,,,43552.5,
7591018,1145838,964158.5,242206.5,993297,44242.5,320866,,98600,322298.5,177432,1638847.5,1548355.5
7591029,25201,,16273,34139,19715,,,120179,,86464.5,19704.5,31108.5
7591030,993250,900912,455482,1466038,717655.5,556057,613505,1349848.5,775348.5,777536.5,987459.5,808405
7591047,,327820.5,61084.5,271251,,,358580.5,561436.5,275915.5,376277.5,,
7591058,2295232.5,3146448.5,1585133,5508531,503993,2028762,3358907,6083191.5,4116378.5,4570464.5,669312.5,850137.5
7591062,269517,562466.5,156071.5,435428.5,,174760,292824.5,,212037.5,,309634.5,312130.5
7591071,,296957,253656,930378.5,,391594,403886,458164.5,234391,171657,,
7591091,,,,,,,42673,130209.5,,98074.5,,
7591092,621667,791402.5,,441474,,62895,159992,404184,510374,413233,171618,22667
7591131,30699,,,,,,61611,,,,43547.5,77557.5
7591146,1047723,725415.5,452155.5,2347415,,444571.5,945261,75756,1350200.5,1462993,340477,
7591151,1112135,1546397,1199472.5,4462166.5,14977,667405,940862,1083153,417260.5,929127.5,1907412.5,208594
7591168,95204.5,,,,,77091,,84599,,,,90378.5
7591188,24082,,155212,369786.5,,69627.5,293890,332705,279252.5,363773,186665.5,225337.5
7591197,,100688,127331.5,323601,,,301764,,,,,232722
7591225,1290225,1329228.5,427230,1222197,,960004.5,1189931,1950861,628178.5,785138.5,652535,810436
7591260,470534,270956,360266.5,1571059,475492,260359,1089065.5,1840443,990352,1135128.5,41302.5,
7591501,1898118,2608059,1533990,5885927.5,967176.5,1258903,3648759,5649117,3524032,2657734,1228650.5,1098405
7592374,161379.5,,,,,,,,127858,175274.5,,
7594300,11384695.5,17795096,8301340.5,17200230,1521569,7030636.5,19117360,33217848,15493926.5,18660689.5,3391338,3863623
7594558,1427495,2960673.5,697210,1896148.5,69022.5,1683971.5,3219554,5448504.5,1868922.5,2611123.5,1538522.5,2313663
7594840,121381.5,,471233,1835030,,31074.5,1411339,2620305.5,504725.5,489175,,
7595200,,1105032,294306.5,,29311,,,292741,,,,
7595335,127859,,,214895.5,,,,,,,68288,
7595583,102596.5,251026.5,28676.5,,,,122936.5,240049,,,126825.5,183661
7595765,1539722,2132361.5,617903.5,1223405,,1307665.5,1652490,1772078,1132882.5,1426409,651459.5,920108
7596235,2765481,3740271,1205278.5,3994864,514435.5,3620636,3196256,4200294.5,3559102.5,4312357,782452.5,1300614
7596737,338400.5,769513.5,267707.5,565100,,537609,746033,1080707,542176.5,514993,395464.5,201531.5
7596859,733078.5,891775,393203.5,967853,92469,811812.5,693237,1237347.5,666408,603602,136025,82277.5
7597147,1953051,1251375,796942,837894,50518.5,629646.5,54104,1202983,847690.5,892556.5,827482.5,624022.5
7597184,,,46265,,,,169589.5,150385.5,,,,104803.5
7597185,2934513,2209521,3381320,8734065,2633519,3480940,3215964.5,4744920,3955139.5,3934539.5,413123.5,401117.5
7597187,651240.5,580275.5,176485,341706.5,181509.5,,720755,1310518.5,348635,184263.5,270027.5,137565
7597192,890810.5,1186916.5,336090.5,1029535,39117,579946.5,812216,1423852.5,713470,906968,889011,963278.5
7597193,872386,,41682.5,1073039.5,,39059.5,295611.5,198029.5,1031429.5,507323.5,1968017.5,1056532
7597210,,102627,67220,104972,,,,170671.5,187421.5,,235884,181835
7597222,126701.5,146585.5,,278209.5,,102397,139060.5,,,,228552.5,
7597230,281992,372918,71391,177830,,113764,297816.5,370540.5,420152.5,375598.5,498684.5,501408
7597237,619361.5,956230,,,,89675.5,,116237.5,985114.5,1842500,,
7597242,165088,,48322,375451,,160815.5,245162,488878.5,192368.5,64016,,424071.5
7597254,290021,,200671,402735,,,,467690,,371515,450407,
7597274,556530.5,467785,230170,1380252.5,25807.5,355672,134758,292397,476268.5,413395,304172.5,650248.5
7597278,320421.5,264454.5,145364.5,430536,46278,101318.5,,610743,438045,543482.5,334903,455576.5
7597283,563398.5,,299637.5,,271530.5,251375,467043,618178,309941,377184,547003,619973
7597285,5577663,7233591.5,1656462.5,9010442,621570,3447358,5333668,8453190,5360551.5,6605040,4729888,4917106.5
7597298,,138439,32387.5,605836.5,,,124998,312783,,408898,,16648
7597323,81849400,52248915.75,53642694,152941931,6771548,49051108.5,127511779,196973416.5,109683891.5,128620790,43960515.5,52411031
7597324,1960490.5,4247676.5,1161684.5,2541821,265387,1829409.5,2771765.5,4129917,2758405,2813493.5,3976072,4935242.5
7597333,210075,,,,,,504925.5,374243,,170917,,598393
7597363,3003887.5,5541355.5,3204859,9275327,229358.5,4451284.5,4669566.5,7466190.5,1083381,1319324.5,3952801.5,4679846.5
7597369,43874.5,,,41792.5,,,,,,,66399,
7597386,,145648,79363,436637,,156734,255420.5,835599.5,120185.5,,,
7597390,,,287869.5,1347029.5,55632.5,123877.5,361760,269130,,875180.5,,46207.5
7597395,134473,118417,189721.5,212871,87921.5,107543,331697,527941.5,74193,97794,200859.5,193433
7597406,73781,81896.5,,,,39349,190382.5,214098,,,,
7597442,26226203.5,42388265.5,15454596,45180576,1302143,15186351.5,35625948,58947954.5,29800072.5,37908039,20377467,24208394
7597459,1217927.5,1811278,971559.5,2319986.5,155001,1214654.5,2018345.5,2608112.5,922744,1212885.5,481886.5,882916.5
