Mass_Tag_ID,Ref_ID,Reference
6966154,25783,IPI:IPI00411834.2
6966154,21086,IPI:IPI00009865.1
6966154,26654,IPI:IPI00290077.1
6966154,29653,IPI:IPI00295684.1
6966154,29698,IPI:IPI00383111.1
6966154,30232,IPI:IPI00180956.4
6966154,30358,IPI:IPI00411506.1
6966154,39868,IPI:IPI00184195.2
6966154,13376,IPI:IPI00335614.3
6966154,30229,IPI:IPI00176703.4
6966154,9272,IPI:IPI00171834.3
6966154,18454,IPI:IPI00384444.4
6966154,4613,IPI:IPI00217963.2
6966154,9343,IPI:IPI00182562.2
6966154,11415,IPI:IPI00479145.1
6966154,11640,IPI:IPI00550818.2
6966154,12810,IPI:IPI00184978.3
6966154,13346,IPI:IPI00333429.2
6966154,18338,IPI:IPI00335753.3
6966154,13839,IPI:IPI00412365.1
6966154,14451,IPI:IPI00479902.1
6966154,17698,IPI:IPI00164375.6
6966154,18080,IPI:IPI00240503.5
6966154,2990,IPI:IPI00015309.1
6966154,18307,IPI:IPI00332489.3
6966154,13885,IPI:IPI00414173.2
6966529,1850,IPI:IPI00432409.1
6966529,1273,IPI:IPI00301844.2
6966654,29948,IPI:IPI00216730.1
6966654,12529,IPI:IPI00141938.3
6966654,33156,IPI:IPI00249267.1
6966654,30135,IPI:IPI00552873.1
6966654,30005,IPI:IPI00339274.4
6966654,29981,IPI:IPI00303315.3
6966654,29973,IPI:IPI00291764.2
6966654,29971,IPI:IPI00255316.4
6966654,29964,IPI:IPI00220855.3
6966654,29957,IPI:IPI00219037.4
6966654,48553,IPI:IPI00398805.1
6966654,29945,IPI:IPI00216457.6
6966654,29944,IPI:IPI00216456.4
6966654,29917,IPI:IPI00102165.1
6966654,29911,IPI:IPI00081836.1
6966654,29899,IPI:IPI00031562.1
6966654,29889,IPI:IPI00026272.1
6966654,14666,IPI:IPI00554720.1
6966654,12937,IPI:IPI00218448.3
6966654,12391,IPI:IPI00045109.1
6966654,12092,IPI:IPI00018278.1
6966654,13398,IPI:IPI00373807.1
6967046,34350,IPI:IPI00175108.3
6967046,2293,IPI:IPI00514561.1
6967046,907,IPI:IPI00216746.1
6967046,891,IPI:IPI00216049.1
6967172,29860,IPI:IPI00010471.1
6967174,25611,IPI:IPI00376005.1
6967174,25779,IPI:IPI00411704.2
6967188,14962,IPI:IPI00019502.1
6967192,27196,IPI:IPI00550363.1
6967192,26323,IPI:IPI00024057.2
6967200,47577,IPI:IPI00003734.1
6967200,39039,IPI:IPI00013895.1
6967200,45265,IPI:IPI00029574.1
6967204,29488,IPI:IPI00000816.1
6967210,27390,IPI:IPI00031370.3
6967210,28062,IPI:IPI00549853.2
6967210,28058,IPI:IPI00549172.2
6967210,27465,IPI:IPI00160897.3
6967210,27339,IPI:IPI00023598.1
6967210,27293,IPI:IPI00013475.1
6967210,27265,IPI:IPI00007752.1
6967210,27287,IPI:IPI00011654.2
6967211,21951,IPI:IPI00387144.4
6967211,22521,IPI:IPI00552356.1
6967211,22099,IPI:IPI00414274.2
6967211,22050,IPI:IPI00410402.1
6967211,21501,IPI:IPI00179709.4
6967211,21585,IPI:IPI00218345.1
6967211,21505,IPI:IPI00180675.4
6967211,21584,IPI:IPI00218343.4
6967211,15373,IPI:IPI00166768.1
6967211,21776,IPI:IPI00328163.1
6967213,29488,IPI:IPI00000816.1
6967223,16289,IPI:IPI00396479.1
6967223,24045,IPI:IPI00021263.3
6967223,24273,IPI:IPI00180776.2
6967227,22325,IPI:IPI00465248.4
6967233,18329,IPI:IPI00334775.3
6967233,18730,IPI:IPI00414676.5
6967237,27287,IPI:IPI00011654.2
6967237,27339,IPI:IPI00023598.1
6967242,24045,IPI:IPI00021263.3
6967242,24273,IPI:IPI00180776.2
6967242,50085,IPI:IPI00021263.1
6967242,62582,IPI:IPI00180776.1
6967255,18329,IPI:IPI00334775.3
6967255,18730,IPI:IPI00414676.5
6967255,5831,IPI:IPI00382470.2
6967261,18730,IPI:IPI00414676.5
6967261,18329,IPI:IPI00334775.3
6967263,21090,IPI:IPI00010154.3
6967263,34330,IPI:IPI00031461.1
6967263,42015,IPI:IPI00514395.1
6967271,22676,IPI:IPI00012507.2
6967277,15431,IPI:IPI00169383.2
6967282,31546,IPI:IPI00220642.4
6967287,18730,IPI:IPI00414676.5
6967287,18329,IPI:IPI00334775.3
6967289,60429,IPI:IPI00075248.1
6967289,34337,IPI:IPI00075248.5
6967289,60941,IPI:IPI00233214.2
6967289,60478,IPI:IPI00105585.5
6967289,60435,IPI:IPI00081025.1
6967289,34450,IPI:IPI00550073.1
6967289,34449,IPI:IPI00549728.2
6967289,34381,IPI:IPI00386621.1
6967289,34435,IPI:IPI00478156.1
6967292,15431,IPI:IPI00169383.2
6967293,34240,IPI:IPI00385244.4
6967293,34270,IPI:IPI00453476.2
6967293,34294,IPI:IPI00549725.2
6967294,46605,IPI:IPI00451401.2
6967294,23362,IPI:IPI00383071.1
6967294,32692,IPI:IPI00465028.4
6967302,32692,IPI:IPI00465028.4
6967303,5831,IPI:IPI00382470.2
6967313,35349,IPI:IPI00216005.5
6967313,38062,IPI:IPI00017454.2
6967313,21951,IPI:IPI00387144.4
6967313,21776,IPI:IPI00328163.1
6967313,21584,IPI:IPI00218343.4
6967313,16044,IPI:IPI00335314.3
6967313,14787,IPI:IPI00007750.1
6967313,11399,IPI:IPI00478908.1
6967324,16268,IPI:IPI00395772.3
6967324,14962,IPI:IPI00019502.1
6967327,26323,IPI:IPI00024057.2
6967327,27196,IPI:IPI00550363.1
6967331,46978,IPI:IPI00293276.7
6967340,27646,IPI:IPI00292496.1
6967340,40625,IPI:IPI00182840.3
6967340,28058,IPI:IPI00549172.2
6967340,27265,IPI:IPI00007752.1
6967340,28037,IPI:IPI00514047.1
6967340,27718,IPI:IPI00335160.1
6967340,27465,IPI:IPI00160897.3
6967340,27403,IPI:IPI00034283.2
6967340,27390,IPI:IPI00031370.3
6967340,27287,IPI:IPI00011654.2
6967340,27293,IPI:IPI00013475.1
6967340,27519,IPI:IPI00174849.4
6967353,24045,IPI:IPI00021263.3
6967353,24273,IPI:IPI00180776.2
6967354,19023,IPI:IPI00465439.4
6967354,19246,IPI:IPI00549682.1
6967377,19531,IPI:IPI00021440.1
6967377,20039,IPI:IPI00248359.4
6967377,20939,IPI:IPI00550724.2
6967377,21413,IPI:IPI00157721.7
6967377,22029,IPI:IPI00401614.2
6967377,22264,IPI:IPI00455552.1
6967377,19530,IPI:IPI00021439.1
6967386,5831,IPI:IPI00382470.2
6967394,14962,IPI:IPI00019502.1
6967394,16268,IPI:IPI00395772.3
6967403,662,IPI:IPI00100160.2
6967423,19572,IPI:IPI00025416.1
6967423,58183,IPI:IPI00248359.3
6967423,56286,IPI:IPI00401614.1
6967423,55056,IPI:IPI00385560.1
6967423,22029,IPI:IPI00401614.2
6967423,20939,IPI:IPI00550724.2
6967423,20909,IPI:IPI00515047.1
6967423,20891,IPI:IPI00514530.3
6967423,20039,IPI:IPI00248359.4
6967423,19545,IPI:IPI00023006.1
6967423,19531,IPI:IPI00021440.1
6967423,19530,IPI:IPI00021439.1
6967423,19529,IPI:IPI00021428.1
6967423,19401,IPI:IPI00008603.1
6967423,50206,IPI:IPI00024323.4
6967423,22264,IPI:IPI00455552.1
6967423,59552,IPI:IPI00397206.1
6967423,20502,IPI:IPI00414057.2
6967452,24345,IPI:IPI00220301.4
6967454,27079,IPI:IPI00473069.1
6967454,43898,IPI:IPI00413922.2
6967454,45616,IPI:IPI00335168.8
6967454,47823,IPI:IPI00066374.1
6967455,21585,IPI:IPI00218345.1
6967455,35349,IPI:IPI00216005.5
6967455,22521,IPI:IPI00552356.1
6967455,22099,IPI:IPI00414274.2
6967455,21951,IPI:IPI00387144.4
6967455,21584,IPI:IPI00218343.4
6967455,21505,IPI:IPI00180675.4
6967455,21501,IPI:IPI00179709.4
6967455,16044,IPI:IPI00335314.3
6967455,14787,IPI:IPI00007750.1
6967455,38062,IPI:IPI00017454.2
6967455,22050,IPI:IPI00410402.1
6967475,21501,IPI:IPI00179709.4
6967475,21776,IPI:IPI00328163.1
6967475,21658,IPI:IPI00253411.2
6967475,35349,IPI:IPI00216005.5
6967475,22521,IPI:IPI00552356.1
6967475,22099,IPI:IPI00414274.2
6967475,22050,IPI:IPI00410402.1
6967475,21951,IPI:IPI00387144.4
6967475,21505,IPI:IPI00180675.4
6967475,16044,IPI:IPI00335314.3
6967475,15373,IPI:IPI00166768.1
6967475,14787,IPI:IPI00007750.1
6967475,11399,IPI:IPI00478908.1
6967475,21584,IPI:IPI00218343.4
6967475,21585,IPI:IPI00218345.1
6967522,10600,IPI:IPI00402104.3
6967522,39141,IPI:IPI00027388.5
6967522,10601,IPI:IPI00402137.3
6967522,7911,IPI:IPI00549466.1
6967522,6716,IPI:IPI00419585.6
6967522,11235,IPI:IPI00472718.1
6967590,18329,IPI:IPI00334775.3
6967590,18730,IPI:IPI00414676.5
6967590,33466,IPI:IPI00514659.1
6967590,33468,IPI:IPI00515119.1
6967626,28799,IPI:IPI00012011.3
6967626,29025,IPI:IPI00413344.2
6967667,15524,IPI:IPI00186290.5
6967793,34557,IPI:IPI00398048.1
6967793,13527,IPI:IPI00384051.4
6967916,27735,IPI:IPI00374975.2
6967916,34240,IPI:IPI00385244.4
6967916,34270,IPI:IPI00453476.2
6967916,34294,IPI:IPI00549725.2
6967916,39761,IPI:IPI00218570.5
6967985,43828,IPI:IPI00216691.4
6968050,12151,IPI:IPI00021716.1
6968204,27287,IPI:IPI00011654.2
6968204,39791,IPI:IPI00398982.1
6968204,28062,IPI:IPI00549853.2
6968204,28058,IPI:IPI00549172.2
6968204,27465,IPI:IPI00160897.3
6968204,27457,IPI:IPI00152453.1
6968204,27403,IPI:IPI00034283.2
6968204,27390,IPI:IPI00031370.3
6968204,27339,IPI:IPI00023598.1
6968204,27293,IPI:IPI00013475.1
6968204,27265,IPI:IPI00007752.1
6968204,27295,IPI:IPI00013683.2
6968282,24273,IPI:IPI00180776.2
6968282,24045,IPI:IPI00021263.3
6968345,19456,IPI:IPI00013508.3
6968345,2939,IPI:IPI00013808.1
6968362,5831,IPI:IPI00382470.2
6968362,24111,IPI:IPI00031523.1
6968362,31950,IPI:IPI00384026.1
6968362,53783,IPI:IPI00328602.3
6968394,19530,IPI:IPI00021439.1
6968394,19531,IPI:IPI00021440.1
6968394,20939,IPI:IPI00550724.2
6968608,5560,IPI:IPI00333541.3
6968608,5337,IPI:IPI00302592.1
6968861,31523,IPI:IPI00219622.2
6969305,19456,IPI:IPI00013508.3
6969439,46113,IPI:IPI00376170.2
6969439,6716,IPI:IPI00419585.6
6969439,7911,IPI:IPI00549466.1
6969439,16900,IPI:IPI00480133.1
6969502,28413,IPI:IPI00216106.3
6969502,40149,IPI:IPI00290416.3
6969520,24273,IPI:IPI00180776.2
6969520,31546,IPI:IPI00220642.4
6969520,43668,IPI:IPI00216319.2
6969520,29488,IPI:IPI00000816.1
6969520,12853,IPI:IPI00216318.4
6969520,10669,IPI:IPI00411765.2
6969520,3075,IPI:IPI00018146.1
6969520,8474,IPI:IPI00013890.1
6969520,24045,IPI:IPI00021263.3
6969912,29860,IPI:IPI00010471.1
6970034,27293,IPI:IPI00013475.1
6970034,39791,IPI:IPI00398982.1
6970034,28062,IPI:IPI00549853.2
6970034,27390,IPI:IPI00031370.3
6970034,27287,IPI:IPI00011654.2
6970034,27265,IPI:IPI00007752.1
6970034,28058,IPI:IPI00549172.2
6970308,5851,IPI:IPI00382697.1
6970308,5854,IPI:IPI00382700.1
6970308,7483,IPI:IPI00477536.1
6970308,5853,IPI:IPI00382699.1
6970308,5852,IPI:IPI00382698.1
6970308,5560,IPI:IPI00333541.3
6970308,5337,IPI:IPI00302592.1
6970308,5011,IPI:IPI00289334.1
6970308,838,IPI:IPI00178352.3
6970308,1757,IPI:IPI00413958.2
6970308,7758,IPI:IPI00480131.1
6970308,5850,IPI:IPI00382696.1
6971193,58817,IPI:IPI00335250.1
6971193,62675,IPI:IPI00219365.1
6971193,52892,IPI:IPI00260020.2
6971193,26272,IPI:IPI00017367.1
6971193,58084,IPI:IPI00220313.1
6971193,9993,IPI:IPI00304755.2
6971193,9635,IPI:IPI00220314.1
6971193,9634,IPI:IPI00220312.1
6971193,1047,IPI:IPI00220308.1
6971193,52177,IPI:IPI00216311.4
6971193,39485,IPI:IPI00220315.1
6971244,12151,IPI:IPI00021716.1
6971247,19937,IPI:IPI00216298.5
6971247,20297,IPI:IPI00382841.1
6971247,20966,IPI:IPI00552768.1
6971268,27115,IPI:IPI00478716.3
6971268,38423,IPI:IPI00414662.1
6971268,6575,IPI:IPI00413340.1
6971268,38380,IPI:IPI00145540.5
6971268,38918,IPI:IPI00377005.1
6971268,35798,IPI:IPI00180173.4
6971268,27127,IPI:IPI00479185.1
6971268,26774,IPI:IPI00382894.2
6971268,26583,IPI:IPI00218320.2
6971268,26526,IPI:IPI00178083.2
6971268,9361,IPI:IPI00183968.1
6971268,2835,IPI:IPI00010779.3
6971268,9467,IPI:IPI00216975.1
6971268,27095,IPI:IPI00477649.1
6971274,43828,IPI:IPI00216691.4
6971277,25086,IPI:IPI00014424.1
6971277,37148,IPI:IPI00261023.5
6971277,25988,IPI:IPI00472724.1
6971277,25143,IPI:IPI00025447.3
6971277,39700,IPI:IPI00455434.1
6971277,20867,IPI:IPI00513808.1
6971277,29771,IPI:IPI00455055.2
6971277,7076,IPI:IPI00455628.1
6971277,1610,IPI:IPI00396490.2
6971277,25360,IPI:IPI00180730.1
6971285,11235,IPI:IPI00472718.1
6971285,39141,IPI:IPI00027388.5
6971285,42583,IPI:IPI00106604.3
6971285,36686,IPI:IPI00397019.2
6971285,35170,IPI:IPI00173720.2
6971285,32334,IPI:IPI00419262.1
6971285,32109,IPI:IPI00397191.2
6971285,23946,IPI:IPI00007346.1
6971285,19563,IPI:IPI00024129.1
6971285,11142,IPI:IPI00457219.1
6971285,10601,IPI:IPI00402137.3
6971285,10600,IPI:IPI00402104.3
6971285,10235,IPI:IPI00376771.2
6971285,10185,IPI:IPI00374732.2
6971285,7911,IPI:IPI00549466.1
6971285,6792,IPI:IPI00431795.2
6971285,42574,IPI:IPI00073603.3
6971285,6716,IPI:IPI00419585.6
6971394,16289,IPI:IPI00396479.1
6971394,24273,IPI:IPI00180776.2
6971394,24045,IPI:IPI00021263.3
6971403,31699,IPI:IPI00298547.3
6971406,18329,IPI:IPI00334775.3
6971406,18730,IPI:IPI00414676.5
6971462,5472,IPI:IPI00328762.3
6971462,27912,IPI:IPI00443459.1
6971462,5831,IPI:IPI00382470.2
6971668,12151,IPI:IPI00021716.1
6971824,35946,IPI:IPI00554778.1
6971824,47159,IPI:IPI00376165.2
6971824,45940,IPI:IPI00180240.2
6971824,38992,IPI:IPI00376164.2
6971824,35834,IPI:IPI00299633.3
6971824,31862,IPI:IPI00376163.2
6971824,7795,IPI:IPI00514002.1
6971824,42096,IPI:IPI00220828.4
6971858,43763,IPI:IPI00553016.1
6971858,3075,IPI:IPI00018146.1
6971858,8474,IPI:IPI00013890.1
6971858,10669,IPI:IPI00411765.2
6971858,12853,IPI:IPI00216318.4
6971858,24045,IPI:IPI00021263.3
6971858,24273,IPI:IPI00180776.2
6971858,29488,IPI:IPI00000816.1
6971858,31546,IPI:IPI00220642.4
6971858,43668,IPI:IPI00216319.2
6976046,12835,IPI:IPI00216047.3
6976046,12533,IPI:IPI00150057.4
6976215,2553,IPI:IPI00003362.1
6976222,5831,IPI:IPI00382470.2
6976227,46922,IPI:IPI00215790.5
6976228,15431,IPI:IPI00169383.2
6976252,17254,IPI:IPI00013894.1
6976252,19182,IPI:IPI00479946.2
6976293,2570,IPI:IPI00003865.1
6976293,12368,IPI:IPI00037070.1
6976322,20837,IPI:IPI00479359.5
6976322,20917,IPI:IPI00549319.2
6976322,16944,IPI:IPI00514912.1
6976322,15674,IPI:IPI00219365.2
6976322,26272,IPI:IPI00017367.1
6976340,17972,IPI:IPI00219018.4
6976340,52464,IPI:IPI00219018.1
6976351,27457,IPI:IPI00152453.1
6976351,44888,IPI:IPI00006510.1
6976351,40625,IPI:IPI00182840.3
6976351,28062,IPI:IPI00549853.2
6976351,28058,IPI:IPI00549172.2
6976351,28037,IPI:IPI00514047.1
6976351,27718,IPI:IPI00335160.1
6976351,27646,IPI:IPI00292496.1
6976351,27519,IPI:IPI00174849.4
6976351,27465,IPI:IPI00160897.3
6976351,44158,IPI:IPI00217903.3
6976351,27390,IPI:IPI00031370.3
6976351,27339,IPI:IPI00023598.1
6976351,27319,IPI:IPI00018511.1
6976351,27295,IPI:IPI00013683.2
6976351,27293,IPI:IPI00013475.1
6976351,27287,IPI:IPI00011654.2
6976351,27265,IPI:IPI00007752.1
6976351,27403,IPI:IPI00034283.2
6976351,6271,IPI:IPI00397746.2
6976357,16944,IPI:IPI00514912.1
6976357,15674,IPI:IPI00219365.2
6976364,22521,IPI:IPI00552356.1
6976364,22099,IPI:IPI00414274.2
6976364,21951,IPI:IPI00387144.4
6976364,21776,IPI:IPI00328163.1
6976364,21501,IPI:IPI00179709.4
6976364,21585,IPI:IPI00218345.1
6976364,35349,IPI:IPI00216005.5
6976364,21505,IPI:IPI00180675.4
6976364,16044,IPI:IPI00335314.3
6976364,15373,IPI:IPI00166768.1
6976364,14787,IPI:IPI00007750.1
6976364,11399,IPI:IPI00478908.1
6976364,21584,IPI:IPI00218343.4
6976375,15674,IPI:IPI00219365.2
6976375,16944,IPI:IPI00514912.1
6976667,29835,IPI:IPI00552282.1
6976667,17972,IPI:IPI00219018.4
6976667,18436,IPI:IPI00383758.1
6976679,22634,IPI:IPI00008529.1
6976711,31523,IPI:IPI00219622.2
6976784,16944,IPI:IPI00514912.1
6976784,15674,IPI:IPI00219365.2
6976929,5560,IPI:IPI00333541.3
6978084,21584,IPI:IPI00218343.4
6978084,22521,IPI:IPI00552356.1
6978084,22099,IPI:IPI00414274.2
6978084,21585,IPI:IPI00218345.1
6978084,36619,IPI:IPI00062209.3
6978084,21505,IPI:IPI00180675.4
6978084,21501,IPI:IPI00179709.4
6978084,16044,IPI:IPI00335314.3
6978084,14787,IPI:IPI00007750.1
6978084,11153,IPI:IPI00457376.1
6978084,21658,IPI:IPI00253411.2
6978084,21951,IPI:IPI00387144.4
6978210,16074,IPI:IPI00339269.1
6978210,19214,IPI:IPI00514377.3
6978210,18240,IPI:IPI00304925.1
6978210,13211,IPI:IPI00301277.1
6978210,2570,IPI:IPI00003865.1
6978210,2720,IPI:IPI00007702.1
6978261,12151,IPI:IPI00021716.1
6979081,19572,IPI:IPI00025416.1
6979081,20939,IPI:IPI00550724.2
6979081,20909,IPI:IPI00515047.1
6979081,19339,IPI:IPI00003269.1
6979081,20891,IPI:IPI00514530.3
6979081,20502,IPI:IPI00414057.2
6979081,19531,IPI:IPI00021440.1
6979081,19530,IPI:IPI00021439.1
6979081,19401,IPI:IPI00008603.1
6979081,19545,IPI:IPI00023006.1
6979081,19529,IPI:IPI00021428.1
6979226,40809,IPI:IPI00220827.4
6979577,12151,IPI:IPI00021716.1
6980071,44158,IPI:IPI00217903.3
6980071,27519,IPI:IPI00174849.4
6980071,44888,IPI:IPI00006510.1
6980071,27718,IPI:IPI00335160.1
6980071,28037,IPI:IPI00514047.1
6980071,28058,IPI:IPI00549172.2
6980071,40625,IPI:IPI00182840.3
6980071,27465,IPI:IPI00160897.3
6980071,28062,IPI:IPI00549853.2
6980071,27646,IPI:IPI00292496.1
6980071,27403,IPI:IPI00034283.2
6980071,27390,IPI:IPI00031370.3
6980071,27339,IPI:IPI00023598.1
6980071,27319,IPI:IPI00018511.1
6980071,27295,IPI:IPI00013683.2
6980071,27293,IPI:IPI00013475.1
6980071,27287,IPI:IPI00011654.2
6980071,27265,IPI:IPI00007752.1
6980071,6271,IPI:IPI00397746.2
6980071,27457,IPI:IPI00152453.1
6980147,40313,IPI:IPI00397272.2
6980147,18329,IPI:IPI00334775.3
6980147,18730,IPI:IPI00414676.5
6980483,27287,IPI:IPI00011654.2
6980613,13008,IPI:IPI00220362.4
6980613,18937,IPI:IPI00455469.1
6980613,36517,IPI:IPI00398969.1
6981103,4854,IPI:IPI00220644.6
6981103,5881,IPI:IPI00383237.3
6981103,7656,IPI:IPI00479186.2
6981957,30896,IPI:IPI00026260.1
6981957,31851,IPI:IPI00375531.1
6981957,30661,IPI:IPI00012048.1
6982085,22676,IPI:IPI00012507.2
6982085,40039,IPI:IPI00044779.1
6982085,40074,IPI:IPI00395884.1
6982085,40099,IPI:IPI00455634.1
6982652,43828,IPI:IPI00216691.4
6983307,7223,IPI:IPI00457355.1
6983307,28799,IPI:IPI00012011.3
6983307,29025,IPI:IPI00413344.2
6983307,42836,IPI:IPI00031045.3
6983307,42982,IPI:IPI00473014.1
6983429,14787,IPI:IPI00007750.1
6983485,19023,IPI:IPI00465439.4
6983485,19246,IPI:IPI00549682.1
6983535,4854,IPI:IPI00220644.6
6983535,5881,IPI:IPI00383237.3
6983535,7656,IPI:IPI00479186.2
6983535,9702,IPI:IPI00243603.5
6983612,30661,IPI:IPI00012048.1
6983612,30896,IPI:IPI00026260.1
6983612,31851,IPI:IPI00375531.1
6983633,20837,IPI:IPI00479359.5
6983633,20917,IPI:IPI00549319.2
6983633,26272,IPI:IPI00017367.1
6983633,15674,IPI:IPI00219365.2
6983633,16178,IPI:IPI00384282.1
6983633,16944,IPI:IPI00514912.1
6983716,28242,IPI:IPI00418471.5
6983716,32770,IPI:IPI00477807.3
6983716,38159,IPI:IPI00552689.1
6983852,22325,IPI:IPI00465248.4
6983875,44159,IPI:IPI00220766.3
6983908,20837,IPI:IPI00479359.5
6983908,20917,IPI:IPI00549319.2
6983908,16944,IPI:IPI00514912.1
6983908,16178,IPI:IPI00384282.1
6983908,15674,IPI:IPI00219365.2
6983908,26272,IPI:IPI00017367.1
6984735,29203,IPI:IPI00030154.1
6984735,29464,IPI:IPI00479722.1
6984735,36489,IPI:IPI00374179.1
6985570,12151,IPI:IPI00021716.1
6985745,30948,IPI:IPI00029091.1
6985745,30896,IPI:IPI00026260.1
6987038,25143,IPI:IPI00025447.3
6987038,25988,IPI:IPI00472724.1
6987038,25453,IPI:IPI00239992.2
6987038,25360,IPI:IPI00180730.1
6987038,20867,IPI:IPI00513808.1
6987038,20202,IPI:IPI00332724.1
6987038,7076,IPI:IPI00455628.1
6987038,25086,IPI:IPI00014424.1
6987038,18577,IPI:IPI00398950.2
6988062,24763,IPI:IPI00453473.3
6988121,46591,IPI:IPI00398806.1
6988121,29957,IPI:IPI00219037.4
6988121,29945,IPI:IPI00216457.6
6988121,29971,IPI:IPI00255316.4
6988121,29973,IPI:IPI00291764.2
6988121,29981,IPI:IPI00303315.3
6988121,30135,IPI:IPI00552873.1
6988121,49068,IPI:IPI00478733.1
6988121,29944,IPI:IPI00216456.4
6988121,30005,IPI:IPI00339274.4
6988121,12937,IPI:IPI00218448.3
6988121,29964,IPI:IPI00220855.3
6988121,12092,IPI:IPI00018278.1
6988121,12529,IPI:IPI00141938.3
6988121,33156,IPI:IPI00249267.1
6988121,13736,IPI:IPI00398798.1
6988121,14666,IPI:IPI00554720.1
6988121,29889,IPI:IPI00026272.1
6988121,29899,IPI:IPI00031562.1
6988121,29917,IPI:IPI00102165.1
6988121,29911,IPI:IPI00081836.1
6988121,12391,IPI:IPI00045109.1
6988522,9681,IPI:IPI00232705.1
6988522,44654,IPI:IPI00376838.2
6988522,32345,IPI:IPI00419884.1
6988522,31500,IPI:IPI00219038.4
6988522,11265,IPI:IPI00477080.1
6988522,2037,IPI:IPI00465070.4
6988522,1968,IPI:IPI00455457.3
6988522,1806,IPI:IPI00419900.2
6988522,808,IPI:IPI00171611.5
6988522,898,IPI:IPI00216402.2
6989441,32056,IPI:IPI00386854.5
6989441,32764,IPI:IPI00477522.1
6989441,32096,IPI:IPI00396378.3
6989441,32304,IPI:IPI00414696.1
6989445,24763,IPI:IPI00453473.3
6989445,24969,IPI:IPI00551050.2
6991701,5831,IPI:IPI00382470.2
6991701,31950,IPI:IPI00384026.1
6991722,8475,IPI:IPI00013944.2
6991722,9442,IPI:IPI00216592.1
6991722,11286,IPI:IPI00477313.1
6991722,28714,IPI:IPI00411624.1
6991738,26526,IPI:IPI00178083.2
6991738,27127,IPI:IPI00479185.1
6991738,27095,IPI:IPI00477649.1
6991738,26582,IPI:IPI00218319.2
6991738,26774,IPI:IPI00382894.2
6991740,29889,IPI:IPI00026272.1
6991740,29899,IPI:IPI00031562.1
6991740,29944,IPI:IPI00216456.4
6991740,29981,IPI:IPI00303315.3
6991751,24763,IPI:IPI00453473.3
6991751,24969,IPI:IPI00551050.2
6995905,23556,IPI:IPI00419258.3
6995905,48158,IPI:IPI00335132.1
6995905,27878,IPI:IPI00418184.1
6997970,38703,IPI:IPI00291922.2
6998243,17254,IPI:IPI00013894.1
6998243,19182,IPI:IPI00479946.2
7000233,11421,IPI:IPI00479191.1
7000233,11448,IPI:IPI00479484.1
7000233,11358,IPI:IPI00478348.2
7000233,11332,IPI:IPI00477925.1
7000233,11299,IPI:IPI00477457.1
7000233,8473,IPI:IPI00013881.5
7000233,24086,IPI:IPI00026230.1
7004052,5337,IPI:IPI00302592.1
7004052,5560,IPI:IPI00333541.3
7004144,13098,IPI:IPI00290566.1
7004144,14590,IPI:IPI00550591.1
7006779,24763,IPI:IPI00453473.3
7006779,24969,IPI:IPI00551050.2
7011758,40049,IPI:IPI00219951.1
7011758,40050,IPI:IPI00219952.1
7011758,45494,IPI:IPI00218373.1
7011758,15689,IPI:IPI00219950.1
7011758,15321,IPI:IPI00154509.2
7011758,43787,IPI:IPI00024175.3
7011772,5337,IPI:IPI00302592.1
7011772,5560,IPI:IPI00333541.3
7011944,891,IPI:IPI00216049.1
7011944,907,IPI:IPI00216746.1
7011944,2293,IPI:IPI00514561.1
7012142,25281,IPI:IPI00152906.5
7012142,26146,IPI:IPI00554798.1
7012142,26138,IPI:IPI00554445.1
7012142,26002,IPI:IPI00477495.2
7012142,25822,IPI:IPI00419833.1
7012142,25619,IPI:IPI00377199.4
7012142,25513,IPI:IPI00303133.7
7012142,25121,IPI:IPI00020101.4
7012142,25108,IPI:IPI00018534.3
7012142,25559,IPI:IPI00329665.5
7013562,24763,IPI:IPI00453473.3
7013562,24969,IPI:IPI00551050.2
7017217,19288,IPI:IPI00552715.1
7017217,19299,IPI:IPI00553185.1
7017217,18118,IPI:IPI00290770.2
7023673,1159,IPI:IPI00291005.7
7023679,15674,IPI:IPI00219365.2
7023679,16944,IPI:IPI00514912.1
7023732,15674,IPI:IPI00219365.2
7023732,16944,IPI:IPI00514912.1
7023913,11832,IPI:IPI00003918.4
7023913,14277,IPI:IPI00471915.1
7023913,49401,IPI:IPI00003918.2
7025218,19450,IPI:IPI00012772.5
7025399,10104,IPI:IPI00332499.1
7025399,35111,IPI:IPI00514504.1
7025399,9612,IPI:IPI00219821.3
7025399,9324,IPI:IPI00179953.2
7026058,3326,IPI:IPI00025491.1
7026058,10053,IPI:IPI00328328.3
7026058,10630,IPI:IPI00409717.1
7026058,40478,IPI:IPI00456918.1
7026058,6078,IPI:IPI00386604.1
7028346,28332,IPI:IPI00000874.1
7031758,19339,IPI:IPI00003269.1
7031758,19572,IPI:IPI00025416.1
7031758,20909,IPI:IPI00515047.1
7031758,20939,IPI:IPI00550724.2
7031758,20891,IPI:IPI00514530.3
7031758,20502,IPI:IPI00414057.2
7031758,19531,IPI:IPI00021440.1
7031758,19530,IPI:IPI00021439.1
7031758,19401,IPI:IPI00008603.1
7031758,19529,IPI:IPI00021428.1
7031758,19545,IPI:IPI00023006.1
7033930,7248,IPI:IPI00465084.5
7033930,28242,IPI:IPI00418471.5
7033973,13027,IPI:IPI00221092.3
