Mass_Tag_ID,Ref_ID,Reference
7033973,13701,IPI:IPI00397701.3
7034138,14962,IPI:IPI00019502.1
7034433,35138,IPI:IPI00024102.3
7034433,42784,IPI:IPI00550488.2
7034491,12151,IPI:IPI00021716.1
7035358,35138,IPI:IPI00024102.3
7035437,31950,IPI:IPI00384026.1
7035437,5831,IPI:IPI00382470.2
7035437,18329,IPI:IPI00334775.3
7035437,18730,IPI:IPI00414676.5
7035437,41319,IPI:IPI00411633.3
7035437,46859,IPI:IPI00384970.1
7035437,24111,IPI:IPI00031523.1
7035647,40809,IPI:IPI00220827.4
7038438,3336,IPI:IPI00026119.4
7039404,28966,IPI:IPI00374313.2
7039404,10512,IPI:IPI00397868.1
7039404,22570,IPI:IPI00000494.4
7039622,5114,IPI:IPI00293464.4
7039636,39132,IPI:IPI00015148.3
7039636,45898,IPI:IPI00412525.1
7039636,39137,IPI:IPI00019345.1
7039636,39226,IPI:IPI00550325.1
7039685,34478,IPI:IPI00012442.1
7039685,34583,IPI:IPI00442863.1
7039701,5337,IPI:IPI00302592.1
7039701,5560,IPI:IPI00333541.3
7039710,14798,IPI:IPI00008274.3
7043726,33357,IPI:IPI00299000.1
7044651,31699,IPI:IPI00298547.3
7044660,23362,IPI:IPI00383071.1
7044660,46605,IPI:IPI00451401.2
7044660,32692,IPI:IPI00465028.4
7044732,42261,IPI:IPI00016832.1
7044732,42455,IPI:IPI00472442.4
7044979,20119,IPI:IPI00297779.6
7045029,31862,IPI:IPI00376163.2
7045029,35834,IPI:IPI00299633.3
7045029,35946,IPI:IPI00554778.1
7045029,42096,IPI:IPI00220828.4
7045029,45940,IPI:IPI00180240.2
7047206,18118,IPI:IPI00290770.2
7047206,19288,IPI:IPI00552715.1
7047206,19299,IPI:IPI00553185.1
7049895,15431,IPI:IPI00169383.2
7051068,5337,IPI:IPI00302592.1
7051068,5560,IPI:IPI00333541.3
7051635,5831,IPI:IPI00382470.2
7051635,14158,IPI:IPI00455463.1
7053390,2869,IPI:IPI00012007.5
7058562,29526,IPI:IPI00016610.2
7059168,8340,IPI:IPI00008530.1
7059168,10470,IPI:IPI00396373.1
7059345,8515,IPI:IPI00015953.2
7059345,11270,IPI:IPI00477179.1
7062793,9975,IPI:IPI00303476.1
7070639,38703,IPI:IPI00291922.2
7070641,27127,IPI:IPI00479185.1
7070641,9361,IPI:IPI00183968.1
7070641,26526,IPI:IPI00178083.2
7070641,26582,IPI:IPI00218319.2
7070641,26774,IPI:IPI00382894.2
7070641,27095,IPI:IPI00477649.1
7070641,27115,IPI:IPI00478716.3
7070695,30488,IPI:IPI00000875.5
7070762,1427,IPI:IPI00374151.1
7070762,482,IPI:IPI00024919.3
7074074,5337,IPI:IPI00302592.1
7074074,5560,IPI:IPI00333541.3
7075908,44159,IPI:IPI00220766.3
7076090,7965,IPI:IPI00550365.1
7076090,29526,IPI:IPI00016610.2
7076090,29790,IPI:IPI00470509.1
7076090,28648,IPI:IPI00216689.1
7076090,6464,IPI:IPI00410586.1
7076090,4130,IPI:IPI00167750.4
7076090,3816,IPI:IPI00101278.5
7076090,3415,IPI:IPI00027970.4
7076090,29517,IPI:IPI00012066.1
7076090,6465,IPI:IPI00410587.1
7082418,2939,IPI:IPI00013808.1
7082418,19456,IPI:IPI00013508.3
7082633,18121,IPI:IPI00291006.1
7086490,5337,IPI:IPI00302592.1
7086490,5560,IPI:IPI00333541.3
7090854,17858,IPI:IPI00182856.9
7090854,17899,IPI:IPI00216256.2
7090854,18538,IPI:IPI00395750.3
7090865,24268,IPI:IPI00178440.2
7090865,24689,IPI:IPI00414723.2
7090865,25708,IPI:IPI00397392.1
7090865,31785,IPI:IPI00332119.3
7091900,12151,IPI:IPI00021716.1
7093391,14422,IPI:IPI00479281.1
7093391,32308,IPI:IPI00414967.1
7093391,19178,IPI:IPI00479885.1
7093391,18939,IPI:IPI00455532.1
7093391,18936,IPI:IPI00455428.3
7093391,18737,IPI:IPI00414895.3
7093391,15500,IPI:IPI00181923.3
7093391,14229,IPI:IPI00457306.1
7093391,9131,IPI:IPI00165486.9
7093391,2931,IPI:IPI00013485.1
7093391,16873,IPI:IPI00479366.1
7094678,32246,IPI:IPI00412090.2
7094678,2880,IPI:IPI00012268.2
7094678,5951,IPI:IPI00384420.1
7095089,15025,IPI:IPI00023748.3
7095551,5560,IPI:IPI00333541.3
7095551,5337,IPI:IPI00302592.1
7095683,40181,IPI:IPI00442073.3
7098628,2163,IPI:IPI00478540.1
7098628,444,IPI:IPI00022774.2
7101861,14962,IPI:IPI00019502.1
7105712,31699,IPI:IPI00298547.3
7106657,22634,IPI:IPI00008529.1
7106924,444,IPI:IPI00022774.2
7106924,2163,IPI:IPI00478540.1
7107328,3336,IPI:IPI00026119.4
7107776,16944,IPI:IPI00514912.1
7107776,15674,IPI:IPI00219365.2
7108298,14787,IPI:IPI00007750.1
7108298,16044,IPI:IPI00335314.3
7108716,31862,IPI:IPI00376163.2
7108716,35834,IPI:IPI00299633.3
7108716,35946,IPI:IPI00554778.1
7108716,42096,IPI:IPI00220828.4
7108716,45940,IPI:IPI00180240.2
7113422,18121,IPI:IPI00291006.1
7115632,34980,IPI:IPI00025252.1
7117205,37192,IPI:IPI00477513.1
7117205,6474,IPI:IPI00410714.1
7117205,5575,IPI:IPI00334432.3
7117205,37196,IPI:IPI00478687.1
7117205,37143,IPI:IPI00217473.4
7117205,37198,IPI:IPI00480146.2
7120699,2553,IPI:IPI00003362.1
7120809,15025,IPI:IPI00023748.3
7120809,28355,IPI:IPI00012479.1
7120809,28490,IPI:IPI00431765.1
7121674,9407,IPI:IPI00215777.1
7121674,8645,IPI:IPI00022202.3
7126577,24965,IPI:IPI00550717.2
7126577,24017,IPI:IPI00017855.1
7126577,5862,IPI:IPI00382844.1
7130579,34980,IPI:IPI00025252.1
7132162,12073,IPI:IPI00016801.1
7132162,15063,IPI:IPI00027146.1
7137598,28242,IPI:IPI00418471.5
7148581,12259,IPI:IPI00027230.3
7156452,444,IPI:IPI00022774.2
7156452,2163,IPI:IPI00478540.1
7157191,24763,IPI:IPI00453473.3
7157191,24969,IPI:IPI00551050.2
7161680,14962,IPI:IPI00019502.1
7165322,5672,IPI:IPI00374686.2
7165322,53916,IPI:IPI00332208.2
7165322,55029,IPI:IPI00385358.1
7165322,55371,IPI:IPI00395637.1
7165322,56068,IPI:IPI00398984.1
7165322,66364,IPI:IPI00383405.1
7165322,66385,IPI:IPI00385732.1
7165421,12529,IPI:IPI00141938.3
7165421,14666,IPI:IPI00554720.1
7165421,12092,IPI:IPI00018278.1
7165421,13736,IPI:IPI00398798.1
7165421,12937,IPI:IPI00218448.3
7167730,19023,IPI:IPI00465439.4
7167730,19246,IPI:IPI00549682.1
7194288,5337,IPI:IPI00302592.1
7194288,5560,IPI:IPI00333541.3
7194711,30870,IPI:IPI00023860.1
7195029,35946,IPI:IPI00554778.1
7195029,42096,IPI:IPI00220828.4
7195029,35834,IPI:IPI00299633.3
7195029,31862,IPI:IPI00376163.2
7195029,45940,IPI:IPI00180240.2
7198617,1251,IPI:IPI00298994.3
7198831,13701,IPI:IPI00397701.3
7198831,13027,IPI:IPI00221092.3
7198831,18994,IPI:IPI00457195.1
7198831,20639,IPI:IPI00450975.1
7198831,43738,IPI:IPI00457291.1
7199920,9592,IPI:IPI00219525.9
7207628,22676,IPI:IPI00012507.2
7215101,20837,IPI:IPI00479359.5
7215101,20917,IPI:IPI00549319.2
7217498,21146,IPI:IPI00013769.1
7217498,22325,IPI:IPI00465248.4
7221880,42445,IPI:IPI00455745.1
7221880,6822,IPI:IPI00434968.1
7221880,31158,IPI:IPI00140827.2
7221880,31704,IPI:IPI00299147.8
7221880,31705,IPI:IPI00299149.1
7221880,32795,IPI:IPI00478345.1
7221880,32981,IPI:IPI00550406.2
7224711,34980,IPI:IPI00025252.1
7225529,43620,IPI:IPI00005969.1
7225529,12244,IPI:IPI00026182.4
7225548,34980,IPI:IPI00025252.1
7225698,31158,IPI:IPI00140827.2
7225698,31705,IPI:IPI00299149.1
7225698,32795,IPI:IPI00478345.1
7229141,15674,IPI:IPI00219365.2
7229141,16944,IPI:IPI00514912.1
7233876,34980,IPI:IPI00025252.1
7236471,62218,IPI:IPI00016613.1
7236488,26191,IPI:IPI00006684.1
7236488,27231,IPI:IPI00554742.1
7258504,5337,IPI:IPI00302592.1
7258504,5560,IPI:IPI00333541.3
7270444,13008,IPI:IPI00220362.4
7273183,2553,IPI:IPI00003362.1
7273940,13008,IPI:IPI00220362.4
7286595,46221,IPI:IPI00477646.1
7286595,17228,IPI:IPI00011876.1
7286595,36059,IPI:IPI00382958.1
7286595,36136,IPI:IPI00477148.1
7328791,55026,IPI:IPI00385334.1
7328791,6496,IPI:IPI00411626.2
7328791,3186,IPI:IPI00021891.5
7328791,4780,IPI:IPI00219713.1
7393735,9636,IPI:IPI00220327.2
7393735,52596,IPI:IPI00220327.1
7393735,56473,K2C1_HUMAN
7393749,29698,IPI:IPI00383111.1
7393749,14451,IPI:IPI00479902.1
7393749,21086,IPI:IPI00009865.1
7393749,29653,IPI:IPI00295684.1
7393752,9636,IPI:IPI00220327.2
7393775,9636,IPI:IPI00220327.2
7393792,26691,IPI:IPI00300725.6
7393792,42409,IPI:IPI00418411.2
7393792,24582,IPI:IPI00386438.2
7393792,24406,IPI:IPI00299145.8
7393792,24390,IPI:IPI00293665.6
7393792,22429,IPI:IPI00479403.2
7393792,17194,IPI:IPI00009867.2
7393792,9636,IPI:IPI00220327.2
7393792,1969,IPI:IPI00455462.1
7393792,43016,IPI:IPI00554648.1
7424429,3347,IPI:IPI00026314.1
7424429,5801,IPI:IPI00377087.4
7424429,54665,IPI:IPI00377087.1
7435001,45940,IPI:IPI00180240.2
7435001,31862,IPI:IPI00376163.2
7435001,35834,IPI:IPI00299633.3
7435001,35946,IPI:IPI00554778.1
7435001,38992,IPI:IPI00376164.2
7435001,42096,IPI:IPI00220828.4
7438132,2570,IPI:IPI00003865.1
7438750,1320,IPI:IPI00307162.2
7438750,1162,IPI:IPI00291175.3
7439279,19572,IPI:IPI00025416.1
7439279,37533,IPI:IPI00455475.1
7439279,27024,IPI:IPI00455685.1
7439279,22029,IPI:IPI00401614.2
7439279,21413,IPI:IPI00157721.7
7439279,20909,IPI:IPI00515047.1
7439279,20891,IPI:IPI00514530.3
7439279,20039,IPI:IPI00248359.4
7439279,19545,IPI:IPI00023006.1
7439279,19531,IPI:IPI00021440.1
7439279,19530,IPI:IPI00021439.1
7439279,19529,IPI:IPI00021428.1
7439279,19401,IPI:IPI00008603.1
7439279,37749,IPI:IPI00334610.2
7439279,25569,IPI:IPI00333470.1
7439279,20502,IPI:IPI00414057.2
7440125,12368,IPI:IPI00037070.1
7440125,35428,IPI:IPI00397340.2
7440125,16074,IPI:IPI00339269.1
7440125,2720,IPI:IPI00007702.1
7440125,2570,IPI:IPI00003865.1
7440125,11042,IPI:IPI00455889.1
7442063,17690,IPI:IPI00157890.1
7442063,39550,IPI:IPI00030144.1
7442063,39141,IPI:IPI00027388.5
7442063,37551,IPI:IPI00479480.2
7442063,18567,IPI:IPI00397796.2
7442063,13717,IPI:IPI00398110.2
7442063,11235,IPI:IPI00472718.1
7442063,11142,IPI:IPI00457219.1
7442063,10600,IPI:IPI00402104.3
7442063,10235,IPI:IPI00376771.2
7442063,7911,IPI:IPI00549466.1
7442063,6792,IPI:IPI00431795.2
7442063,6716,IPI:IPI00419585.6
7442063,39796,IPI:IPI00413543.2
7442063,10601,IPI:IPI00402137.3
7442063,36686,IPI:IPI00397019.2
7442063,39749,IPI:IPI00164416.5
7450046,20837,IPI:IPI00479359.5
7450046,20917,IPI:IPI00549319.2
7451135,29948,IPI:IPI00216730.1
7451135,29957,IPI:IPI00219037.4
7451135,29964,IPI:IPI00220855.3
7451135,29971,IPI:IPI00255316.4
7451135,29973,IPI:IPI00291764.2
7451135,29981,IPI:IPI00303315.3
7451135,30135,IPI:IPI00552873.1
7451135,29945,IPI:IPI00216457.6
7451135,30005,IPI:IPI00339274.4
7451135,29944,IPI:IPI00216456.4
7451135,29917,IPI:IPI00102165.1
7451135,29911,IPI:IPI00081836.1
7451135,29899,IPI:IPI00031562.1
7451135,29889,IPI:IPI00026272.1
7451135,22865,IPI:IPI00059366.3
7451135,7998,IPI:IPI00550861.1
7451135,3903,IPI:IPI00148096.1
7451135,5366,IPI:IPI00304171.2
7452184,12073,IPI:IPI00016801.1
7452797,30881,IPI:IPI00025019.3
7469906,2808,IPI:IPI00010133.1
7469918,15559,IPI:IPI00216141.1
7469918,16978,IPI:IPI00550119.2
7469918,35034,IPI:IPI00376992.2
7469918,15558,IPI:IPI00216139.1
7469937,43668,IPI:IPI00216319.2
7473315,9408,IPI:IPI00215780.4
7474336,8386,IPI:IPI00010414.3
7474337,45940,IPI:IPI00180240.2
7474337,31862,IPI:IPI00376163.2
7474337,35834,IPI:IPI00299633.3
7474337,35946,IPI:IPI00554778.1
7474337,38992,IPI:IPI00376164.2
7474337,42096,IPI:IPI00220828.4
7476783,28058,IPI:IPI00549172.2
7476783,27465,IPI:IPI00160897.3
7476783,27457,IPI:IPI00152453.1
7476783,27339,IPI:IPI00023598.1
7476783,27295,IPI:IPI00013683.2
7476783,27265,IPI:IPI00007752.1
7476783,27287,IPI:IPI00011654.2
7477704,1159,IPI:IPI00291005.7
7537677,29860,IPI:IPI00010471.1
7537677,30240,IPI:IPI00216694.1
7537677,30428,IPI:IPI00477225.1
7546323,14587,IPI:IPI00550458.2
7546323,44565,IPI:IPI00550241.2
7546323,44373,IPI:IPI00021840.1
7550164,2808,IPI:IPI00010133.1
7555474,2808,IPI:IPI00010133.1
7555474,35081,IPI:IPI00446617.3
7556239,14798,IPI:IPI00008274.3
7570082,5337,IPI:IPI00302592.1
7570082,5560,IPI:IPI00333541.3
7570082,20959,IPI:IPI00552416.1
7570129,1251,IPI:IPI00298994.3
7570246,13057,IPI:IPI00246058.3
7570370,22634,IPI:IPI00008529.1
7575923,37201,IPI:IPI00550451.1
7575923,41886,IPI:IPI00218236.4
7575923,42033,IPI:IPI00005705.1
7575923,42092,IPI:IPI00218187.1
7575923,37126,IPI:IPI00027423.2
7575998,2880,IPI:IPI00012268.2
7576101,19530,IPI:IPI00021439.1
7576101,19531,IPI:IPI00021440.1
7576101,20939,IPI:IPI00550724.2
7582869,16268,IPI:IPI00395772.3
7582869,14962,IPI:IPI00019502.1
7582931,444,IPI:IPI00022774.2
7582931,2163,IPI:IPI00478540.1
7583012,2570,IPI:IPI00003865.1
7583012,12368,IPI:IPI00037070.1
7583051,21183,IPI:IPI00017256.5
7583051,21865,IPI:IPI00377066.1
7583051,42988,IPI:IPI00478433.1
7583052,2553,IPI:IPI00003362.1
7583052,21665,IPI:IPI00258514.3
7583086,25044,IPI:IPI00007068.1
7583086,35985,IPI:IPI00028091.1
7583086,26136,IPI:IPI00554433.1
7583086,25136,IPI:IPI00023929.1
7583086,10359,IPI:IPI00385157.1
7583086,25975,IPI:IPI00471966.3
7583110,2939,IPI:IPI00013808.1
7583130,2570,IPI:IPI00003865.1
7583130,11042,IPI:IPI00455889.1
7583130,12368,IPI:IPI00037070.1
7583130,35428,IPI:IPI00397340.2
7583130,45679,IPI:IPI00457325.1
7583331,444,IPI:IPI00022774.2
7583331,2163,IPI:IPI00478540.1
7586223,36379,IPI:IPI00003949.1
7590934,2939,IPI:IPI00013808.1
7590941,10955,IPI:IPI00450235.1
7590941,19638,IPI:IPI00031812.1
7590941,20339,IPI:IPI00385699.1
7590941,20783,IPI:IPI00477429.1
7591018,1251,IPI:IPI00298994.3
7591062,8556,IPI:IPI00018206.3
7591168,14766,IPI:IPI00006865.1
7591225,5831,IPI:IPI00382470.2
7591501,17930,IPI:IPI00217467.2
7594558,14962,IPI:IPI00019502.1
7595200,3180,IPI:IPI00021812.1
7596737,2389,IPI:IPI00550984.1
7596737,2836,IPI:IPI00010796.1
7596737,6621,IPI:IPI00414286.3
7596859,444,IPI:IPI00022774.2
7596859,2163,IPI:IPI00478540.1
7597147,28584,IPI:IPI00005159.2
7597147,28747,IPI:IPI00470573.1
7597210,14766,IPI:IPI00006865.1
7597242,8432,IPI:IPI00012074.2
7597333,5337,IPI:IPI00302592.1
7597333,5560,IPI:IPI00333541.3
7597442,27571,IPI:IPI00217468.2
7597474,2553,IPI:IPI00003362.1
7598045,26774,IPI:IPI00382894.2
7598045,38918,IPI:IPI00377005.1
7598045,38423,IPI:IPI00414662.1
7598045,38380,IPI:IPI00145540.5
7598045,27127,IPI:IPI00479185.1
7598045,27095,IPI:IPI00477649.1
7598045,26583,IPI:IPI00218320.2
7598045,26582,IPI:IPI00218319.2
7598045,26526,IPI:IPI00178083.2
7598045,7070,IPI:IPI00455563.1
7598045,6575,IPI:IPI00413340.1
7598045,27115,IPI:IPI00478716.3
7598123,28242,IPI:IPI00418471.5
7598123,32770,IPI:IPI00477807.3
7598123,38159,IPI:IPI00552689.1
7598207,16268,IPI:IPI00395772.3
7598207,14962,IPI:IPI00019502.1
7599129,2836,IPI:IPI00010796.1
7599129,2389,IPI:IPI00550984.1
7599625,29488,IPI:IPI00000816.1
7600279,2389,IPI:IPI00550984.1
7600279,2836,IPI:IPI00010796.1
7601192,52360,IPI:IPI00217975.1
7602027,35985,IPI:IPI00028091.1
7602049,5337,IPI:IPI00302592.1
7602049,5560,IPI:IPI00333541.3
7602049,11713,IPI:IPI00553169.1
7602184,7178,IPI:IPI00456887.1
7603992,34980,IPI:IPI00025252.1
7604113,21665,IPI:IPI00258514.3
7604113,2553,IPI:IPI00003362.1
7604171,6716,IPI:IPI00419585.6
7604171,7911,IPI:IPI00549466.1
7604171,11235,IPI:IPI00472718.1
7604171,39141,IPI:IPI00027388.5
7604285,1251,IPI:IPI00298994.3
7605661,30870,IPI:IPI00023860.1
7607019,444,IPI:IPI00022774.2
7607019,2163,IPI:IPI00478540.1
7607476,2553,IPI:IPI00003362.1
7607806,15063,IPI:IPI00027146.1
7607806,12073,IPI:IPI00016801.1
7607952,15674,IPI:IPI00219365.2
7607952,16178,IPI:IPI00384282.1
7607952,16944,IPI:IPI00514912.1
7607952,20837,IPI:IPI00479359.5
7607952,20917,IPI:IPI00549319.2
7607952,26272,IPI:IPI00017367.1
7608010,27265,IPI:IPI00007752.1
7608010,28058,IPI:IPI00549172.2
7608010,27465,IPI:IPI00160897.3
7608010,27287,IPI:IPI00011654.2
7608010,35402,IPI:IPI00334347.3
7608010,35339,IPI:IPI00173393.3
7608010,27339,IPI:IPI00023598.1
7608117,22603,IPI:IPI00005160.2
7611106,41727,IPI:IPI00375142.1
7611106,44750,IPI:IPI00026965.1
7611106,56828,IPI:IPI00019932.1
7611106,57781,IPI:IPI00182657.1
7611106,58680,IPI:IPI00332376.1
7612772,43784,IPI:IPI00021347.1
7612772,43823,IPI:IPI00176873.1
7612820,35985,IPI:IPI00028091.1
7612831,5337,IPI:IPI00302592.1
7612831,5560,IPI:IPI00333541.3
7612831,38893,IPI:IPI00552858.1
7618474,8458,IPI:IPI00012998.1
7618474,8816,IPI:IPI00030654.1
7618474,11707,IPI:IPI00553042.1
7619799,1251,IPI:IPI00298994.3
7619799,53366,IPI:IPI00298994.1
7619916,4397,IPI:IPI00215638.2
7621182,42477,IPI:IPI00514669.1
7621182,44130,IPI:IPI00010402.2
7626896,43784,IPI:IPI00021347.1
7627037,1159,IPI:IPI00291005.7
7627292,25611,IPI:IPI00376005.1
7627292,25779,IPI:IPI00411704.2
7630429,6260,IPI:IPI00397526.1
7630429,14962,IPI:IPI00019502.1
7630429,16268,IPI:IPI00395772.3
7633434,1251,IPI:IPI00298994.3
7633500,2703,IPI:IPI00007280.7
7633500,7953,IPI:IPI00550234.2
7639639,2836,IPI:IPI00010796.1
7639639,6621,IPI:IPI00414286.3
7639639,2389,IPI:IPI00550984.1
7639821,43620,IPI:IPI00005969.1
7644461,2553,IPI:IPI00003362.1
7644461,21665,IPI:IPI00258514.3
7645272,17124,IPI:IPI00005162.1
7645313,1251,IPI:IPI00298994.3
7646097,32334,IPI:IPI00419262.1
7646362,5337,IPI:IPI00302592.1
7646362,5560,IPI:IPI00333541.3
7651980,2163,IPI:IPI00478540.1
7651980,444,IPI:IPI00022774.2
7656123,42040,IPI:IPI00015262.9
7656123,43888,IPI:IPI00398735.1
7656123,44513,IPI:IPI00455730.1
7656421,35126,IPI:IPI00006379.1
7656962,2553,IPI:IPI00003362.1
7659330,14962,IPI:IPI00019502.1
7659555,16178,IPI:IPI00384282.1
7659555,20917,IPI:IPI00549319.2
7659555,26272,IPI:IPI00017367.1
7659555,15674,IPI:IPI00219365.2
7659555,16944,IPI:IPI00514912.1
7659555,20837,IPI:IPI00479359.5
7660719,28584,IPI:IPI00005159.2
7660719,28747,IPI:IPI00470573.1
7660888,16268,IPI:IPI00395772.3
7660888,6260,IPI:IPI00397526.1
7660888,8612,IPI:IPI00020501.1
7660888,8709,IPI:IPI00024870.1
7660888,10149,IPI:IPI00337335.3
7660888,14962,IPI:IPI00019502.1
7662832,26272,IPI:IPI00017367.1
7662832,20917,IPI:IPI00549319.2
7662832,20837,IPI:IPI00479359.5
7662832,16944,IPI:IPI00514912.1
7662832,15674,IPI:IPI00219365.2
7662832,16178,IPI:IPI00384282.1
7664166,24273,IPI:IPI00180776.2
7664166,3075,IPI:IPI00018146.1
7664166,12853,IPI:IPI00216318.4
7664166,24045,IPI:IPI00021263.3
7665768,38893,IPI:IPI00552858.1
7665768,5560,IPI:IPI00333541.3
7665768,5337,IPI:IPI00302592.1
7665887,14962,IPI:IPI00019502.1
7665887,16268,IPI:IPI00395772.3
7665921,17073,IPI:IPI00001539.8
7667231,35985,IPI:IPI00028091.1
7669891,1251,IPI:IPI00298994.3
7673881,2470,IPI:IPI00000861.1
7673881,6090,IPI:IPI00386803.3
7676125,53969,IPI:IPI00332819.1
7676125,54047,IPI:IPI00333685.1
7676125,14962,IPI:IPI00019502.1
7677972,8556,IPI:IPI00018206.3
7693555,4854,IPI:IPI00220644.6
7693555,5881,IPI:IPI00383237.3
7693555,7656,IPI:IPI00479186.2
7694519,8412,IPI:IPI00011253.1
7696380,27571,IPI:IPI00217468.2
7698121,2570,IPI:IPI00003865.1
7698121,12368,IPI:IPI00037070.1
7699867,16178,IPI:IPI00384282.1
7699867,26272,IPI:IPI00017367.1
7699867,20917,IPI:IPI00549319.2
7699867,15674,IPI:IPI00219365.2
7699867,20837,IPI:IPI00479359.5
7699867,16944,IPI:IPI00514912.1
7701136,30105,IPI:IPI00479436.1
7701136,46702,IPI:IPI00175297.1
7701136,44515,IPI:IPI00455847.1
7701136,31408,IPI:IPI00187140.1
7701136,30100,IPI:IPI00477550.1
7701136,30077,IPI:IPI00455337.1
7701136,30038,IPI:IPI00401819.1
7701136,29942,IPI:IPI00186712.3
7701136,24899,IPI:IPI00479694.1
7701136,39756,IPI:IPI00176854.2
7701136,39933,IPI:IPI00479740.1
7701214,19450,IPI:IPI00012772.5
7701871,18121,IPI:IPI00291006.1
7708385,14962,IPI:IPI00019502.1
7715795,14798,IPI:IPI00008274.3
7718269,1000,IPI:IPI00219299.1
7718269,1251,IPI:IPI00298994.3
7723940,8303,IPI:IPI00007263.2
7723940,32036,IPI:IPI00386354.1
7723940,11744,IPI:IPI00554811.1
7740064,24017,IPI:IPI00017855.1
7740064,24965,IPI:IPI00550717.2
7744392,2667,IPI:IPI00006378.3
7745820,2570,IPI:IPI00003865.1
7746916,2470,IPI:IPI00000861.1
7750803,15025,IPI:IPI00023748.3
7761307,32804,IPI:IPI00478694.1
7761307,30675,IPI:IPI00012750.3
7761307,32159,IPI:IPI00401105.1
7761410,14977,IPI:IPI00020513.1
7761410,16290,IPI:IPI00396557.3
7764823,20758,IPI:IPI00472119.1
7764823,18983,IPI:IPI00456869.1
7764823,33500,IPI:IPI00026138.3
7764823,20930,IPI:IPI00550245.2
7764823,20549,IPI:IPI00419880.3
7764823,42162,IPI:IPI00400961.2
7764823,497,IPI:IPI00025419.3
7766631,19178,IPI:IPI00479885.1
7766631,37519,IPI:IPI00442381.1
7766631,2931,IPI:IPI00013485.1
7766631,32308,IPI:IPI00414967.1
7766631,44336,IPI:IPI00455930.1
7766631,31169,IPI:IPI00152242.2
7766631,29736,IPI:IPI00414526.1
7766631,22391,IPI:IPI00478002.1
7766631,18936,IPI:IPI00455428.3
7766631,18737,IPI:IPI00414895.3
7766631,16873,IPI:IPI00479366.1
7766631,9131,IPI:IPI00165486.9
7766631,4267,IPI:IPI00178675.2
7766631,14229,IPI:IPI00457306.1
7766631,18939,IPI:IPI00455532.1
7770098,1251,IPI:IPI00298994.3
7773971,26323,IPI:IPI00024057.2
7773971,27196,IPI:IPI00550363.1
7773973,26323,IPI:IPI00024057.2
7773973,27196,IPI:IPI00550363.1
7773984,46638,IPI:IPI00033494.2
7773984,48106,IPI:IPI00220573.3
7775838,27196,IPI:IPI00550363.1
7775838,26323,IPI:IPI00024057.2
7777687,29876,IPI:IPI00020599.1
7777687,21889,IPI:IPI00383751.1
7779654,9968,IPI:IPI00302927.5
7779674,2570,IPI:IPI00003865.1
7779674,2720,IPI:IPI00007702.1
7779674,12368,IPI:IPI00037070.1
7779706,7355,IPI:IPI00472102.1
7783657,15373,IPI:IPI00166768.1
7783657,35349,IPI:IPI00216005.5
7783657,22521,IPI:IPI00552356.1
7783657,22099,IPI:IPI00414274.2
7783657,21951,IPI:IPI00387144.4
7783657,21776,IPI:IPI00328163.1
7783657,21585,IPI:IPI00218345.1
7783657,21584,IPI:IPI00218343.4
7783657,21505,IPI:IPI00180675.4
7783657,16044,IPI:IPI00335314.3
7783657,14787,IPI:IPI00007750.1
7783657,11399,IPI:IPI00478908.1
7783657,2999,IPI:IPI00015671.3
7783657,21501,IPI:IPI00179709.4
7786631,2939,IPI:IPI00013808.1
7786631,19517,IPI:IPI00019884.1
7786631,19456,IPI:IPI00013508.3
7789244,444,IPI:IPI00022774.2
7789244,2163,IPI:IPI00478540.1
7789274,2939,IPI:IPI00013808.1
7789274,19456,IPI:IPI00013508.3
7789441,14120,IPI:IPI00454862.1
7789441,19023,IPI:IPI00465439.4
7789441,19246,IPI:IPI00549682.1
7792475,28747,IPI:IPI00470573.1
7792475,28584,IPI:IPI00005159.2
7793148,26323,IPI:IPI00024057.2
7793148,27196,IPI:IPI00550363.1
7793169,43936,IPI:IPI00472476.1
7793169,43784,IPI:IPI00021347.1
7793169,43878,IPI:IPI00386512.1
7800318,40549,IPI:IPI00008219.1
7800338,15025,IPI:IPI00023748.3
7800345,35938,IPI:IPI00514826.1
7800345,38303,IPI:IPI00411706.1
7800345,38336,IPI:IPI00550632.2
7800781,42477,IPI:IPI00514669.1
7800781,64335,IPI:IPI00010402.1
7800781,44130,IPI:IPI00010402.2
7808690,15147,IPI:IPI00033600.1
7808690,43352,IPI:IPI00395771.1
7809451,42477,IPI:IPI00514669.1
7809451,44130,IPI:IPI00010402.2
7812898,2570,IPI:IPI00003865.1
7812898,12368,IPI:IPI00037070.1
7812898,35428,IPI:IPI00397340.2
7812898,45679,IPI:IPI00457325.1
7812902,34980,IPI:IPI00025252.1
7816366,13057,IPI:IPI00246058.3
7816372,44130,IPI:IPI00010402.2
7816372,42477,IPI:IPI00514669.1
7816378,46003,IPI:IPI00329801.9
7816393,34661,IPI:IPI00011250.3
7816399,48588,IPI:IPI00413778.3
7816475,11495,IPI:IPI00513698.1
7816475,33711,IPI:IPI00218820.1
7816475,31969,IPI:IPI00384369.2
7816475,29536,IPI:IPI00018853.1
7816475,27127,IPI:IPI00479185.1
7816475,8490,IPI:IPI00014581.1
7816475,27095,IPI:IPI00477649.1
7816475,41883,IPI:IPI00216134.1
7816475,26774,IPI:IPI00382894.2
